SGAN;Presentación;Peso Neto (kg);Tipo;Categoría;Regional;mar-23;abr-23;may-23;jun-23;jul-23;ago-23;Septiembre;Octubre;Noviembre;Diciembre;Target Market;Tipo ABC;Septiembre;Octubre;Noviembre;Diciembre
S2770;PC;0,283;HAWA;NORM;PEREIRA;708;144;456;90;180;36;269;269;269;269;SEALING & BONDING;A;417;257;388;342
S2770;PC;0,283;HAWA;NORM;BARRANQUILLA;72;36;36;36;30;174;80;80;80;80;SEALING & BONDING;A;247;151;229;201
S2770;PC;0,283;HAWA;NORM;SANTANDER;0;72;0;0;0;0;12;12;12;12;SEALING & BONDING;A;15;10;15;13
S3066;KG;1;FERT;YBLK;BARRANQUILLA;48.000;0;0;0;26.133;0;12.356;12.356;12.356;12.356;CONCRETE.;B;27.703;0;0;27.703
S4154;PC;30;FERT;NORM;BOGOTÁ;2.979;3.198;2.814;3.192;3.324;3.075;3.197;3.197;3.197;3.197;ENG REFURBISHMENT;A;5.029;4.563;5.276;3.971
S4154;PC;30;FERT;NORM;BARRANQUILLA;1.044;765;1.116;2.262;1.137;1.005;1.468;1.468;1.468;1.468;ENG REFURBISHMENT;A;3.052;2.679;3.098;2.332
S4154;PC;30;FERT;NORM;ORIENTE;2.862;2.247;1.143;1.263;816;2.256;1.765;1.765;1.765;1.765;ENG REFURBISHMENT;A;2.543;2.272;2.627;1.977
S4154;PC;30;FERT;NORM;CALI;1.251;1.311;1.569;1.941;1.023;915;1.335;1.335;1.335;1.335;ENG REFURBISHMENT;A;1.925;1.711;1.979;1.489
S4154;PC;30;FERT;NORM;MEDELLÍN;882;1.203;1.203;1.671;519;1.011;1.082;1.082;1.082;1.082;ENG REFURBISHMENT;A;1.896;1.386;1.603;1.206
S4154;PC;30;FERT;NORM;PEREIRA;654;216;456;666;1.113;411;730;730;730;730;ENG REFURBISHMENT;A;1.182;1.045;1.208;909
S4154;PC;30;FERT;NORM;SANTANDER;324;273;708;225;48;120;283;283;283;283;ENG REFURBISHMENT;A;831;710;821;618
S486;PC;0,894;FERT;NORM;BOGOTÁ;16.080;10.320;17.760;17.880;10.740;10.194;13.829;13.829;13.829;13.829;INDUSTRY;A;4.500;4.500;4.500;4.500
S486;PC;0,894;FERT;NORM;PEREIRA;0;0;60;0;60;0;20;20;20;20;INDUSTRY;A;120;120;120;120
S486;PC;0,894;FERT;NORM;SANTANDER;0;60;0;0;0;0;10;10;10;10;INDUSTRY;A;0;60;20;26
S486;PC;0,894;FERT;NORM;CALI;0;0;60;0;0;0;10;10;10;10;INDUSTRY;A;60;60;60;60
S807;KG;1;FERT;YBLK;PEREIRA;3.000;0;3.000;9.000;6.600;12.900;9.500;9.500;9.500;9.500;CONCRETE.;B;10.206;6.929;8.827;3.621
S2711;KG;1;FERT;YBLK;MEDELLÍN;6.000;6.000;9.000;3.000;12.000;6.000;7.000;7.000;7.000;7.000;CONCRETE.;C;7.500;7.500;12.998;6.573
S2711;KG;1;FERT;YBLK;PEREIRA;3.000;0;3.000;0;3.000;3.000;2.000;2.000;2.000;2.000;CONCRETE.;C;3.000;0;2.407;1.217
S841;PC;0,493;HAWA;ERLA;MEDELLÍN;2.592;3.204;2.448;2.334;3.198;2.379;2.693;2.693;2.693;2.693;ENG REFURBISHMENT;A;2.716;2.661;2.661;2.661
S841;PC;0,493;HAWA;ERLA;BOGOTÁ;2.736;1.842;2.286;1.947;2.736;2.256;2.313;2.313;2.313;2.313;ENG REFURBISHMENT;A;2.315;2.312;2.312;2.312
S841;PC;0,493;HAWA;ERLA;CALI;900;828;792;2.304;1.116;1.620;1.680;1.680;1.680;1.680;ENG REFURBISHMENT;A;1.407;1.444;1.444;1.444
S841;PC;0,493;HAWA;ERLA;PEREIRA;1.416;837;729;1.944;1.188;1.512;1.548;1.548;1.548;1.548;ENG REFURBISHMENT;A;1.221;1.221;1.221;1.221
S841;PC;0,493;HAWA;ERLA;ORIENTE;1.674;468;1.224;864;1.191;1.356;1.137;1.137;1.137;1.137;ENG REFURBISHMENT;A;1.192;1.232;1.232;1.232
S841;PC;0,493;HAWA;ERLA;BARRANQUILLA;972;1.098;1.044;1.080;624;1.164;997;997;997;997;ENG REFURBISHMENT;A;946;1.003;1.003;1.003
S841;PC;0,493;HAWA;ERLA;SANTANDER;579;396;144;432;129;144;304;304;304;304;ENG REFURBISHMENT;A;407;400;400;400
S903;PC;0,428;FERT;NORM;MEDELLÍN;5.496;4.350;6.900;7.257;7.539;6.330;7.042;7.042;7.042;7.042;SEALING & BONDING;B;4.397;7.081;3.738;3.928
S903;PC;0,428;FERT;NORM;BOGOTÁ;1.620;2.070;1.332;1.242;1.260;3.024;1.842;1.842;1.842;1.842;SEALING & BONDING;B;1.552;2.705;1.428;1.501
S903;PC;0,428;FERT;NORM;BARRANQUILLA;1.158;1.128;1.023;756;1.104;1.338;1.085;1.085;1.085;1.085;SEALING & BONDING;B;1.581;2.078;1.097;1.153
S903;PC;0,428;FERT;NORM;CALI;756;792;288;1.260;858;684;934;934;934;934;SEALING & BONDING;B;1.003;1.535;810;852
S903;PC;0,428;FERT;NORM;PEREIRA;432;396;36;72;324;252;252;252;252;252;SEALING & BONDING;B;487;677;357;376
S903;PC;0,428;FERT;NORM;ORIENTE;72;576;36;108;72;432;216;216;216;216;SEALING & BONDING;B;242;424;224;235
S903;PC;0,428;FERT;NORM;SANTANDER;192;72;144;72;0;0;80;80;80;80;SEALING & BONDING;B;215;310;164;172
S1010;PC;25;FERT;NORM;BOGOTÁ;2.421;2.169;2.517;2.994;3.156;3.966;3.372;3.372;3.372;3.372;WATERPROOFING;A;2.378;4.014;3.622;2.655
S1010;PC;25;FERT;NORM;CALI;1.578;2.334;1.833;2.682;990;2.235;1.969;1.969;1.969;1.969;WATERPROOFING;A;1.684;2.530;2.283;1.674
S1010;PC;25;FERT;NORM;BARRANQUILLA;2.364;987;1.152;1.203;1.467;1.716;1.482;1.482;1.482;1.482;WATERPROOFING;A;1.161;1.933;1.744;1.279
S1010;PC;25;FERT;NORM;ORIENTE;444;363;321;369;777;387;511;511;511;511;WATERPROOFING;A;399;629;568;416
S1010;PC;25;FERT;NORM;MEDELLÍN;669;213;348;444;339;318;389;389;389;389;WATERPROOFING;A;335;531;479;351
S1010;PC;25;FERT;NORM;SANTANDER;699;315;312;207;159;90;297;297;297;297;WATERPROOFING;A;328;514;463;340
S1010;PC;25;FERT;NORM;PEREIRA;237;327;369;441;378;240;353;353;353;353;WATERPROOFING;A;283;442;399;293
S357;PC;0,384;FERT;NORM;CALI;3.204;4.032;5.094;3.186;3.816;54;3.231;3.231;3.231;3.231;INDUSTRY;A;3.900;3.900;3.900;3.900
S357;PC;0,384;FERT;NORM;BARRANQUILLA;396;1.449;2.598;1.116;2.952;123;1.439;1.439;1.439;1.439;INDUSTRY;A;1.800;1.800;1.800;1.800
S357;PC;0,384;FERT;NORM;BOGOTÁ;2.268;0;72;72;1.116;1.368;852;852;852;852;INDUSTRY;A;1.440;1.440;1.440;1.440
S357;PC;0,384;FERT;NORM;MEDELLÍN;378;1.080;1.224;0;1.260;1.116;843;843;843;843;INDUSTRY;A;1.008;1.008;1.008;1.008
S357;PC;0,384;FERT;NORM;PEREIRA;0;0;0;0;0;1.008;336;336;336;336;INDUSTRY;A;72;72;72;72
S357;PC;0,384;FERT;NORM;ORIENTE;0;0;0;72;1.008;1.008;696;696;696;696;INDUSTRY;A;612;612;612;612
S357;PC;0,384;FERT;NORM;SANTANDER;432;252;72;108;0;0;144;144;144;144;INDUSTRY;A;360;360;360;360
S2764;PC;0,274;HAWA;NORM;MEDELLÍN;2.412;2.052;4.092;1.488;3.060;2.388;2.582;2.582;2.582;2.582;SEALING & BONDING;B;2.142;2.110;2.174;1.707
S2764;PC;0,274;HAWA;NORM;CALI;1.800;1.296;2.904;3.924;825;1.764;2.171;2.171;2.171;2.171;SEALING & BONDING;B;1.531;1.573;1.621;1.273
S2764;PC;0,274;HAWA;NORM;BARRANQUILLA;1.344;1.791;1.296;1.176;1.011;1.770;1.398;1.398;1.398;1.398;SEALING & BONDING;B;1.446;1.440;1.484;1.165
S2764;PC;0,274;HAWA;NORM;BOGOTÁ;1.296;1.620;2.304;1.773;1.158;1.287;1.573;1.573;1.573;1.573;SEALING & BONDING;B;1.236;1.205;1.242;975
S2764;PC;0,274;HAWA;NORM;PEREIRA;720;72;2.664;324;1.152;432;894;894;894;894;SEALING & BONDING;B;827;800;824;647
S2764;PC;0,274;HAWA;NORM;ORIENTE;216;72;1.116;612;396;864;624;624;624;624;SEALING & BONDING;B;546;572;589;463
S2764;PC;0,274;HAWA;NORM;SANTANDER;36;144;282;252;1.260;0;504;504;504;504;SEALING & BONDING;B;317;261;269;211
S3274;PC;2;FERT;NORM;CALI;2.874;1.890;2.160;1.626;1.917;2.166;2.106;2.106;2.106;2.106;BUILDING FINISHING;B;2.655;2.104;2.374;2.470
S3274;PC;2;FERT;NORM;ORIENTE;1.086;864;1.764;2.268;2.352;2.328;2.316;2.316;2.316;2.316;BUILDING FINISHING;B;2.680;2.394;2.702;2.811
S3274;PC;2;FERT;NORM;SANTANDER;3.789;1.395;2.055;231;2.337;600;1.735;1.735;1.735;1.735;BUILDING FINISHING;B;2.602;2.099;2.369;2.464
S3274;PC;2;FERT;NORM;BARRANQUILLA;513;123;396;972;486;453;637;637;637;637;BUILDING FINISHING;B;764;572;646;672
S3274;PC;2;FERT;NORM;BOGOTÁ;126;909;702;198;78;111;354;354;354;354;BUILDING FINISHING;B;345;314;355;369
S3274;PC;2;FERT;NORM;MEDELLÍN;168;54;18;189;93;162;148;148;148;148;BUILDING FINISHING;B;236;188;213;221
S3274;PC;2;FERT;NORM;PEREIRA;252;0;348;132;192;342;222;222;222;222;BUILDING FINISHING;B;133;157;177;184
S4092;PC;1,14;HAWA;NORM;ORIENTE;846;4.023;3.285;876;1.587;2.988;2.268;2.268;2.268;2.268;SEALING & BONDING;A;1.681;3.501;2.522;3.230
S4092;PC;1,14;HAWA;NORM;BARRANQUILLA;1.023;1.164;5.886;2.226;1.722;1.125;2.191;2.191;2.191;2.191;SEALING & BONDING;A;1.261;2.486;1.791;2.294
S4092;PC;1,14;HAWA;NORM;BOGOTÁ;1.668;2.241;4.896;153;921;1.053;1.822;1.822;1.822;1.822;SEALING & BONDING;A;1.077;2.208;1.591;2.038
S4092;PC;1,14;HAWA;NORM;SANTANDER;642;1.002;1.782;414;465;0;718;718;718;718;SEALING & BONDING;A;500;924;666;853
S4092;PC;1,14;HAWA;NORM;CALI;642;927;2.022;9;762;396;793;793;793;793;SEALING & BONDING;A;494;1.007;726;929
S4092;PC;1,14;HAWA;NORM;PEREIRA;294;180;171;108;21;81;143;143;143;143;SEALING & BONDING;A;127;249;179;229
S4092;PC;1,14;HAWA;NORM;MEDELLÍN;0;0;114;0;9;45;28;28;28;28;SEALING & BONDING;A;13;31;22;28
S14;PC;0,732;FERT;NORM;BOGOTÁ;3.720;3.780;3.780;4.020;3.000;3.600;3.650;3.650;3.650;3.650;INDUSTRY;A;5.400;5.400;5.400;5.400
S14;PC;0,732;FERT;NORM;BARRANQUILLA;1.740;1.200;1.557;963;1.200;2.760;1.641;1.641;1.641;1.641;INDUSTRY;A;1.500;1.500;1.500;1.500
S14;PC;0,732;FERT;NORM;MEDELLÍN;1.200;1.800;1.800;0;1.200;2.400;1.400;1.400;1.400;1.400;INDUSTRY;A;1.140;1.200;979;1.249
S14;PC;0,732;FERT;NORM;CALI;120;0;600;840;0;480;440;440;440;440;INDUSTRY;A;420;420;420;420
S14;PC;0,732;FERT;NORM;SANTANDER;0;0;0;0;0;0;0;0;0;0;INDUSTRY;A;150;0;0;0
S14;PC;0,732;FERT;NORM;PEREIRA;0;0;300;0;0;0;50;50;50;50;INDUSTRY;A;60;60;60;24
S4362;PC;0,018;HAWA;NORM;BARRANQUILLA;0;36.576;20.424;0;0;3.000;10.000;10.000;10.000;10.000;WATERPROOFING;C;0;9.934;0;9.934
S4362;PC;0,018;HAWA;NORM;SANTANDER;0;0;0;0;0;0;0;0;0;0;WATERPROOFING;C;0;1.543;0;1.543
S4362;PC;0,018;HAWA;NORM;BOGOTÁ;0;0;0;0;0;0;0;0;0;0;WATERPROOFING;C;0;145;0;145
S4362;PC;0,018;HAWA;NORM;MEDELLÍN;0;0;0;0;0;0;0;0;0;0;WATERPROOFING;C;0;48;0;48
S1070;PC;0,27;HAWA;NORM;BOGOTÁ;6.696;3.924;3.930;4.185;4.536;1.716;4.165;4.165;4.165;4.165;SEALING & BONDING;A;4.213;3.195;3.841;2.856
S1070;PC;0,27;HAWA;NORM;BARRANQUILLA;1.065;1.431;1.068;2.235;1.086;1.161;1.494;1.494;1.494;1.494;SEALING & BONDING;A;1.272;959;1.153;857
S1070;PC;0,27;HAWA;NORM;CALI;1.284;789;756;1.548;1.404;807;1.253;1.253;1.253;1.253;SEALING & BONDING;A;942;715;859;639
S1070;PC;0,27;HAWA;NORM;MEDELLÍN;720;876;753;789;906;555;767;767;767;767;SEALING & BONDING;A;856;645;776;577
S1070;PC;0,27;HAWA;NORM;ORIENTE;306;396;540;1.368;468;324;720;720;720;720;SEALING & BONDING;A;756;530;637;474
S1070;PC;0,27;HAWA;NORM;SANTANDER;1.044;72;540;432;345;0;406;406;406;406;SEALING & BONDING;A;679;456;548;408
S1070;PC;0,27;HAWA;NORM;PEREIRA;216;144;384;144;36;180;184;184;184;184;SEALING & BONDING;A;180;147;176;131
S3658;KG;1;FERT;YBLK;MEDELLÍN;0;0;0;0;0;13.500;4.500;4.500;4.500;4.500;CONCRETE.;C;0;8.561;8.561;0
S3658;KG;1;FERT;YBLK;ORIENTE;0;0;10.500;0;0;0;1.750;1.750;1.750;1.750;CONCRETE.;C;10.500;10.500;1.175;0
S3796;PC;0,384;FERT;NORM;BOGOTÁ;576;4.104;4.212;468;2.664;8.943;4.025;4.025;4.025;4.025;INDUSTRY;A;3.096;3.096;3.096;3.096
S3796;PC;0,384;FERT;NORM;MEDELLÍN;108;0;2.520;180;1.872;1.836;1.296;1.296;1.296;1.296;INDUSTRY;A;1.142;2.520;2.520;1.795
S3796;PC;0,384;FERT;NORM;CALI;360;1.224;36;756;900;360;672;672;672;672;INDUSTRY;A;1.200;1.200;1.200;1.200
S3796;PC;0,384;FERT;NORM;PEREIRA;72;504;0;0;1.080;-504;192;192;192;192;INDUSTRY;A;540;540;540;540
S3796;PC;0,384;FERT;NORM;ORIENTE;108;0;36;18;540;288;282;282;282;282;INDUSTRY;A;108;108;108;108
S3796;PC;0,384;FERT;NORM;BARRANQUILLA;288;72;0;0;0;36;66;66;66;66;INDUSTRY;A;108;108;103;80
S3796;PC;0,384;FERT;NORM;SANTANDER;0;36;0;0;0;0;6;6;6;6;INDUSTRY;A;0;22;31;24
S1018;KG;1;FERT;YBLK;MEDELLÍN;7.500;0;0;0;7.500;0;2.500;2.500;2.500;2.500;CONCRETE.;A;4.500;4.500;15.468;0
S1018;KG;1;FERT;YBLK;BOGOTÁ;0;0;0;0;0;0;0;0;0;0;CONCRETE.;A;312;0;563;0
S2873;PC;1;FERT;NORM;BOGOTÁ;4.746;1.836;2.160;1.080;2.496;2.196;2.419;2.419;2.419;2.419;ROOFING;B;1.871;3.127;2.889;2.660
S2873;PC;1;FERT;NORM;SANTANDER;144;1.332;1.440;1.116;36;1.080;858;858;858;858;ROOFING;B;781;1.320;1.220;1.123
S2873;PC;1;FERT;NORM;ORIENTE;2.028;504;708;891;756;540;905;905;905;905;ROOFING;B;689;1.109;1.025;943
S2873;PC;1;FERT;NORM;CALI;1.620;549;864;816;567;840;876;876;876;876;ROOFING;B;667;1.088;1.005;925
S2873;PC;1;FERT;NORM;MEDELLÍN;396;540;468;360;360;324;408;408;408;408;ROOFING;B;402;585;541;498
S2873;PC;1;FERT;NORM;PEREIRA;180;540;252;360;468;36;306;306;306;306;ROOFING;B;287;458;423;389
S2873;PC;1;FERT;NORM;BARRANQUILLA;36;36;108;72;36;153;87;87;87;87;ROOFING;B;38;73;67;62
S4232;PC;1;FERT;ERLA;BOGOTÁ;2.928;1.692;1.203;1.905;1.932;2.559;2.132;2.132;2.132;2.132;ENG REFURBISHMENT;A;2.315;2.535;1.495;2.755
S4232;PC;1;FERT;ERLA;BARRANQUILLA;1.719;726;1.422;1.335;1.188;1.551;1.358;1.358;1.358;1.358;ENG REFURBISHMENT;A;1.452;1.592;939;1.731
S4232;PC;1;FERT;ERLA;MEDELLÍN;1.044;792;1.605;1.542;1.593;792;1.309;1.309;1.309;1.309;ENG REFURBISHMENT;A;1.415;1.437;847;1.562
S4232;PC;1;FERT;ERLA;CALI;807;492;945;1.290;627;822;913;913;913;913;ENG REFURBISHMENT;A;927;964;568;1.047
S4232;PC;1;FERT;ERLA;ORIENTE;1.098;285;720;999;522;720;747;747;747;747;ENG REFURBISHMENT;A;680;759;447;824
S4232;PC;1;FERT;ERLA;PEREIRA;678;243;408;471;525;558;518;518;518;518;ENG REFURBISHMENT;A;623;680;401;739
S4232;PC;1;FERT;ERLA;SANTANDER;243;414;351;234;135;162;257;257;257;257;ENG REFURBISHMENT;A;403;417;246;454
S815;PC;25;FERT;NORM;MEDELLÍN;2.589;1.485;2.538;600;2.370;2.040;1.937;1.937;1.937;1.937;BUILDING FINISHING;A;2.889;2.062;2.417;1.927
S815;PC;25;FERT;NORM;BARRANQUILLA;1.311;699;4.686;7.203;1.242;996;3.147;3.147;3.147;3.147;BUILDING FINISHING;A;2.098;1.678;1.966;1.568
S815;PC;25;FERT;NORM;CALI;1.119;2.370;2.808;2.235;1.566;276;1.729;1.729;1.729;1.729;BUILDING FINISHING;A;2.177;1.386;1.625;1.295
S815;PC;25;FERT;NORM;SANTANDER;1.392;1.017;873;1.518;165;150;853;853;853;853;BUILDING FINISHING;A;1.003;693;812;647
S815;PC;25;FERT;NORM;ORIENTE;0;0;48;1.260;480;18;586;586;586;586;BUILDING FINISHING;A;336;240;281;224
S815;PC;25;FERT;NORM;BOGOTÁ;30;9;0;3;804;0;269;269;269;269;BUILDING FINISHING;A;219;162;190;151
S815;PC;25;FERT;NORM;PEREIRA;90;36;18;225;12;51;96;96;96;96;BUILDING FINISHING;A;149;105;123;98
S1176;PC;0,095;HAWA;NORM;BOGOTÁ;5.220;1.620;936;1.980;0;3.384;2.190;2.190;2.190;2.190;INDUSTRY;B;5.016;5.016;5.016;5.016
S1176;PC;0,095;HAWA;NORM;BARRANQUILLA;1.476;1.224;756;1.548;1.056;1.080;1.228;1.228;1.228;1.228;INDUSTRY;B;1.800;1.800;1.800;1.800
S1176;PC;0,095;HAWA;NORM;SANTANDER;1.296;1.980;288;0;0;0;594;594;594;594;INDUSTRY;B;612;612;612;612
S1176;PC;0,095;HAWA;NORM;ORIENTE;0;144;420;0;0;0;94;94;94;94;INDUSTRY;B;864;864;864;864
S1176;PC;0,095;HAWA;NORM;MEDELLÍN;216;471;609;0;792;288;396;396;396;396;INDUSTRY;B;591;412;169;439
S1176;PC;0,095;HAWA;NORM;CALI;0;0;0;36;0;144;60;60;60;60;INDUSTRY;B;72;72;72;72
S1176;PC;0,095;HAWA;NORM;PEREIRA;0;0;0;0;0;144;48;48;48;48;INDUSTRY;B;216;216;144;144
S2868;PC;4,2;FERT;NORM;BARRANQUILLA;741;633;1.134;1.128;1.500;930;1.186;1.186;1.186;1.186;ROOFING;A;1.710;1.929;2.303;1.603
S2868;PC;4,2;FERT;NORM;BOGOTÁ;2.607;993;1.389;939;2.685;501;1.519;1.519;1.519;1.519;ROOFING;A;1.505;1.641;1.959;1.363
S2868;PC;4,2;FERT;NORM;ORIENTE;1.419;1.020;1.068;1.683;1.536;576;1.265;1.265;1.265;1.265;ROOFING;A;1.387;1.496;1.786;1.243
S2868;PC;4,2;FERT;NORM;SANTANDER;957;558;804;984;360;0;611;611;611;611;ROOFING;A;1.011;1.046;1.249;869
S2868;PC;4,2;FERT;NORM;PEREIRA;480;162;444;384;480;312;392;392;392;392;ROOFING;A;451;490;585;407
S2868;PC;4,2;FERT;NORM;CALI;276;348;393;618;597;234;483;483;483;483;ROOFING;A;392;428;511;356
S2868;PC;4,2;FERT;NORM;MEDELLÍN;75;117;60;219;108;36;121;121;121;121;ROOFING;A;119;124;148;103
S1169;KG;1;FERT;YBLK;MEDELLÍN;9.000;15.000;0;12.015;0;0;6.003;6.003;6.003;6.003;CONCRETE.;A;10.814;11.008;1.299;8.010
S1398;KG;1;FERT;YBLK;CALI;24.000;0;0;0;0;0;4.000;4.000;4.000;4.000;CONCRETE.;B;64;1.439;3.248;2.727
S1398;KG;1;FERT;YBLK;PEREIRA;0;3.000;0;0;6.000;0;2.000;2.000;2.000;2.000;CONCRETE.;B;83;1.439;3.248;2.727
S1398;KG;1;FERT;YBLK;ORIENTE;0;3.000;0;6.000;0;0;2.000;2.000;2.000;2.000;CONCRETE.;B;42;935;2.111;1.773
S1398;KG;1;FERT;YBLK;MEDELLÍN;0;0;0;0;0;0;0;0;0;0;CONCRETE.;B;6;144;325;273
S610;PC;2;FERT;NORM;BOGOTÁ;6.249;3.306;600;1.050;480;1.560;2.208;2.208;2.208;2.208;WATERPROOFING;B;1.941;1.820;2.906;993
S610;PC;2;FERT;NORM;BARRANQUILLA;1.500;660;300;0;120;0;430;430;430;430;WATERPROOFING;B;887;821;1.312;448
S610;PC;2;FERT;NORM;ORIENTE;1.740;780;300;180;300;240;590;590;590;590;WATERPROOFING;B;584;542;865;295
S610;PC;2;FERT;NORM;MEDELLÍN;420;375;480;360;1.017;180;519;519;519;519;WATERPROOFING;B;326;296;473;162
S610;PC;2;FERT;NORM;PEREIRA;660;360;420;660;240;138;413;413;413;413;WATERPROOFING;B;283;259;413;141
S610;PC;2;FERT;NORM;CALI;1.800;60;0;0;0;0;310;310;310;310;WATERPROOFING;B;364;334;534;182
S610;PC;2;FERT;NORM;SANTANDER;60;60;120;240;0;0;80;80;80;80;WATERPROOFING;B;271;239;381;130
S2768;PC;0,288;HAWA;NORM;MEDELLÍN;3.060;2.208;2.322;2.448;2.340;2.448;2.471;2.471;2.471;2.471;SEALING & BONDING;B;2.706;2.524;2.621;2.187
S2768;PC;0,288;HAWA;NORM;BOGOTÁ;3.348;1.923;1.095;2.184;2.412;1.800;2.132;2.132;2.132;2.132;SEALING & BONDING;B;2.536;2.493;2.589;2.160
S2768;PC;0,288;HAWA;NORM;ORIENTE;216;504;360;180;252;1.008;480;480;480;480;SEALING & BONDING;B;576;543;564;471
S2768;PC;0,288;HAWA;NORM;SANTANDER;216;180;396;648;180;360;396;396;396;396;SEALING & BONDING;B;668;640;664;554
S2768;PC;0,288;HAWA;NORM;PEREIRA;288;180;324;252;396;216;288;288;288;288;SEALING & BONDING;B;300;293;304;254
S2768;PC;0,288;HAWA;NORM;CALI;180;72;216;189;360;540;363;363;363;363;SEALING & BONDING;B;252;281;292;244
S2768;PC;0,288;HAWA;NORM;BARRANQUILLA;108;144;36;36;210;72;106;106;106;106;SEALING & BONDING;B;239;215;223;186
S89;PC;3,5;FERT;NORM;BARRANQUILLA;2.280;4.128;4.968;5.364;3.390;2.736;3.830;3.830;3.830;3.830;ROOFING;A;3.769;3.624;3.369;2.542
S89;PC;3,5;FERT;NORM;BOGOTÁ;2.304;1.452;1.296;576;720;570;1.153;1.153;1.153;1.153;ROOFING;A;1.619;1.499;1.393;1.051
S89;PC;3,5;FERT;NORM;MEDELLÍN;384;396;516;480;648;468;532;532;532;532;ROOFING;A;595;542;504;380
S89;PC;3,5;FERT;NORM;CALI;600;408;384;492;252;204;390;390;390;390;ROOFING;A;579;461;429;323
S89;PC;3,5;FERT;NORM;ORIENTE;444;564;243;444;336;144;363;363;363;363;ROOFING;A;396;346;321;242
S89;PC;3,5;FERT;NORM;SANTANDER;258;168;180;276;108;0;165;165;165;165;ROOFING;A;323;287;267;201
S89;PC;3,5;FERT;NORM;PEREIRA;60;60;102;36;24;48;55;55;55;55;ROOFING;A;65;58;54;41
S4113;PC;4,5;FERT;NORM;MEDELLÍN;1.134;1.530;1.782;1.314;1.656;1.602;1.524;1.524;1.524;1.524;CONCRETE.;A;1.505;1.653;1.812;1.282
S4113;PC;4,5;FERT;NORM;BARRANQUILLA;1.914;1.371;1.752;960;834;963;1.299;1.299;1.299;1.299;CONCRETE.;A;1.127;1.243;1.362;964
S4113;PC;4,5;FERT;NORM;CALI;1.044;1.095;744;1.461;948;1.050;1.153;1.153;1.153;1.153;CONCRETE.;A;1.132;1.262;1.384;979
S4113;PC;4,5;FERT;NORM;ORIENTE;846;798;648;792;702;1.278;924;924;924;924;CONCRETE.;A;798;941;1.032;730
S4113;PC;4,5;FERT;NORM;BOGOTÁ;708;240;708;468;810;786;688;688;688;688;CONCRETE.;A;648;740;811;574
S4113;PC;4,5;FERT;NORM;PEREIRA;216;396;342;510;234;372;372;372;372;372;CONCRETE.;A;354;386;423;299
S4113;PC;4,5;FERT;NORM;SANTANDER;168;207;216;144;144;54;156;156;156;156;CONCRETE.;A;235;240;263;186
S385;PC;1,75;HAWA;NORM;ORIENTE;909;1.716;1.980;5.478;294;11.712;5.828;5.828;5.828;5.828;SEALING & BONDING;A;2.272;4.229;3.442;2.791
S385;PC;1,75;HAWA;NORM;BOGOTÁ;558;1.017;468;456;873;576;658;658;658;658;SEALING & BONDING;A;633;1.016;827;670
S385;PC;1,75;HAWA;NORM;CALI;246;528;348;435;225;309;349;349;349;349;SEALING & BONDING;A;314;498;405;328
S385;PC;1,75;HAWA;NORM;MEDELLÍN;222;210;48;192;264;210;222;222;222;222;SEALING & BONDING;A;168;199;162;131
S385;PC;1,75;HAWA;NORM;SANTANDER;294;210;66;150;300;216;222;222;222;222;SEALING & BONDING;A;185;284;231;187
S385;PC;1,75;HAWA;NORM;PEREIRA;324;108;162;174;168;246;197;197;197;197;SEALING & BONDING;A;205;329;268;217
S385;PC;1,75;HAWA;NORM;BARRANQUILLA;18;12;12;237;48;75;120;120;120;120;SEALING & BONDING;A;85;132;108;87
S4172;PC;1,5;FERT;NORM;BOGOTÁ;2.340;1.440;900;324;2.376;1.548;1.488;1.488;1.488;1.488;BUILDING FINISHING;B;1.245;1.510;1.710;1.555
S4172;PC;1,5;FERT;NORM;CALI;1.116;972;504;1.248;1.008;1.836;1.364;1.364;1.364;1.364;BUILDING FINISHING;B;1.218;1.487;1.684;1.532
S4172;PC;1,5;FERT;NORM;ORIENTE;1.152;1.296;1.020;684;1.932;1.656;1.424;1.424;1.424;1.424;BUILDING FINISHING;B;1.184;1.423;1.611;1.466
S4172;PC;1,5;FERT;NORM;BARRANQUILLA;540;252;606;540;972;1.002;838;838;838;838;BUILDING FINISHING;B;994;1.109;1.256;1.142
S4172;PC;1,5;FERT;NORM;SANTANDER;360;288;828;126;0;36;273;273;273;273;BUILDING FINISHING;B;454;469;531;483
S4172;PC;1,5;FERT;NORM;PEREIRA;648;108;348;540;540;438;506;506;506;506;BUILDING FINISHING;B;399;473;536;487
S4172;PC;1,5;FERT;NORM;MEDELLÍN;216;180;36;180;216;144;180;180;180;180;BUILDING FINISHING;B;172;199;226;205
S1084;KG;1;FERT;YBLK;MEDELLÍN;9.000;18.000;17.100;0;0;0;7.350;7.350;7.350;7.350;CONCRETE.;C;15.000;15.000;10.819;0
S4119;PC;5;FERT;NORM;MEDELLÍN;1.374;1.095;1.296;1.164;1.470;1.260;1.298;1.298;1.298;1.298;CONCRETE.;A;1.261;1.261;1.446;1.241
S4119;PC;5;FERT;NORM;BOGOTÁ;1.704;792;1.284;684;1.776;1.188;1.238;1.238;1.238;1.238;CONCRETE.;A;1.081;1.634;1.436;1.232
S4119;PC;5;FERT;NORM;ORIENTE;942;810;924;705;645;738;794;794;794;794;CONCRETE.;A;900;900;1.021;876
