SGAN;Presentación;Peso Neto (kg);Tipo;Categoría;Regional;mar-23;abr-23;may-23;jun-23;jul-23;ago-23;Septiembre;Octubre;Noviembre;Diciembre;Target Market;Tipo ABC;Septiembre;Octubre;Noviembre;Diciembre
S1146;PC;6;FERT;ERLA;PEREIRA;48;0;12;12;12;0;14;14;14;14;ENG REFURBISHMENT;B;28;31;10;26
S1146;PC;6;FERT;ERLA;SANTANDER;12;12;12;12;0;0;8;8;8;8;ENG REFURBISHMENT;B;15;17;5;14
S1146;PC;6;FERT;ERLA;BARRANQUILLA;9;12;0;0;27;24;17;17;17;17;ENG REFURBISHMENT;B;7;11;4;9
S1146;PC;6;FERT;ERLA;ORIENTE;0;0;0;0;0;0;0;0;0;0;ENG REFURBISHMENT;B;7;8;3;7
S1252;M2;0,22;HAWA;NORM;PEREIRA;0;750;0;750;300;150;400;400;400;400;ROOFING;C;442;350;350;0
S1252;M2;0,22;HAWA;NORM;CALI;0;0;0;0;0;0;0;0;0;0;ROOFING;C;402;304;304;0
S1252;M2;0,22;HAWA;NORM;SANTANDER;0;300;0;0;0;0;50;50;50;50;ROOFING;C;141;76;76;0
S1252;M2;0,22;HAWA;NORM;BOGOTÁ;0;0;0;0;0;0;0;0;0;0;ROOFING;C;60;46;46;0
S4254;PC;15;FERT;YERL;ORIENTE;126;12;528;114;135;294;202;202;202;202;ENG REFURBISHMENT;A;176;105;129;77
S4254;PC;15;FERT;YERL;SANTANDER;42;216;6;0;0;0;44;44;44;44;ENG REFURBISHMENT;A;203;84;103;62
S4254;PC;15;FERT;YERL;CALI;108;207;66;63;0;30;79;79;79;79;ENG REFURBISHMENT;A;135;61;75;45
S4254;PC;15;FERT;YERL;BOGOTÁ;129;0;150;15;63;57;69;69;69;69;ENG REFURBISHMENT;A;130;59;73;44
S4254;PC;15;FERT;YERL;MEDELLÍN;60;9;6;30;54;51;45;45;45;45;ENG REFURBISHMENT;A;89;48;58;35
S4254;PC;15;FERT;YERL;PEREIRA;0;15;3;0;0;15;6;6;6;6;ENG REFURBISHMENT;A;13;7;9;5
S4254;PC;15;FERT;YERL;BARRANQUILLA;0;9;3;9;15;18;14;14;14;14;ENG REFURBISHMENT;A;8;5;6;4
S739;PC;25;FERT;NORM;CALI;0;30;0;0;48;48;32;32;32;32;BUILDING FINISHING;C;60;37;32;15
S739;PC;25;FERT;NORM;PEREIRA;45;45;0;0;333;0;111;111;111;111;BUILDING FINISHING;C;42;48;42;19
S739;PC;25;FERT;NORM;ORIENTE;0;0;60;0;0;0;10;10;10;10;BUILDING FINISHING;C;15;17;15;7
S739;PC;25;FERT;NORM;SANTANDER;0;0;0;0;0;0;0;0;0;0;BUILDING FINISHING;C;13;8;7;3
S739;PC;25;FERT;NORM;BOGOTÁ;0;39;3;6;0;0;8;8;8;8;BUILDING FINISHING;C;10;12;10;5
S4139;PC;30;FERT;NORM;MEDELLÍN;255;249;297;231;273;312;272;272;272;272;CONCRETE.;B;300;300;331;166
S4139;PC;30;FERT;NORM;ORIENTE;195;9;45;30;72;45;66;66;66;66;CONCRETE.;B;60;60;169;85
S4139;PC;30;FERT;NORM;PEREIRA;102;66;9;9;60;63;52;52;52;52;CONCRETE.;B;75;75;115;58
S4139;PC;30;FERT;NORM;SANTANDER;0;120;0;60;0;0;30;30;30;30;CONCRETE.;B;0;0;31;15
S4139;PC;30;FERT;NORM;BOGOTÁ;0;48;0;0;84;0;28;28;28;28;CONCRETE.;B;0;0;16;8
S4139;PC;30;FERT;NORM;CALI;0;0;0;0;60;0;20;20;20;20;CONCRETE.;B;0;0;13;7
S79;PC;0,435;FERT;NORM;BOGOTÁ;750;375;0;0;0;1.200;400;400;400;400;INDUSTRY;C;675;675;675;675
S79;PC;0,435;FERT;NORM;SANTANDER;0;0;0;0;0;0;0;0;0;0;INDUSTRY;C;75;0;0;0
S79;PC;0,435;FERT;NORM;MEDELLÍN;0;0;0;0;0;180;60;60;60;60;INDUSTRY;C;75;75;75;75
S493;PC;0,412;FERT;NORM;MEDELLÍN;0;144;576;0;0;0;120;120;120;120;INDUSTRY;C;222;72;222;72
S493;PC;0,412;FERT;NORM;PEREIRA;0;216;0;0;0;0;36;36;36;36;INDUSTRY;C;72;72;72;72
S493;PC;0,412;FERT;NORM;CALI;60;0;0;0;0;216;72;72;72;72;INDUSTRY;C;60;60;60;60
S4156;PC;50;FERT;NORM;CALI;345;123;2.835;558;84;90;673;673;673;673;BUILDING FINISHING;B;471;176;143;112
S4156;PC;50;FERT;NORM;BARRANQUILLA;0;120;270;0;0;0;65;65;65;65;BUILDING FINISHING;B;130;41;33;26
S4156;PC;50;FERT;NORM;SANTANDER;30;18;60;0;0;120;40;40;40;40;BUILDING FINISHING;B;26;13;11;8
S4156;PC;50;FERT;NORM;ORIENTE;42;0;0;0;0;87;29;29;29;29;BUILDING FINISHING;B;4;4;3;3
S4156;PC;50;FERT;NORM;BOGOTÁ;18;0;96;0;0;6;20;20;20;20;BUILDING FINISHING;B;14;6;4;4
S4156;PC;50;FERT;NORM;PEREIRA;30;9;18;21;0;30;18;18;18;18;BUILDING FINISHING;B;12;5;4;3
S4192;PC;4;FERT;YERL;BARRANQUILLA;570;114;129;87;717;225;343;343;343;343;ENG REFURBISHMENT;B;433;281;149;287
S4192;PC;4;FERT;YERL;MEDELLÍN;153;3;0;0;9;27;32;32;32;32;ENG REFURBISHMENT;B;55;35;18;35
S4192;PC;4;FERT;YERL;BOGOTÁ;78;69;0;39;81;57;59;59;59;59;ENG REFURBISHMENT;B;50;37;19;37
S4192;PC;4;FERT;YERL;ORIENTE;0;141;0;36;0;3;30;30;30;30;ENG REFURBISHMENT;B;26;14;7;14
S4192;PC;4;FERT;YERL;CALI;-12;24;24;9;12;9;11;11;11;11;ENG REFURBISHMENT;B;25;14;7;14
S4192;PC;4;FERT;YERL;SANTANDER;9;12;0;3;0;0;4;4;4;4;ENG REFURBISHMENT;B;6;4;2;4
S4192;PC;4;FERT;YERL;PEREIRA;6;3;0;3;0;9;4;4;4;4;ENG REFURBISHMENT;B;3;2;1;2
S970;PC;20;FERT;NORM;BOGOTÁ;384;285;420;450;339;237;353;353;353;353;ROOFING;A;612;540;721;508
S970;PC;20;FERT;NORM;BARRANQUILLA;18;12;0;36;0;6;14;14;14;14;ROOFING;A;46;45;60;42
S970;PC;20;FERT;NORM;ORIENTE;0;42;3;3;3;0;9;9;9;9;ROOFING;A;24;18;24;17
S970;PC;20;FERT;NORM;SANTANDER;15;24;6;12;6;0;11;11;11;11;ROOFING;A;16;16;21;15
S970;PC;20;FERT;NORM;CALI;9;0;21;18;0;0;8;8;8;8;ROOFING;A;16;15;19;14
S970;PC;20;FERT;NORM;PEREIRA;9;0;21;0;12;0;7;7;7;7;ROOFING;A;10;10;13;9
S970;PC;20;FERT;NORM;MEDELLÍN;15;0;0;0;0;0;3;3;3;3;ROOFING;A;5;3;5;3
S127;PC;2;FERT;NORM;CALI;690;540;0;180;180;300;315;315;315;315;BUILDING FINISHING;C;116;192;168;143
S127;PC;2;FERT;NORM;ORIENTE;180;60;180;0;180;180;130;130;130;130;BUILDING FINISHING;C;21;46;41;35
S127;PC;2;FERT;NORM;PEREIRA;0;0;0;0;0;0;0;0;0;0;BUILDING FINISHING;C;16;24;21;18
S127;PC;2;FERT;NORM;SANTANDER;120;0;0;0;0;0;20;20;20;20;BUILDING FINISHING;C;10;16;14;12
S127;PC;2;FERT;NORM;BOGOTÁ;0;0;0;0;0;0;0;0;0;0;BUILDING FINISHING;C;3;5;5;4
S447;PC;4,391;FERT;NORM;BOGOTÁ;258;330;315;378;312;330;340;340;340;340;BUILDING FINISHING;B;476;809;526;102
S447;PC;4,391;FERT;NORM;CALI;51;54;60;36;57;108;67;67;67;67;BUILDING FINISHING;B;73;121;78;15
S447;PC;4,391;FERT;NORM;MEDELLÍN;36;0;0;0;18;6;10;10;10;10;BUILDING FINISHING;B;22;27;18;3
S447;PC;4,391;FERT;NORM;ORIENTE;18;18;0;36;36;33;35;35;35;35;BUILDING FINISHING;B;44;70;46;9
S447;PC;4,391;FERT;NORM;BARRANQUILLA;42;0;9;15;48;0;21;21;21;21;BUILDING FINISHING;B;13;22;14;3
S447;PC;4,391;FERT;NORM;PEREIRA;0;18;0;3;0;0;4;4;4;4;BUILDING FINISHING;B;9;14;9;2
S447;PC;4,391;FERT;NORM;SANTANDER;0;0;0;18;12;0;10;10;10;10;BUILDING FINISHING;B;16;25;16;3
S828;PC;26,5;FERT;NORM;PEREIRA;36;249;495;468;927;300;565;565;565;565;BUILDING FINISHING;B;529;245;691;390
S828;PC;26,5;FERT;NORM;CALI;0;9;21;0;0;0;5;5;5;5;BUILDING FINISHING;B;15;7;19;10
S828;PC;26,5;FERT;NORM;BOGOTÁ;0;12;12;9;6;6;8;8;8;8;BUILDING FINISHING;B;56;8;23;13
S828;PC;26,5;FERT;NORM;SANTANDER;18;21;9;0;0;0;8;8;8;8;BUILDING FINISHING;B;21;3;9;5
S828;PC;26,5;FERT;NORM;MEDELLÍN;12;0;0;3;0;9;4;4;4;4;BUILDING FINISHING;B;11;5;15;8
S828;PC;26,5;FERT;NORM;ORIENTE;0;24;21;12;0;6;11;11;11;11;BUILDING FINISHING;B;11;5;15;8
S828;PC;26,5;FERT;NORM;BARRANQUILLA;0;30;0;0;0;0;5;5;5;5;BUILDING FINISHING;B;5;2;6;4
S3511;PC;21;FERT;NORM;BARRANQUILLA;330;48;12;303;111;555;323;323;323;323;WATERPROOFING;B;77;334;232;185
S3511;PC;21;FERT;NORM;CALI;9;99;162;135;0;300;145;145;145;145;WATERPROOFING;B;27;145;100;80
S3511;PC;21;FERT;NORM;BOGOTÁ;42;93;153;-6;249;9;90;90;90;90;WATERPROOFING;B;44;150;104;83
S3511;PC;21;FERT;NORM;MEDELLÍN;108;36;81;36;141;18;70;70;70;70;WATERPROOFING;B;37;130;90;72
S3511;PC;21;FERT;NORM;ORIENTE;24;219;30;42;96;102;86;86;86;86;WATERPROOFING;B;20;90;63;50
S3511;PC;21;FERT;NORM;PEREIRA;84;66;21;3;78;0;42;42;42;42;WATERPROOFING;B;13;49;34;27
S3511;PC;21;FERT;NORM;SANTANDER;9;120;0;0;0;0;22;22;22;22;WATERPROOFING;B;19;67;47;37
S824;PC;24,6;FERT;NORM;PEREIRA;6;141;558;135;438;120;233;233;233;233;BUILDING FINISHING;B;209;112;170;159
S824;PC;24,6;FERT;NORM;CALI;177;57;48;267;15;42;108;108;108;108;BUILDING FINISHING;B;101;51;78;72
S824;PC;24,6;FERT;NORM;SANTANDER;9;21;0;0;0;0;5;5;5;5;BUILDING FINISHING;B;72;8;12;11
S824;PC;24,6;FERT;NORM;ORIENTE;24;30;15;36;30;0;23;23;23;23;BUILDING FINISHING;B;56;28;42;39
S824;PC;24,6;FERT;NORM;MEDELLÍN;39;12;3;9;12;132;51;51;51;51;BUILDING FINISHING;B;33;23;35;32
S824;PC;24,6;FERT;NORM;BOGOTÁ;18;15;36;12;12;12;18;18;18;18;BUILDING FINISHING;B;61;21;31;29
S824;PC;24,6;FERT;NORM;BARRANQUILLA;42;60;57;15;60;0;39;39;39;39;BUILDING FINISHING;B;26;14;21;19
S3180;PC;21,77;FERT;YERL;ORIENTE;288;375;174;243;150;132;227;227;227;227;INDUSTRIAL COATING;A;207;326;270;331
S3180;PC;21,77;FERT;YERL;SANTANDER;438;18;105;75;51;120;135;135;135;135;INDUSTRIAL COATING;A;108;180;149;183
S3180;PC;21,77;FERT;YERL;BOGOTÁ;27;9;18;15;39;84;46;46;46;46;INDUSTRIAL COATING;A;26;47;39;47
S3180;PC;21,77;FERT;YERL;BARRANQUILLA;9;12;0;12;126;6;48;48;48;48;INDUSTRIAL COATING;A;32;54;44;54
S3180;PC;21,77;FERT;YERL;PEREIRA;108;0;0;0;0;0;18;18;18;18;INDUSTRIAL COATING;A;19;31;26;32
S3180;PC;21,77;FERT;YERL;MEDELLÍN;0;90;0;0;0;0;15;15;15;15;INDUSTRIAL COATING;A;6;9;8;9
S3180;PC;21,77;FERT;YERL;CALI;0;0;0;0;0;0;0;0;0;0;INDUSTRIAL COATING;A;6;6;5;6
S3342;PC;35,431;FERT;YERL;BOGOTÁ;132;90;141;297;63;0;121;121;121;121;INDUSTRIAL COATING;A;128;218;98;78
S3342;PC;35,431;FERT;YERL;ORIENTE;66;162;93;21;279;135;145;145;145;145;INDUSTRIAL COATING;A;108;208;93;75
S3342;PC;35,431;FERT;YERL;SANTANDER;90;0;240;132;30;0;82;82;82;82;INDUSTRIAL COATING;A;114;222;100;80
S3342;PC;35,431;FERT;YERL;BARRANQUILLA;135;183;9;45;171;0;91;91;91;91;INDUSTRIAL COATING;A;74;145;65;52
S3342;PC;35,431;FERT;YERL;CALI;0;0;0;0;0;0;0;0;0;0;INDUSTRIAL COATING;A;5;10;4;4
S3342;PC;35,431;FERT;YERL;MEDELLÍN;0;0;0;0;0;0;0;0;0;0;INDUSTRIAL COATING;A;3;6;3;2
S738;PC;50;FERT;NORM;CALI;339;75;765;588;240;927;585;585;585;585;BUILDING FINISHING;B;311;395;646;451
S738;PC;50;FERT;NORM;BARRANQUILLA;255;180;0;60;0;0;83;83;83;83;BUILDING FINISHING;B;29;33;54;38
S738;PC;50;FERT;NORM;MEDELLÍN;0;0;306;-273;0;0;6;6;6;6;BUILDING FINISHING;B;17;21;34;24
S738;PC;50;FERT;NORM;ORIENTE;0;0;0;0;0;0;0;0;0;0;BUILDING FINISHING;B;1;1;2;2
S738;PC;50;FERT;NORM;PEREIRA;0;0;0;0;0;0;0;0;0;0;BUILDING FINISHING;B;4;5;9;6
S1163;PC;28,39;FERT;NORM;CALI;411;30;42;3;24;36;91;91;91;91;ROOFING;A;153;144;175;206
S1163;PC;28,39;FERT;NORM;BOGOTÁ;189;105;123;60;45;45;95;95;95;95;ROOFING;A;94;83;101;119
S1163;PC;28,39;FERT;NORM;BARRANQUILLA;0;243;0;30;30;147;75;75;75;75;ROOFING;A;38;47;58;68
S1163;PC;28,39;FERT;NORM;SANTANDER;0;144;0;39;0;0;31;31;31;31;ROOFING;A;40;42;51;59
S1163;PC;28,39;FERT;NORM;MEDELLÍN;0;6;0;12;141;48;67;67;67;67;ROOFING;A;40;45;54;64
S1163;PC;28,39;FERT;NORM;PEREIRA;12;0;6;18;0;51;23;23;23;23;ROOFING;A;32;35;43;51
S1163;PC;28,39;FERT;NORM;ORIENTE;0;0;6;0;42;132;58;58;58;58;ROOFING;A;17;27;33;38
S613;PC;25;FERT;NORM;BOGOTÁ;0;0;0;0;0;0;0;0;0;0;WATERPROOFING;B;473;241;233;79
S613;PC;25;FERT;NORM;CALI;0;0;48;0;0;0;8;8;8;8;WATERPROOFING;B;332;196;190;64
S613;PC;25;FERT;NORM;BARRANQUILLA;6;12;0;21;0;0;7;7;7;7;WATERPROOFING;B;158;88;86;29
S613;PC;25;FERT;NORM;ORIENTE;0;0;0;0;0;0;0;0;0;0;WATERPROOFING;B;34;15;14;5
S4153;PC;30;FERT;NORM;CALI;210;135;213;417;564;96;359;359;359;359;ENG REFURBISHMENT;B;163;495;199;174
S4153;PC;30;FERT;NORM;ORIENTE;3;0;0;6;900;0;302;302;302;302;ENG REFURBISHMENT;B;53;156;62;55
S4153;PC;30;FERT;NORM;BOGOTÁ;12;36;24;123;99;168;130;130;130;130;ENG REFURBISHMENT;B;53;167;67;59
S4153;PC;30;FERT;NORM;MEDELLÍN;72;0;0;66;30;36;44;44;44;44;ENG REFURBISHMENT;B;27;80;32;28
S4153;PC;30;FERT;NORM;SANTANDER;72;0;15;0;24;60;29;29;29;29;ENG REFURBISHMENT;B;18;63;25;22
S4153;PC;30;FERT;NORM;BARRANQUILLA;18;0;0;15;54;12;27;27;27;27;ENG REFURBISHMENT;B;36;100;40;35
S4153;PC;30;FERT;NORM;PEREIRA;12;0;0;30;12;15;19;19;19;19;ENG REFURBISHMENT;B;25;71;28;25
S4164;PC;16;FERT;NORM;BARRANQUILLA;516;240;426;330;414;423;392;392;392;392;CONCRETE.;A;418;285;291;380
S4164;PC;16;FERT;NORM;CALI;24;15;54;15;36;48;33;33;33;33;CONCRETE.;A;32;24;24;32
S4164;PC;16;FERT;NORM;ORIENTE;42;36;36;66;0;18;33;33;33;33;CONCRETE.;A;30;30;18;23
S4164;PC;16;FERT;NORM;BOGOTÁ;45;33;0;9;0;42;22;22;22;22;CONCRETE.;A;16;9;9;12
S4164;PC;16;FERT;NORM;SANTANDER;36;12;12;9;6;0;13;13;13;13;CONCRETE.;A;10;7;7;9
S4164;PC;16;FERT;NORM;PEREIRA;9;0;18;0;21;15;12;12;12;12;CONCRETE.;A;0;15;8;10
S4177;PC;160;FERT;NORM;BOGOTÁ;282;171;297;201;189;378;256;256;256;256;BUILDING FINISHING;A;470;495;255;374
S4177;PC;160;FERT;NORM;ORIENTE;45;6;27;45;30;36;37;37;37;37;BUILDING FINISHING;A;31;35;18;27
S4177;PC;160;FERT;NORM;BARRANQUILLA;18;33;9;45;6;66;39;39;39;39;BUILDING FINISHING;A;29;33;17;25
S4177;PC;160;FERT;NORM;CALI;12;12;33;45;21;0;22;22;22;22;BUILDING FINISHING;A;29;28;14;21
S4177;PC;160;FERT;NORM;SANTANDER;0;12;3;3;0;0;3;3;3;3;BUILDING FINISHING;A;5;4;2;3
S4177;PC;160;FERT;NORM;PEREIRA;12;0;9;0;6;0;5;5;5;5;BUILDING FINISHING;A;5;5;3;4
S4177;PC;160;FERT;NORM;MEDELLÍN;0;3;0;0;0;6;2;2;2;2;BUILDING FINISHING;A;4;4;2;3
S6;PC;50;FERT;NORM;BARRANQUILLA;360;96;2.280;3;147;0;481;481;481;481;FLOORING;B;441;411;1.488;4.781
S6;PC;50;FERT;NORM;CALI;0;0;0;0;180;180;120;120;120;120;FLOORING;B;10;19;68;219
S6;PC;50;FERT;NORM;BOGOTÁ;3;0;0;0;0;0;1;1;1;1;FLOORING;B;41;38;138;443
S6;PC;50;FERT;NORM;MEDELLÍN;0;12;0;75;12;-12;25;25;25;25;FLOORING;B;7;7;24;78
S6;PC;50;FERT;NORM;SANTANDER;30;0;0;0;0;0;5;5;5;5;FLOORING;B;5;5;17;54
S17;PC;4;FERT;ERLA;BOGOTÁ;234;99;36;0;12;60;74;74;74;74;FLOORING;B;126;133;97;146
S17;PC;4;FERT;ERLA;BARRANQUILLA;252;291;0;33;39;24;107;107;107;107;FLOORING;B;55;56;41;61
S17;PC;4;FERT;ERLA;CALI;168;12;54;78;15;90;70;70;70;70;FLOORING;B;78;75;55;83
S17;PC;4;FERT;ERLA;SANTANDER;24;63;27;24;0;0;23;23;23;23;FLOORING;B;52;49;36;54
S17;PC;4;FERT;ERLA;ORIENTE;150;0;36;36;48;0;45;45;45;45;FLOORING;B;43;44;32;49
S17;PC;4;FERT;ERLA;MEDELLÍN;30;18;12;36;12;0;18;18;18;18;FLOORING;B;37;27;19;29
S17;PC;4;FERT;ERLA;PEREIRA;3;0;33;0;0;51;17;17;17;17;FLOORING;B;16;21;15;23
S2862;PC;4,2;FERT;NORM;CALI;216;240;141;315;138;144;199;199;199;199;ROOFING;C;105;78;100;85
S2862;PC;4,2;FERT;NORM;BOGOTÁ;222;141;108;0;87;81;107;107;107;107;ROOFING;C;90;72;93;78
S2862;PC;4,2;FERT;NORM;ORIENTE;63;36;60;60;165;48;91;91;91;91;ROOFING;C;40;32;41;35
S2862;PC;4,2;FERT;NORM;PEREIRA;60;24;84;12;96;12;48;48;48;48;ROOFING;C;43;31;40;34
S2862;PC;4,2;FERT;NORM;SANTANDER;72;12;0;0;0;24;18;18;18;18;ROOFING;C;18;15;19;16
S621;PC;20;FERT;NORM;ORIENTE;240;567;99;18;90;186;200;200;200;200;BUILDING FINISHING;C;179;117;202;185
S621;PC;20;FERT;NORM;BARRANQUILLA;162;42;189;126;30;30;97;97;97;97;BUILDING FINISHING;C;132;83;143;131
S621;PC;20;FERT;NORM;BOGOTÁ;30;6;15;42;36;0;26;26;26;26;BUILDING FINISHING;C;34;17;28;26
S621;PC;20;FERT;NORM;CALI;0;0;0;0;0;30;10;10;10;10;BUILDING FINISHING;C;7;5;9;9
S621;PC;20;FERT;NORM;SANTANDER;36;0;0;18;9;36;21;21;21;21;BUILDING FINISHING;C;23;15;25;23
S621;PC;20;FERT;NORM;MEDELLÍN;0;0;0;45;3;0;16;16;16;16;BUILDING FINISHING;C;16;9;15;14
S621;PC;20;FERT;NORM;PEREIRA;0;0;0;0;0;0;0;0;0;0;BUILDING FINISHING;C;11;4;7;6
S3762;PC;25;FERT;NORM;BOGOTÁ;711;237;609;432;480;84;426;426;426;426;WATERPROOFING;C;0;355;0;355
S3762;PC;25;FERT;NORM;CALI;549;318;153;201;81;459;294;294;294;294;WATERPROOFING;C;0;318;0;318
S3762;PC;25;FERT;NORM;BARRANQUILLA;0;0;177;69;144;132;115;115;115;115;WATERPROOFING;C;0;72;0;72
S3762;PC;25;FERT;NORM;ORIENTE;75;45;18;90;0;12;40;40;40;40;WATERPROOFING;C;0;86;0;86
S3762;PC;25;FERT;NORM;PEREIRA;0;0;0;15;0;15;10;10;10;10;WATERPROOFING;C;0;4;0;4
S4216;PC;16;FERT;NORM;BARRANQUILLA;84;42;96;147;138;72;119;119;119;119;ROOFING;A;140;131;111;120
S4216;PC;16;FERT;NORM;SANTANDER;171;75;195;33;3;0;80;80;80;80;ROOFING;A;109;84;72;77
S4216;PC;16;FERT;NORM;BOGOTÁ;105;84;228;27;21;36;84;84;84;84;ROOFING;A;96;87;74;80
S4216;PC;16;FERT;NORM;MEDELLÍN;81;42;81;69;66;57;66;66;66;66;ROOFING;A;103;89;76;82
S4216;PC;16;FERT;NORM;CALI;21;24;69;48;0;48;35;35;35;35;ROOFING;A;75;71;60;65
S4216;PC;16;FERT;NORM;ORIENTE;51;6;39;27;18;66;37;37;37;37;ROOFING;A;37;37;31;34
S4216;PC;16;FERT;NORM;PEREIRA;36;15;0;0;24;12;15;15;15;15;ROOFING;A;21;20;17;19
S4147;PC;18;FERT;YERL;ORIENTE;348;93;33;48;192;108;137;137;137;137;ENG REFURBISHMENT;B;58;90;86;63
S4147;PC;18;FERT;YERL;CALI;18;204;165;138;171;75;129;129;129;129;ENG REFURBISHMENT;B;71;93;89;65
S4147;PC;18;FERT;YERL;BARRANQUILLA;102;12;45;117;186;12;105;105;105;105;ENG REFURBISHMENT;B;37;46;44;32
S4147;PC;18;FERT;YERL;SANTANDER;126;15;24;57;3;0;38;38;38;38;ENG REFURBISHMENT;B;39;30;29;21
S4147;PC;18;FERT;YERL;BOGOTÁ;84;42;18;27;15;6;32;32;32;32;ENG REFURBISHMENT;B;10;13;12;9
S4147;PC;18;FERT;YERL;MEDELLÍN;0;30;0;0;33;0;11;11;11;11;ENG REFURBISHMENT;B;8;11;11;8
S4147;PC;18;FERT;YERL;PEREIRA;15;0;0;27;0;3;10;10;10;10;ENG REFURBISHMENT;B;8;12;11;8
S2874;PC;20;FERT;NORM;BOGOTÁ;276;141;75;144;204;237;195;195;195;195;ROOFING;B;165;231;222;267
S2874;PC;20;FERT;NORM;SANTANDER;72;45;30;66;0;15;38;38;38;38;ROOFING;B;77;103;99;119
S2874;PC;20;FERT;NORM;MEDELLÍN;12;9;6;51;33;30;38;38;38;38;ROOFING;B;27;40;38;46
S2874;PC;20;FERT;NORM;BARRANQUILLA;9;42;6;33;51;9;31;31;31;31;ROOFING;B;15;21;20;24
S2874;PC;20;FERT;NORM;PEREIRA;15;0;15;6;21;0;10;10;10;10;ROOFING;B;9;11;10;13
S2874;PC;20;FERT;NORM;CALI;0;6;21;18;0;0;8;8;8;8;ROOFING;B;9;12;11;13
S2874;PC;20;FERT;NORM;ORIENTE;0;9;3;3;0;0;3;3;3;3;ROOFING;B;6;3;3;4
S446;PC;2,196;FERT;NORM;BOGOTÁ;108;540;252;432;402;219;351;351;351;351;BUILDING FINISHING;C;585;668;441;227
S446;PC;2,196;FERT;NORM;CALI;0;0;0;0;0;36;12;12;12;12;BUILDING FINISHING;C;18;25;16;8
S446;PC;2,196;FERT;NORM;MEDELLÍN;0;0;0;0;0;0;0;0;0;0;BUILDING FINISHING;C;22;25;16;8
S446;PC;2,196;FERT;NORM;ORIENTE;24;36;36;0;0;0;16;16;16;16;BUILDING FINISHING;C;34;38;25;13
S446;PC;2,196;FERT;NORM;BARRANQUILLA;0;0;12;3;0;3;3;3;3;3;BUILDING FINISHING;C;16;18;12;6
S446;PC;2,196;FERT;NORM;SANTANDER;18;0;0;0;0;0;3;3;3;3;BUILDING FINISHING;C;4;5;3;2
S446;PC;2,196;FERT;NORM;PEREIRA;0;0;0;0;0;0;0;0;0;0;BUILDING FINISHING;C;4;5;3;2
S3665;M;1,2;FERT;NORM;SANTANDER;810;0;1.125;0;0;0;323;323;323;323;WATERPROOFING;C;0;194;52;102
S3665;M;1,2;FERT;NORM;BOGOTÁ;0;225;225;270;135;315;240;240;240;240;WATERPROOFING;C;0;117;32;62
S3665;M;1,2;FERT;NORM;CALI;720;0;0;0;0;0;120;120;120;120;WATERPROOFING;C;0;72;19;38
S3665;M;1,2;FERT;NORM;MEDELLÍN;0;0;450;90;0;0;90;90;90;90;WATERPROOFING;C;0;54;15;28
S3665;M;1,2;FERT;NORM;BARRANQUILLA;90;270;90;45;0;0;83;83;83;83;WATERPROOFING;C;0;50;13;26
S3665;M;1,2;FERT;NORM;ORIENTE;45;0;90;0;0;0;23;23;23;23;WATERPROOFING;C;0;221;60;116
S1156;PC;3,218;FERT;NORM;BARRANQUILLA;258;189;225;3;111;3;132;132;132;132;INDUSTRIAL COATING;C;151;149;157;82
S1156;PC;3,218;FERT;NORM;SANTANDER;0;1.203;6;6;0;0;203;203;203;203;INDUSTRIAL COATING;C;100;102;107;56
S1156;PC;3,218;FERT;NORM;BOGOTÁ;12;120;111;9;81;102;73;73;73;73;INDUSTRIAL COATING;C;78;89;94;49
S1156;PC;3,218;FERT;NORM;CALI;6;6;66;102;12;81;65;65;65;65;INDUSTRIAL COATING;C;56;51;53;28
S1156;PC;3,218;FERT;NORM;MEDELLÍN;21;9;12;12;12;12;13;13;13;13;INDUSTRIAL COATING;C;26;25;26;14
S1156;PC;3,218;FERT;NORM;ORIENTE;3;0;24;6;9;3;8;8;8;8;INDUSTRIAL COATING;C;7;8;9;5
S1156;PC;3,218;FERT;NORM;PEREIRA;0;12;3;0;15;9;8;8;8;8;INDUSTRIAL COATING;C;7;8;8;4
S632;PC;42,65;FERT;NORM;ORIENTE;39;0;0;39;36;1.200;425;425;425;425;ROOFING;B;7;83;177;84
S632;PC;42,65;FERT;NORM;SANTANDER;210;36;54;0;0;0;50;50;50;50;ROOFING;B;22;57;121;57
S632;PC;42,65;FERT;NORM;BOGOTÁ;132;210;0;0;90;75;85;85;85;85;ROOFING;B;13;40;86;41
S632;PC;42,65;FERT;NORM;BARRANQUILLA;51;6;9;0;120;15;45;45;45;45;ROOFING;B;25;18;38;18
S632;PC;42,65;FERT;NORM;CALI;0;54;177;0;60;90;64;64;64;64;ROOFING;B;11;35;75;35
S4331;PC;0,017;HAWA;NORM;BOGOTÁ;0;0;0;0;1.080;0;360;360;360;360;ROOFING;C;219;0;361;361
S4331;PC;0,017;HAWA;NORM;ORIENTE;0;0;540;0;0;0;90;90;90;90;ROOFING;C;227;0;289;289
S4331;PC;0,017;HAWA;NORM;SANTANDER;0;318;0;0;0;0;53;53;53;53;ROOFING;C;77;0;126;126
S4331;PC;0,017;HAWA;NORM;MEDELLÍN;0;0;180;0;0;0;30;30;30;30;ROOFING;C;73;0;120;120
S4331;PC;0,017;HAWA;NORM;BARRANQUILLA;0;0;465;-180;0;0;48;48;48;48;ROOFING;C;38;0;62;62
