SGAN;Presentación;Peso Neto (kg);Tipo;Categoría;Regional;sep-23;oct-23;nov-23;dic-23;ene-24;feb-24;Marzo;Abril;Mayo;Junio;Target Market;Tipo ABC;Marzo;Abril;Mayo;Junio
S3528;PC;0,393;FERT;NORM;BARRANQUILLA;0;0;0;11.466;6.804;2.520;6.930;6.930;6.930;6.930;INDUSTRY;C;5.184;5.184;5.184;5.549
S3528;PC;0,393;FERT;NORM;CALI;0;0;0;0;3.996;4.320;2.772;2.772;2.772;2.772;INDUSTRY;C;0;0;0;2.220
S3528;PC;0,393;FERT;NORM;PEREIRA;0;0;0;63;1.044;2.052;1.053;1.053;1.053;1.053;INDUSTRY;C;3.600;3.600;3.600;1.368
S3528;PC;0,393;FERT;NORM;ORIENTE;0;0;0;978;2.448;36;1.154;1.154;1.154;1.154;INDUSTRY;C;1.440;1.440;1.440;924
S841;PC;0,493;HAWA;ERLA;MEDELLÍN;2.160;4.104;3.276;990;2.988;3.312;2.805;2.805;2.805;2.805;ENG REFURBISHMENT;A;2.627;3.066;1.935;2.610
S841;PC;0,493;HAWA;ERLA;BOGOTÁ;2.970;5.040;2.568;1.620;1.800;1.665;2.611;2.611;2.611;2.611;ENG REFURBISHMENT;A;2.480;2.739;1.728;2.331
S841;PC;0,493;HAWA;ERLA;CALI;2.340;1.296;1.182;2.160;468;1.863;1.552;1.552;1.552;1.552;ENG REFURBISHMENT;A;1.345;1.568;989;1.335
S841;PC;0,493;HAWA;ERLA;ORIENTE;1.056;1.041;1.692;2.742;816;744;1.434;1.434;1.434;1.434;ENG REFURBISHMENT;A;1.234;1.382;872;1.176
S841;PC;0,493;HAWA;ERLA;PEREIRA;1.944;1.332;1.560;288;1.008;1.566;1.283;1.283;1.283;1.283;ENG REFURBISHMENT;A;1.183;1.424;899;1.212
S841;PC;0,493;HAWA;ERLA;BARRANQUILLA;975;1.422;1.152;684;1.524;456;1.036;1.036;1.036;1.036;ENG REFURBISHMENT;A;1.018;1.133;715;965
S841;PC;0,493;HAWA;ERLA;SANTANDER;0;0;36;0;0;0;6;6;6;6;ENG REFURBISHMENT;A;178;173;109;147
S356;PC;0,384;FERT;NORM;CALI;7.254;4.788;7.920;4.176;12.312;6.210;7.566;7.566;7.566;7.566;INDUSTRY;A;4.425;4.846;5.306;4.798
S356;PC;0,384;FERT;NORM;BOGOTÁ;2.376;2.916;1.332;2.520;108;2.844;2.016;2.016;2.016;2.016;INDUSTRY;A;3.744;3.744;3.744;1.229
S356;PC;0,384;FERT;NORM;ORIENTE;1.008;1.260;2.088;1.008;1.260;0;1.104;1.104;1.104;1.104;INDUSTRY;A;1.080;1.080;1.080;813
S356;PC;0,384;FERT;NORM;MEDELLÍN;72;0;108;0;72;72;54;54;54;54;INDUSTRY;A;216;216;216;176
S356;PC;0,384;FERT;NORM;BARRANQUILLA;1.851;525;180;0;36;0;432;432;432;432;INDUSTRY;A;180;180;180;248
S356;PC;0,384;FERT;NORM;PEREIRA;540;0;0;0;0;0;90;90;90;90;INDUSTRY;A;36;36;36;72
S356;PC;0,384;FERT;NORM;SANTANDER;0;0;0;0;0;0;0;0;0;0;INDUSTRY;A;36;36;36;21
S643;PC;0,45;HAWA;NORM;BOGOTÁ;4.122;2.841;2.943;4.599;3.525;3.699;3.941;3.941;3.941;3.941;SEALING & BONDING;A;4.086;3.358;3.250;3.306
S643;PC;0,45;HAWA;NORM;BARRANQUILLA;2.391;2.580;3.591;1.404;2.268;2.364;2.433;2.433;2.433;2.433;SEALING & BONDING;A;3.012;2.431;2.352;2.393
S643;PC;0,45;HAWA;NORM;ORIENTE;1.686;2.052;2.880;2.484;1.689;1.191;1.997;1.997;1.997;1.997;SEALING & BONDING;A;2.388;1.870;1.810;1.841
S643;PC;0,45;HAWA;NORM;CALI;1.509;1.623;2.988;843;1.362;1.773;1.683;1.683;1.683;1.683;SEALING & BONDING;A;2.038;1.518;1.469;1.495
S643;PC;0,45;HAWA;NORM;MEDELLÍN;1.104;678;1.314;-75;2.370;1.626;1.307;1.307;1.307;1.307;SEALING & BONDING;A;1.374;1.104;1.068;1.087
S643;PC;0,45;HAWA;NORM;PEREIRA;369;576;972;75;663;288;491;491;491;491;SEALING & BONDING;A;526;422;409;416
S643;PC;0,45;HAWA;NORM;SANTANDER;0;36;72;72;0;-36;24;24;24;24;SEALING & BONDING;A;486;268;259;264
S3435;KG;1;FERT;YBLK;BARRANQUILLA;5.856;12.900;7.500;6.000;12.000;10.500;9.500;9.500;9.500;9.500;CONCRETE.;C;12.000;12.000;12.000;10.952
S2770;PC;0,283;HAWA;NORM;BOGOTÁ;7.722;3.711;10.395;8.022;7.464;6.111;7.238;7.238;7.238;7.238;SEALING & BONDING;A;8.417;7.682;11.016;4.803
S2770;PC;0,283;HAWA;NORM;MEDELLÍN;2.304;978;2.268;342;144;324;1.060;1.060;1.060;1.060;SEALING & BONDING;A;1.323;1.146;1.644;717
S2770;PC;0,283;HAWA;NORM;CALI;1.464;288;339;504;1.008;546;692;692;692;692;SEALING & BONDING;A;974;832;1.194;520
S2770;PC;0,283;HAWA;NORM;ORIENTE;252;360;0;12;36;72;122;122;122;122;SEALING & BONDING;A;705;643;921;402
S2770;PC;0,283;HAWA;NORM;PEREIRA;72;0;72;36;108;360;168;168;168;168;SEALING & BONDING;A;224;218;312;136
S2770;PC;0,283;HAWA;NORM;BARRANQUILLA;102;114;144;75;372;0;149;149;149;149;SEALING & BONDING;A;153;115;164;72
S2770;PC;0,283;HAWA;NORM;SANTANDER;0;0;0;0;0;0;0;0;0;0;SEALING & BONDING;A;11;7;10;4
S925;M;1,5;FERT;NORM;BOGOTÁ;5.535;3.150;3.420;1.800;4.995;6.660;4.485;4.485;4.485;4.485;WATERPROOFING;A;4.119;2.607;2.646;2.577
S925;M;1,5;FERT;NORM;BARRANQUILLA;2.655;1.080;675;3.060;3.420;1.665;2.715;2.715;2.715;2.715;WATERPROOFING;A;2.522;1.497;1.520;1.480
S925;M;1,5;FERT;NORM;ORIENTE;1.620;1.530;855;765;135;2.520;1.238;1.238;1.238;1.238;WATERPROOFING;A;1.313;900;914;890
S925;M;1,5;FERT;NORM;CALI;1.890;1.350;495;810;1.125;3.375;1.770;1.770;1.770;1.770;WATERPROOFING;A;1.033;719;730;711
S925;M;1,5;FERT;NORM;MEDELLÍN;1.530;1.305;855;1.170;1.080;1.395;1.223;1.223;1.223;1.223;WATERPROOFING;A;1.128;709;719;700
S925;M;1,5;FERT;NORM;PEREIRA;1.080;1.125;540;-135;135;360;518;518;518;518;WATERPROOFING;A;1.657;988;1.003;977
S925;M;1,5;FERT;NORM;SANTANDER;0;855;0;0;0;0;143;143;143;143;WATERPROOFING;A;323;153;155;151
S518;PC;0,384;FERT;NORM;BARRANQUILLA;3.348;3.312;3.024;1.260;3.606;1.260;2.635;2.635;2.635;2.635;INDUSTRY;A;3.060;3.060;3.060;1.945
S518;PC;0,384;FERT;NORM;SANTANDER;0;0;72;0;0;720;240;240;240;240;INDUSTRY;A;3.600;3.600;3.600;346
S518;PC;0,384;FERT;NORM;BOGOTÁ;1.776;3.096;1.008;792;882;1.368;1.487;1.487;1.487;1.487;INDUSTRY;A;1.260;1.260;1.260;1.366
S518;PC;0,384;FERT;NORM;MEDELLÍN;1.188;1.332;1.584;360;900;684;1.008;1.008;1.008;1.008;INDUSTRY;A;1.116;1.116;1.116;819
S518;PC;0,384;FERT;NORM;ORIENTE;1.332;72;756;51;1.296;360;645;645;645;645;INDUSTRY;A;1.476;1.476;1.476;481
S518;PC;0,384;FERT;NORM;CALI;360;432;864;216;480;1.452;716;716;716;716;INDUSTRY;A;485;478;590;511
S518;PC;0,384;FERT;NORM;PEREIRA;144;0;0;0;72;0;36;36;36;36;INDUSTRY;A;72;72;72;720
S1070;PC;0,27;HAWA;NORM;BOGOTÁ;5.736;3.654;5.553;4.461;9.999;4.317;6.259;6.259;6.259;6.259;SEALING & BONDING;A;6.073;4.461;5.616;5.235
S1070;PC;0,27;HAWA;NORM;BARRANQUILLA;1.791;1.521;1.947;852;1.239;1.296;1.441;1.441;1.441;1.441;SEALING & BONDING;A;1.659;1.268;1.597;1.489
S1070;PC;0,27;HAWA;NORM;MEDELLÍN;420;1.638;786;240;1.992;834;1.022;1.022;1.022;1.022;SEALING & BONDING;A;1.081;799;1.005;937
S1070;PC;0,27;HAWA;NORM;ORIENTE;1.692;648;720;1.944;396;864;1.068;1.068;1.068;1.068;SEALING & BONDING;A;923;734;925;862
S1070;PC;0,27;HAWA;NORM;CALI;942;381;1.512;258;720;1.083;816;816;816;816;SEALING & BONDING;A;1.233;873;1.099;1.024
S1070;PC;0,27;HAWA;NORM;SANTANDER;0;390;57;0;15;0;77;77;77;77;SEALING & BONDING;A;361;220;277;258
S1070;PC;0,27;HAWA;NORM;PEREIRA;324;108;180;72;288;180;192;192;192;192;SEALING & BONDING;A;227;171;216;201
S3742;KG;1;FERT;YBLK;PEREIRA;3.300;3.900;0;0;10.500;12.000;7.500;7.500;7.500;7.500;CONCRETE.;C;4.500;4.500;4.500;24.000
S3742;KG;1;FERT;YBLK;SANTANDER;0;0;0;0;3.300;21.600;8.300;8.300;8.300;8.300;CONCRETE.;C;0;14.831;14.831;14.831
S3742;KG;1;FERT;YBLK;ORIENTE;0;15;0;3.315;7.515;3.000;4.610;4.610;4.610;4.610;CONCRETE.;C;7.500;7.500;7.500;8.246
S3742;KG;1;FERT;YBLK;BOGOTÁ;0;0;0;150;0;30;60;60;60;60;CONCRETE.;C;0;107;107;107
S3742;KG;1;FERT;YBLK;BARRANQUILLA;0;12;0;0;0;120;40;40;40;40;CONCRETE.;C;0;79;79;79
S3742;KG;1;FERT;YBLK;CALI;0;0;0;0;30;0;10;10;10;10;CONCRETE.;C;0;18;18;18
S1013;PC;2;FERT;NORM;BOGOTÁ;1.950;4.770;7.629;1.866;4.860;4.770;4.308;4.308;4.308;4.308;WATERPROOFING;A;3.869;4.094;3.468;3.013
S1013;PC;2;FERT;NORM;ORIENTE;1.920;2.100;4.320;1.080;2.760;1.740;2.320;2.320;2.320;2.320;WATERPROOFING;A;1.992;2.069;1.753;1.523
S1013;PC;2;FERT;NORM;BARRANQUILLA;252;1.476;1.812;720;1.776;1.440;1.312;1.312;1.312;1.312;WATERPROOFING;A;1.304;1.439;1.219;1.059
S1013;PC;2;FERT;NORM;CALI;90;1.410;540;60;549;1.050;617;617;617;617;WATERPROOFING;A;544;642;544;473
S1013;PC;2;FERT;NORM;SANTANDER;0;0;0;0;0;0;0;0;0;0;WATERPROOFING;A;487;227;193;167
S1013;PC;2;FERT;NORM;PEREIRA;363;660;189;0;543;240;333;333;333;333;WATERPROOFING;A;304;322;273;237
S1013;PC;2;FERT;NORM;MEDELLÍN;120;0;0;0;120;60;60;60;60;60;WATERPROOFING;A;52;56;47;41
S542;PC;0,435;FERT;NORM;BOGOTÁ;-900;6.534;8.640;8.994;5.508;10.617;8.373;8.373;8.373;8.373;SEALING & BONDING;A;6.755;10.387;11.217;12.046
S542;PC;0,435;FERT;NORM;ORIENTE;0;3.279;4.320;10.212;1.932;1.152;4.432;4.432;4.432;4.432;SEALING & BONDING;A;4.357;5.264;5.685;6.105
S542;PC;0,435;FERT;NORM;PEREIRA;0;837;4.401;2.511;2.484;3.060;2.685;2.685;2.685;2.685;SEALING & BONDING;A;2.258;3.349;3.617;3.884
S542;PC;0,435;FERT;NORM;CALI;0;708;5.754;1.641;1.401;2.736;2.040;2.040;2.040;2.040;SEALING & BONDING;A;2.256;3.265;3.526;3.787
S542;PC;0,435;FERT;NORM;BARRANQUILLA;0;1.440;726;1.908;1.629;1.680;1.739;1.739;1.739;1.739;SEALING & BONDING;A;1.258;1.860;2.009;2.157
S542;PC;0,435;FERT;NORM;MEDELLÍN;0;0;1.152;2.124;2.376;1.032;1.844;1.844;1.844;1.844;SEALING & BONDING;A;1.247;1.684;1.818;1.953
S542;PC;0,435;FERT;NORM;SANTANDER;0;72;108;72;0;0;42;42;42;42;SEALING & BONDING;A;56;63;69;74
S807;KG;1;FERT;YBLK;PEREIRA;7.800;9.000;10.500;10.500;6.000;0;7.300;7.300;7.300;7.300;CONCRETE.;B;6.000;6.000;6.000;10.695
S486;PC;0,894;FERT;NORM;BOGOTÁ;13.740;8.433;14.136;13.920;0;8.670;9.817;9.817;9.817;9.817;INDUSTRY;A;13.320;13.320;13.320;12.584
S486;PC;0,894;FERT;NORM;PEREIRA;480;0;60;0;0;0;90;90;90;90;INDUSTRY;A;120;180;180;60
S486;PC;0,894;FERT;NORM;ORIENTE;240;0;300;0;180;0;120;120;120;120;INDUSTRY;A;120;120;120;277
S486;PC;0,894;FERT;NORM;CALI;0;0;0;0;60;0;20;20;20;20;INDUSTRY;A;17;8;11;11
S486;PC;0,894;FERT;NORM;SANTANDER;0;0;0;0;0;0;0;0;0;0;INDUSTRY;A;60;60;60;5
S486;PC;0,894;FERT;NORM;BARRANQUILLA;0;0;0;0;60;0;20;20;20;20;INDUSTRY;A;6;4;6;5
S3830;PC;1;FERT;NORM;BARRANQUILLA;0;0;0;13.128;12.051;22.227;15.802;15.802;15.802;15.802;WATERPROOFING;C;11.011;38.211;42.609;45.848
S3830;PC;1;FERT;NORM;BOGOTÁ;0;0;0;720;8.112;11.112;6.648;6.648;6.648;6.648;WATERPROOFING;C;3.862;16.075;17.926;19.288
S3830;PC;1;FERT;NORM;MEDELLÍN;0;0;0;0;5.874;4.656;3.510;3.510;3.510;3.510;WATERPROOFING;C;7.500;7.500;7.200;7.500
S3830;PC;1;FERT;NORM;ORIENTE;0;0;0;3.360;1.383;5.397;3.380;3.380;3.380;3.380;WATERPROOFING;C;2.074;8.173;9.114;9.807
S3830;PC;1;FERT;NORM;CALI;0;0;0;0;720;4.503;1.741;1.741;1.741;1.741;WATERPROOFING;C;315;4.210;4.694;5.051
S3830;PC;1;FERT;NORM;PEREIRA;0;0;0;0;1.254;2.520;1.258;1.258;1.258;1.258;WATERPROOFING;C;548;3.042;3.392;3.650
S357;PC;0,384;FERT;NORM;CALI;5.148;3.240;4.752;108;5.292;3.642;3.697;3.697;3.697;3.697;INDUSTRY;A;3.120;2.769;3.333;2.513
S357;PC;0,384;FERT;NORM;BOGOTÁ;36;1.584;720;2.016;2.664;1.548;2.076;2.076;2.076;2.076;INDUSTRY;A;1.776;1.776;1.776;814
S357;PC;0,384;FERT;NORM;BARRANQUILLA;1.896;36;2.316;252;375;78;826;826;826;826;INDUSTRY;A;1.224;1.224;1.224;821
S357;PC;0,384;FERT;NORM;MEDELLÍN;1.044;1.008;216;0;216;1.080;594;594;594;594;INDUSTRY;A;1.008;1.008;1.008;521
S357;PC;0,384;FERT;NORM;ORIENTE;0;1.008;0;0;1.008;0;336;336;336;336;INDUSTRY;A;432;432;432;248
S357;PC;0,384;FERT;NORM;PEREIRA;576;0;0;0;1.008;0;336;336;336;336;INDUSTRY;A;36;36;36;72
S357;PC;0,384;FERT;NORM;SANTANDER;0;0;0;0;0;0;0;0;0;0;INDUSTRY;A;144;108;144;52
S1010;PC;25;FERT;NORM;BOGOTÁ;3.252;3.747;4.935;1.941;3.267;3.015;3.360;3.360;3.360;3.360;WATERPROOFING;A;2.970;2.604;2.689;2.832
S1010;PC;25;FERT;NORM;CALI;2.076;2.568;3.048;699;2.217;2.436;2.174;2.174;2.174;2.174;WATERPROOFING;A;1.928;1.720;1.776;1.871
S1010;PC;25;FERT;NORM;BARRANQUILLA;990;1.305;1.848;1.353;1.089;1.035;1.270;1.270;1.270;1.270;WATERPROOFING;A;1.305;1.150;1.187;1.251
S1010;PC;25;FERT;NORM;MEDELLÍN;504;447;867;390;381;399;498;498;498;498;WATERPROOFING;A;408;370;383;403
S1010;PC;25;FERT;NORM;ORIENTE;543;780;525;387;90;192;420;420;420;420;WATERPROOFING;A;420;361;372;392
S1010;PC;25;FERT;NORM;PEREIRA;492;606;609;294;231;231;411;411;411;411;WATERPROOFING;A;414;310;320;337
S1010;PC;25;FERT;NORM;SANTANDER;207;165;0;0;0;0;62;62;62;62;WATERPROOFING;A;177;150;155;163
S1176;PC;0,095;HAWA;NORM;BOGOTÁ;2.052;0;3.990;0;5.004;9.522;4.842;4.842;4.842;4.842;INDUSTRY;B;4.080;4.080;4.080;2.529
S1176;PC;0,095;HAWA;NORM;BARRANQUILLA;540;396;2.124;1.260;720;1.704;1.228;1.228;1.228;1.228;INDUSTRY;B;1.800;1.800;1.800;1.042
S1176;PC;0,095;HAWA;NORM;CALI;0;0;0;0;5.184;2.160;2.448;2.448;2.448;2.448;INDUSTRY;B;617;1.070;851;565
S1176;PC;0,095;HAWA;NORM;MEDELLÍN;1.008;1.044;936;324;396;432;690;690;690;690;INDUSTRY;B;1.080;1.080;1.080;489
S1176;PC;0,095;HAWA;NORM;ORIENTE;0;0;0;0;0;2.484;828;828;828;828;INDUSTRY;B;792;792;792;229
S1176;PC;0,095;HAWA;NORM;SANTANDER;0;0;0;0;0;0;0;0;0;0;INDUSTRY;B;1.080;1.080;1.080;267
S1176;PC;0,095;HAWA;NORM;PEREIRA;0;0;36;0;360;72;144;144;144;144;INDUSTRY;B;72;144;216;360
S2764;PC;0,274;HAWA;NORM;MEDELLÍN;2.280;2.196;2.175;1.050;2.772;2.268;2.124;2.124;2.124;2.124;SEALING & BONDING;B;3.360;3.360;3.360;3.360
S2764;PC;0,274;HAWA;NORM;BARRANQUILLA;1.188;1.935;1.884;804;2.376;1.440;1.605;1.605;1.605;1.605;SEALING & BONDING;B;1.020;1.258;1.550;1.294
S2764;PC;0,274;HAWA;NORM;CALI;570;1.503;2.751;324;1.539;2.040;1.455;1.455;1.455;1.455;SEALING & BONDING;B;1.261;1.483;1.828;1.525
S2764;PC;0,274;HAWA;NORM;BOGOTÁ;2.694;483;2.916;1.155;648;1.119;1.503;1.503;1.503;1.503;SEALING & BONDING;B;1.097;1.289;1.588;1.325
S2764;PC;0,274;HAWA;NORM;PEREIRA;1.407;972;1.440;1.440;144;504;985;985;985;985;SEALING & BONDING;B;670;787;970;809
S2764;PC;0,274;HAWA;NORM;ORIENTE;972;1.116;576;324;936;816;790;790;790;790;SEALING & BONDING;B;440;560;690;576
S2764;PC;0,274;HAWA;NORM;SANTANDER;0;0;0;0;0;0;0;0;0;0;SEALING & BONDING;B;136;138;170;142
S3531;PC;0,786;FERT;NORM;BOGOTÁ;11.997;8.460;3.900;6.300;3.480;5.100;6.540;6.540;6.540;6.540;INDUSTRY;C;7.380;7.380;7.380;0
S3531;PC;0,786;FERT;NORM;MEDELLÍN;1.740;0;1.380;1.680;0;1.800;1.160;1.160;1.160;1.160;INDUSTRY;C;1.800;1.800;1.800;0
S3531;PC;0,786;FERT;NORM;ORIENTE;900;600;0;600;600;0;450;450;450;450;INDUSTRY;C;1.740;1.740;1.740;0
S3531;PC;0,786;FERT;NORM;BARRANQUILLA;780;360;420;600;900;120;540;540;540;540;INDUSTRY;C;900;900;900;0
S3531;PC;0,786;FERT;NORM;PEREIRA;60;120;600;0;660;420;360;360;360;360;INDUSTRY;C;1.800;1.800;1.800;600
S3531;PC;0,786;FERT;NORM;CALI;0;0;0;0;288;960;416;416;416;416;INDUSTRY;C;44;0;189;0
S3531;PC;0,786;FERT;NORM;SANTANDER;0;0;0;0;0;0;0;0;0;0;INDUSTRY;C;300;300;300;0
S14;PC;0,732;FERT;NORM;BOGOTÁ;3.180;3.180;3.840;2.820;1.320;2.520;2.810;2.810;2.810;2.810;INDUSTRY;A;4.740;4.740;4.740;3.730
S14;PC;0,732;FERT;NORM;BARRANQUILLA;720;2.160;2.880;1.020;960;1.260;1.500;1.500;1.500;1.500;INDUSTRY;A;1.895;1.436;1.492;1.773
S14;PC;0,732;FERT;NORM;MEDELLÍN;1.680;1.200;1.200;1.560;1.920;1.680;1.720;1.720;1.720;1.720;INDUSTRY;A;1.800;1.800;1.800;1.698
S14;PC;0,732;FERT;NORM;CALI;1.200;300;660;900;300;600;660;660;660;660;INDUSTRY;A;585;468;486;577
S14;PC;0,732;FERT;NORM;PEREIRA;0;0;0;0;0;0;0;0;0;0;INDUSTRY;A;60;60;60;60
S3274;PC;2;FERT;NORM;ORIENTE;2.640;2.130;5.220;1.656;6.156;2.850;3.554;3.554;3.554;3.554;BUILDING FINISHING;B;3.095;1.727;2.851;2.434
S3274;PC;2;FERT;NORM;CALI;954;2.130;2.352;3.963;2.052;1.902;2.639;2.639;2.639;2.639;BUILDING FINISHING;B;2.942;1.433;2.366;2.020
S3274;PC;2;FERT;NORM;SANTANDER;72;36;864;186;9;0;195;195;195;195;BUILDING FINISHING;B;1.756;638;1.054;900
S3274;PC;2;FERT;NORM;BARRANQUILLA;1.323;279;1.524;228;1.380;1.656;1.088;1.088;1.088;1.088;BUILDING FINISHING;B;863;515;850;725
S3274;PC;2;FERT;NORM;PEREIRA;144;432;381;159;120;258;249;249;249;249;BUILDING FINISHING;B;256;152;251;215
S3274;PC;2;FERT;NORM;BOGOTÁ;6;138;126;0;93;54;70;70;70;70;BUILDING FINISHING;B;271;140;231;198
S3274;PC;2;FERT;NORM;MEDELLÍN;90;72;90;72;96;120;96;96;96;96;BUILDING FINISHING;B;306;336;336;336
S4232;PC;1;FERT;ERLA;BOGOTÁ;2.109;2.085;3.060;2.415;2.457;3.105;2.659;2.659;2.659;2.659;ENG REFURBISHMENT;A;2.064;2.315;1.808;2.112
S4232;PC;1;FERT;ERLA;BARRANQUILLA;2.268;1.431;1.644;813;1.233;1.179;1.428;1.428;1.428;1.428;ENG REFURBISHMENT;A;1.316;1.392;1.087;1.270
S4232;PC;1;FERT;ERLA;MEDELLÍN;1.326;1.062;1.494;360;903;1.167;1.052;1.052;1.052;1.052;ENG REFURBISHMENT;A;1.158;1.154;901;1.053
S4232;PC;1;FERT;ERLA;CALI;1.290;975;1.176;363;246;1.149;867;867;867;867;ENG REFURBISHMENT;A;783;859;671;783
S4232;PC;1;FERT;ERLA;ORIENTE;1.200;762;927;1.368;282;705;874;874;874;874;ENG REFURBISHMENT;A;724;809;631;738
S4232;PC;1;FERT;ERLA;PEREIRA;1.188;702;966;36;387;783;677;677;677;677;ENG REFURBISHMENT;A;499;586;457;534
S4232;PC;1;FERT;ERLA;SANTANDER;0;0;0;0;0;0;0;0;0;0;ENG REFURBISHMENT;A;154;130;101;118
S3807;KG;1;FERT;YBLK;MEDELLÍN;6.000;24.000;6.000;9.000;13.575;0;9.763;9.763;9.763;9.763;CONCRETE.;C;13.500;13.500;13.500;11.526
S4143;KG;1;FERT;YBLK;CALI;6.300;3.000;3.000;6.000;3.000;14.700;7.900;7.900;7.900;7.900;CONCRETE.;C;2.167;2.951;2.559;3.679
S4143;KG;1;FERT;YBLK;ORIENTE;3.000;3.000;3.000;15;3.000;0;2.003;2.003;2.003;2.003;CONCRETE.;C;1.042;1.152;999;1.436
S4143;KG;1;FERT;YBLK;BOGOTÁ;1.500;60;6.000;60;0;15;1.273;1.273;1.273;1.273;CONCRETE.;C;796;880;764;1.098
S4143;KG;1;FERT;YBLK;PEREIRA;0;3.000;0;0;0;0;500;500;500;500;CONCRETE.;C;364;402;349;502
S4143;KG;1;FERT;YBLK;BARRANQUILLA;0;0;0;0;0;0;0;0;0;0;CONCRETE.;C;401;268;233;334
S4143;KG;1;FERT;YBLK;MEDELLÍN;0;0;0;0;0;0;0;0;0;0;CONCRETE.;C;3;3;2;4
S384;PC;1,14;HAWA;NORM;ORIENTE;3.165;2.322;6.060;1.638;1.008;1.755;2.658;2.658;2.658;2.658;SEALING & BONDING;A;2.476;3.656;5.271;4.455
S384;PC;1,14;HAWA;NORM;BOGOTÁ;2.601;1.308;3.348;942;1.263;2.085;1.925;1.925;1.925;1.925;SEALING & BONDING;A;1.383;2.047;2.952;2.494
S384;PC;1,14;HAWA;NORM;CALI;1.314;450;816;321;771;747;737;737;737;737;SEALING & BONDING;A;406;592;854;722
S384;PC;1,14;HAWA;NORM;MEDELLÍN;1.404;522;1.233;0;189;36;564;564;564;564;SEALING & BONDING;A;750;750;750;750
S384;PC;1,14;HAWA;NORM;SANTANDER;450;63;117;135;225;30;170;170;170;170;SEALING & BONDING;A;194;275;397;335
S384;PC;1,14;HAWA;NORM;PEREIRA;441;162;486;126;72;171;243;243;243;243;SEALING & BONDING;A;165;232;334;282
S384;PC;1,14;HAWA;NORM;BARRANQUILLA;321;126;333;54;81;141;176;176;176;176;SEALING & BONDING;A;117;173;249;210
S4172;PC;1,5;FERT;NORM;BOGOTÁ;1.008;2.232;1.473;2.883;1.548;3.660;2.697;2.697;2.697;2.697;BUILDING FINISHING;B;859;901;757;727
S4172;PC;1,5;FERT;NORM;ORIENTE;1.188;756;2.772;2.700;1.782;2.700;2.394;2.394;2.394;2.394;BUILDING FINISHING;B;745;814;684;657
S4172;PC;1,5;FERT;NORM;CALI;2.268;504;1.944;1.188;1.008;1.692;1.434;1.434;1.434;1.434;BUILDING FINISHING;B;644;634;533;511
S4172;PC;1,5;FERT;NORM;BARRANQUILLA;420;612;1.332;2.412;1.152;402;1.322;1.322;1.322;1.322;BUILDING FINISHING;B;465;425;357;343
S4172;PC;1,5;FERT;NORM;PEREIRA;612;684;918;288;468;360;555;555;555;555;BUILDING FINISHING;B;255;247;207;199
S4172;PC;1,5;FERT;NORM;SANTANDER;0;0;0;0;36;0;12;12;12;12;BUILDING FINISHING;B;103;69;58;56
S4172;PC;1,5;FERT;NORM;MEDELLÍN;108;36;288;72;252;0;126;126;126;126;BUILDING FINISHING;B;150;150;150;58
S3796;PC;0,384;FERT;NORM;BOGOTÁ;288;3.528;828;4.392;6.696;4.608;5.232;5.232;5.232;5.232;INDUSTRY;A;5.832;5.832;5.832;2.214
S3796;PC;0,384;FERT;NORM;MEDELLÍN;1.188;1.080;3.240;0;1.440;1.440;1.398;1.398;1.398;1.398;INDUSTRY;A;900;900;900;799
S3796;PC;0,384;FERT;NORM;CALI;864;792;0;504;360;576;516;516;516;516;INDUSTRY;A;451;332;393;361
S3796;PC;0,384;FERT;NORM;PEREIRA;0;540;0;0;0;0;90;90;90;90;INDUSTRY;A;72;72;72;720
S3796;PC;0,384;FERT;NORM;ORIENTE;144;432;0;36;432;0;174;174;174;174;INDUSTRY;A;0;0;0;109
S3796;PC;0,384;FERT;NORM;BARRANQUILLA;72;36;0;36;108;0;48;48;48;48;INDUSTRY;A;108;108;108;35
S4092;PC;1,14;HAWA;NORM;ORIENTE;675;873;2.898;4.635;459;2.106;2.400;2.400;2.400;2.400;SEALING & BONDING;A;1.829;2.124;2.561;1.354
S4092;PC;1,14;HAWA;NORM;BARRANQUILLA;1.176;1.350;3.024;3.306;207;1.317;1.730;1.730;1.730;1.730;SEALING & BONDING;A;1.536;1.979;2.386;1.261
S4092;PC;1,14;HAWA;NORM;BOGOTÁ;981;849;2.664;561;558;2.031;1.274;1.274;1.274;1.274;SEALING & BONDING;A;1.188;1.563;1.884;996
S4092;PC;1,14;HAWA;NORM;CALI;333;513;1.098;192;843;297;546;546;546;546;SEALING & BONDING;A;557;676;815;431
S4092;PC;1,14;HAWA;NORM;SANTANDER;0;45;27;0;0;0;12;12;12;12;SEALING & BONDING;A;307;368;444;235
S4092;PC;1,14;HAWA;NORM;PEREIRA;126;153;252;162;72;171;156;156;156;156;SEALING & BONDING;A;117;151;182;96
S4092;PC;1,14;HAWA;NORM;MEDELLÍN;45;9;21;0;297;198;165;165;165;165;SEALING & BONDING;A;150;150;150;150
S737;PC;50;FERT;NORM;CALI;1.863;3.696;1.722;2.529;3.123;2.532;2.728;2.728;2.728;2.728;BUILDING FINISHING;A;1.800;2.115;2.113;2.112
S737;PC;50;FERT;NORM;ORIENTE;1.479;2.289;2.373;906;1.098;2.295;1.740;1.740;1.740;1.740;BUILDING FINISHING;A;1.809;1.487;1.485;1.484
