SGAN;Presentación;Peso Neto (kg);Tipo;Categoría;Regional;sep-23;oct-23;nov-23;dic-23;ene-24;feb-24;Marzo;Abril;Mayo;Junio;Target Market;Tipo ABC;Marzo;Abril;Mayo;Junio
S4214;PC;0,8;FERT;NORM;SANTANDER;0;0;0;0;0;0;0;0;0;0;ROOFING;B;27;25;23;25
S4214;PC;0,8;FERT;NORM;BOGOTÁ;0;0;0;0;36;36;24;24;24;24;ROOFING;B;18;19;17;19
S4214;PC;0,8;FERT;NORM;PEREIRA;0;36;0;0;0;0;6;6;6;6;ROOFING;B;2;2;2;2
S4254;PC;15;FERT;YERL;ORIENTE;9;630;30;324;1.602;1.188;1.038;1.038;1.038;1.038;ENG REFURBISHMENT;A;296;410;449;522
S4254;PC;15;FERT;YERL;BOGOTÁ;48;261;168;0;75;96;108;108;108;108;ENG REFURBISHMENT;A;75;87;96;111
S4254;PC;15;FERT;YERL;CALI;18;270;0;150;0;0;73;73;73;73;ENG REFURBISHMENT;A;85;75;82;95
S4254;PC;15;FERT;YERL;SANTANDER;0;0;0;12;0;0;4;4;4;4;ENG REFURBISHMENT;A;23;23;25;29
S4254;PC;15;FERT;YERL;MEDELLÍN;42;3;18;42;33;0;25;25;25;25;ENG REFURBISHMENT;A;28;29;32;37
S4254;PC;15;FERT;YERL;BARRANQUILLA;0;0;0;0;105;0;35;35;35;35;ENG REFURBISHMENT;A;13;13;14;17
S4254;PC;15;FERT;YERL;PEREIRA;0;45;0;0;0;12;10;10;10;10;ENG REFURBISHMENT;A;7;7;8;9
S738;PC;50;FERT;NORM;CALI;318;894;6;903;15;633;517;517;517;517;BUILDING FINISHING;B;0;565;633;467
S738;PC;50;FERT;NORM;BARRANQUILLA;378;588;0;150;150;120;231;231;231;231;BUILDING FINISHING;B;150;186;209;154
S738;PC;50;FERT;NORM;MEDELLÍN;0;0;0;0;0;0;0;0;0;0;BUILDING FINISHING;B;0;30;34;25
S3226;PC;0,373;HAWA;ERLA;BOGOTÁ;54;0;0;624;288;552;488;488;488;488;ENG REFURBISHMENT;C;116;285;479;346
S3226;PC;0,373;HAWA;ERLA;CALI;363;42;0;210;501;249;320;320;320;320;ENG REFURBISHMENT;C;104;230;386;279
S3226;PC;0,373;HAWA;ERLA;PEREIRA;180;120;12;12;36;216;96;96;96;96;ENG REFURBISHMENT;C;30;85;143;103
S3226;PC;0,373;HAWA;ERLA;ORIENTE;72;0;0;36;36;72;48;48;48;48;ENG REFURBISHMENT;C;12;31;52;37
S3226;PC;0,373;HAWA;ERLA;SANTANDER;0;0;72;36;0;0;18;18;18;18;ENG REFURBISHMENT;C;16;15;25;18
S3226;PC;0,373;HAWA;ERLA;MEDELLÍN;0;0;0;0;0;0;0;0;0;0;ENG REFURBISHMENT;C;8;11;18;13
S3226;PC;0,373;HAWA;ERLA;BARRANQUILLA;144;0;-90;0;18;18;15;15;15;15;ENG REFURBISHMENT;C;9;19;32;23
S79;PC;0,435;FERT;NORM;BOGOTÁ;0;375;1.095;0;0;0;245;245;245;245;INDUSTRY;C;900;900;900;621
S79;PC;0,435;FERT;NORM;ORIENTE;0;0;0;720;0;0;240;240;240;240;INDUSTRY;C;0;0;118;118
S79;PC;0,435;FERT;NORM;MEDELLÍN;0;0;0;0;0;0;0;0;0;0;INDUSTRY;C;0;75;0;29
S3200;PC;8;FERT;NORM;MEDELLÍN;0;1.500;1.311;996;0;0;635;635;635;635;CONCRETE.;A;0;0;1.003;1.003
S3200;PC;8;FERT;NORM;PEREIRA;0;0;0;0;0;0;0;0;0;0;CONCRETE.;A;0;0;0;30
S3296;PC;2;FERT;NORM;CALI;630;198;0;0;0;1.134;378;378;378;378;BUILDING FINISHING;C;372;148;255;268
S3296;PC;2;FERT;NORM;BARRANQUILLA;270;30;66;3;0;270;107;107;107;107;BUILDING FINISHING;C;187;68;118;124
S3296;PC;2;FERT;NORM;ORIENTE;18;144;0;0;0;324;108;108;108;108;BUILDING FINISHING;C;36;20;34;36
S3296;PC;2;FERT;NORM;MEDELLÍN;18;0;0;0;0;36;12;12;12;12;BUILDING FINISHING;C;36;108;108;108
S3296;PC;2;FERT;NORM;BOGOTÁ;0;3;3;0;0;3;2;2;2;2;BUILDING FINISHING;C;18;8;14;15
S3296;PC;2;FERT;NORM;SANTANDER;0;0;72;0;0;0;12;12;12;12;BUILDING FINISHING;C;22;7;12;12
S1191;PC;50;FERT;NORM;BOGOTÁ;405;411;699;285;276;603;447;447;447;447;WATERPROOFING;B;470;366;349;358
S1191;PC;50;FERT;NORM;SANTANDER;0;12;0;0;0;0;2;2;2;2;WATERPROOFING;B;113;53;50;52
S1191;PC;50;FERT;NORM;PEREIRA;0;105;78;72;0;180;84;84;84;84;WATERPROOFING;B;95;78;74;76
S1191;PC;50;FERT;NORM;ORIENTE;9;6;27;0;15;6;11;11;11;11;WATERPROOFING;B;57;24;23;24
S1191;PC;50;FERT;NORM;BARRANQUILLA;81;3;60;0;15;120;47;47;47;47;WATERPROOFING;B;34;34;32;33
S1191;PC;50;FERT;NORM;CALI;0;30;15;30;6;45;27;27;27;27;WATERPROOFING;B;26;22;21;21
S1191;PC;50;FERT;NORM;MEDELLÍN;120;15;39;0;0;45;37;37;37;37;WATERPROOFING;B;25;20;19;20
S6;PC;50;FERT;NORM;BARRANQUILLA;0;0;0;0;0;0;0;0;0;0;FLOORING;B;335;74;770;88
S6;PC;50;FERT;NORM;CALI;174;0;0;24;0;0;33;33;33;33;FLOORING;B;65;14;149;17
S6;PC;50;FERT;NORM;MEDELLÍN;0;0;0;30;51;0;27;27;27;27;FLOORING;B;21;5;48;5
S6;PC;50;FERT;NORM;SANTANDER;0;0;0;0;0;0;0;0;0;0;FLOORING;B;10;1;8;1
S6;PC;50;FERT;NORM;PEREIRA;0;0;18;0;30;0;10;10;10;10;FLOORING;B;6;1;13;1
S56;PC;50;FERT;NORM;CALI;717;21;0;0;600;0;223;223;223;223;FLOORING;B;452;290;170;340
S56;PC;50;FERT;NORM;MEDELLÍN;240;204;153;315;156;81;192;192;192;192;FLOORING;B;226;151;88;177
S56;PC;50;FERT;NORM;BARRANQUILLA;0;0;0;0;0;3;1;1;1;1;FLOORING;B;56;14;8;17
S56;PC;50;FERT;NORM;PEREIRA;30;198;0;0;24;0;42;42;42;42;FLOORING;B;94;61;35;71
S56;PC;50;FERT;NORM;ORIENTE;0;0;0;0;39;0;13;13;13;13;FLOORING;B;11;7;4;9
S2737;PC;1;FERT;NORM;MEDELLÍN;468;396;396;360;540;594;498;498;498;498;WATERPROOFING;C;570;470;512;426
S2737;PC;1;FERT;NORM;BARRANQUILLA;78;108;54;18;66;0;54;54;54;54;WATERPROOFING;C;60;48;52;44
S2737;PC;1;FERT;NORM;CALI;0;0;0;0;447;0;149;149;149;149;WATERPROOFING;C;45;40;44;36
S2737;PC;1;FERT;NORM;BOGOTÁ;3;96;24;0;0;90;36;36;36;36;WATERPROOFING;C;34;32;35;29
S2737;PC;1;FERT;NORM;ORIENTE;36;0;0;0;36;3;13;13;13;13;WATERPROOFING;C;16;12;14;11
S2737;PC;1;FERT;NORM;PEREIRA;0;0;12;21;0;0;7;7;7;7;WATERPROOFING;C;14;9;10;9
S2737;PC;1;FERT;NORM;SANTANDER;0;0;0;0;0;0;0;0;0;0;WATERPROOFING;C;2;2;2;1
S1071;M;0,287;FERT;NORM;PEREIRA;1.275;0;750;525;75;0;438;438;438;438;WATERPROOFING;C;554;0;554;0
S1071;M;0,287;FERT;NORM;BARRANQUILLA;0;0;0;0;0;0;0;0;0;0;WATERPROOFING;C;10;0;10;0
S447;PC;4,391;FERT;NORM;BOGOTÁ;345;471;459;402;417;282;396;396;396;396;BUILDING FINISHING;B;330;232;313;369
S447;PC;4,391;FERT;NORM;CALI;45;27;63;30;54;75;53;53;53;53;BUILDING FINISHING;B;75;36;48;57
S447;PC;4,391;FERT;NORM;ORIENTE;24;48;12;72;0;57;43;43;43;43;BUILDING FINISHING;B;30;19;26;30
S447;PC;4,391;FERT;NORM;MEDELLÍN;0;12;3;42;0;18;20;20;20;20;BUILDING FINISHING;B;18;7;10;12
S447;PC;4,391;FERT;NORM;PEREIRA;18;0;6;6;0;0;5;5;5;5;BUILDING FINISHING;B;15;3;4;4
S447;PC;4,391;FERT;NORM;SANTANDER;0;0;0;0;0;0;0;0;0;0;BUILDING FINISHING;B;15;2;2;3
S447;PC;4,391;FERT;NORM;BARRANQUILLA;18;9;3;0;0;0;5;5;5;5;BUILDING FINISHING;B;0;8;10;12
S4217;PC;20;FERT;NORM;BARRANQUILLA;156;321;288;84;96;69;169;169;169;169;ROOFING;A;98;89;100;84
S4217;PC;20;FERT;NORM;CALI;243;126;579;6;0;48;167;167;167;167;ROOFING;A;115;96;107;90
S4217;PC;20;FERT;NORM;MEDELLÍN;126;84;147;54;90;141;107;107;107;107;ROOFING;A;71;69;77;65
S4217;PC;20;FERT;NORM;BOGOTÁ;9;24;159;0;0;3;33;33;33;33;ROOFING;A;19;15;17;15
S4217;PC;20;FERT;NORM;ORIENTE;15;27;24;0;0;144;48;48;48;48;ROOFING;A;5;11;12;10
S4217;PC;20;FERT;NORM;PEREIRA;12;0;18;3;3;3;7;7;7;7;ROOFING;A;9;3;4;3
S426;M2;1,15;FERT;NORM;PEREIRA;1.950;1.500;0;600;0;0;675;675;675;675;WATERPROOFING;C;1.024;0;0;1.024
S426;M2;1,15;FERT;NORM;BARRANQUILLA;0;0;0;0;0;0;0;0;0;0;WATERPROOFING;C;26;0;0;26
S303;M2;1,64;FERT;NORM;BOGOTÁ;0;450;0;-300;0;2.100;600;600;600;600;ROOFING;B;5;102;340;551
S303;M2;1,64;FERT;NORM;PEREIRA;0;0;0;150;600;1.800;850;850;850;850;ROOFING;B;3;72;241;390
S303;M2;1,64;FERT;NORM;CALI;0;0;0;0;0;0;0;0;0;0;ROOFING;B;5;42;142;229
S303;M2;1,64;FERT;NORM;ORIENTE;150;0;0;0;0;0;25;25;25;25;ROOFING;B;2;13;42;69
S303;M2;1,64;FERT;NORM;MEDELLÍN;0;0;0;0;0;0;0;0;0;0;ROOFING;B;2;13;42;69
S1163;PC;28,39;FERT;NORM;CALI;15;135;75;144;30;93;89;89;89;89;ROOFING;A;145;113;91;67
S1163;PC;28,39;FERT;NORM;BOGOTÁ;87;252;54;222;138;54;138;138;138;138;ROOFING;A;167;150;120;88
S1163;PC;28,39;FERT;NORM;PEREIRA;249;6;300;189;177;87;168;168;168;168;ROOFING;A;225;120;120;70
S1163;PC;28,39;FERT;NORM;MEDELLÍN;0;144;126;51;0;0;54;54;54;54;ROOFING;A;120;120;120;120
S1163;PC;28,39;FERT;NORM;BARRANQUILLA;9;0;0;138;75;18;77;77;77;77;ROOFING;A;80;75;60;44
S1163;PC;28,39;FERT;NORM;ORIENTE;33;57;54;18;18;0;30;30;30;30;ROOFING;A;47;39;31;23
S1163;PC;28,39;FERT;NORM;SANTANDER;0;0;0;0;0;0;0;0;0;0;ROOFING;A;22;20;16;12
S1457;PC;1;FERT;NORM;BOGOTÁ;240;132;180;96;240;252;196;196;196;196;BUILDING FINISHING;C;155;133;120;103
S1457;PC;1;FERT;NORM;CALI;60;216;180;60;60;297;146;146;146;146;BUILDING FINISHING;C;124;107;97;83
S1457;PC;1;FERT;NORM;ORIENTE;6;120;120;120;0;120;81;81;81;81;BUILDING FINISHING;C;66;59;54;46
S1457;PC;1;FERT;NORM;BARRANQUILLA;60;0;0;0;0;240;80;80;80;80;BUILDING FINISHING;C;7;18;17;14
S1457;PC;1;FERT;NORM;PEREIRA;30;48;60;0;12;6;26;26;26;26;BUILDING FINISHING;C;19;16;15;12
S1457;PC;1;FERT;NORM;MEDELLÍN;60;0;60;0;0;0;20;20;20;20;BUILDING FINISHING;C;16;10;9;8
S1457;PC;1;FERT;NORM;SANTANDER;0;0;0;0;0;0;0;0;0;0;BUILDING FINISHING;C;16;10;9;8
S1023;PC;40;FERT;NORM;PEREIRA;216;192;900;0;0;150;243;243;243;243;BUILDING FINISHING;B;336;124;115;106
S1023;PC;40;FERT;NORM;CALI;0;0;0;0;0;0;0;0;0;0;BUILDING FINISHING;B;0;63;59;54
S1023;PC;40;FERT;NORM;MEDELLÍN;0;0;0;0;30;195;75;75;75;75;BUILDING FINISHING;B;1;13;12;11
S1023;PC;40;FERT;NORM;BOGOTÁ;6;12;0;6;12;30;16;16;16;16;BUILDING FINISHING;B;0;12;11;10
S1023;PC;40;FERT;NORM;BARRANQUILLA;0;0;0;24;24;0;16;16;16;16;BUILDING FINISHING;B;0;4;4;3
S1023;PC;40;FERT;NORM;ORIENTE;3;0;0;0;0;0;1;1;1;1;BUILDING FINISHING;B;0;4;4;4
S3290;PC;2;FERT;NORM;CALI;738;12;0;0;0;1.710;570;570;570;570;BUILDING FINISHING;C;270;116;392;293
S3290;PC;2;FERT;NORM;BOGOTÁ;3;6;0;0;0;75;25;25;25;25;BUILDING FINISHING;C;36;18;61;45
S3290;PC;2;FERT;NORM;SANTANDER;0;0;0;0;0;0;0;0;0;0;BUILDING FINISHING;C;90;3;9;7
S3290;PC;2;FERT;NORM;MEDELLÍN;36;0;0;0;0;18;9;9;9;9;BUILDING FINISHING;C;36;120;120;120
S3290;PC;2;FERT;NORM;ORIENTE;18;0;0;0;0;0;3;3;3;3;BUILDING FINISHING;C;36;1;3;2
S1196;PC;18;FERT;YERL;BOGOTÁ;147;276;423;423;816;90;443;443;443;443;FLOORING;A;297;196;215;213
S1196;PC;18;FERT;YERL;CALI;132;201;12;258;51;48;119;119;119;119;FLOORING;A;158;98;107;107
S1196;PC;18;FERT;YERL;BARRANQUILLA;138;141;195;39;171;18;117;117;117;117;FLOORING;A;133;89;98;97
S1196;PC;18;FERT;YERL;MEDELLÍN;168;15;12;66;24;45;55;55;55;55;FLOORING;A;54;54;57;57
S1196;PC;18;FERT;YERL;PEREIRA;27;0;0;30;0;0;10;10;10;10;FLOORING;A;9;4;5;5
S1196;PC;18;FERT;YERL;SANTANDER;0;0;0;0;0;0;0;0;0;0;FLOORING;A;7;3;4;4
S632;PC;42,65;FERT;NORM;ORIENTE;90;450;300;873;447;0;440;440;440;440;ROOFING;B;264;179;366;163
S632;PC;42,65;FERT;NORM;SANTANDER;0;720;0;0;51;0;129;129;129;129;ROOFING;B;84;55;113;50
S632;PC;42,65;FERT;NORM;BOGOTÁ;75;0;0;0;291;0;97;97;97;97;ROOFING;B;66;45;92;41
S632;PC;42,65;FERT;NORM;CALI;0;0;0;42;21;0;21;21;21;21;ROOFING;B;33;23;47;21
S632;PC;42,65;FERT;NORM;BARRANQUILLA;6;0;0;0;0;0;1;1;1;1;ROOFING;B;16;11;22;10
S632;PC;42,65;FERT;NORM;PEREIRA;0;0;0;0;0;0;0;0;0;0;ROOFING;B;0;600;0;0
S2876;PC;4,2;FERT;NORM;BOGOTÁ;267;300;402;192;276;264;284;284;284;284;ROOFING;B;105;133;0;142
S2876;PC;4,2;FERT;NORM;SANTANDER;0;84;60;0;0;0;24;24;24;24;ROOFING;B;49;53;0;57
S2876;PC;4,2;FERT;NORM;BARRANQUILLA;39;24;108;108;54;0;56;56;56;56;ROOFING;B;19;24;0;25
S2876;PC;4,2;FERT;NORM;PEREIRA;60;24;48;0;0;12;24;24;24;24;ROOFING;B;7;10;0;10
S2876;PC;4,2;FERT;NORM;ORIENTE;0;12;0;0;12;36;16;16;16;16;ROOFING;B;2;4;0;4
S2876;PC;4,2;FERT;NORM;MEDELLÍN;30;0;0;0;0;0;5;5;5;5;ROOFING;B;5;6;0;6
S2876;PC;4,2;FERT;NORM;CALI;12;0;24;0;0;0;6;6;6;6;ROOFING;B;2;3;0;3
S4192;PC;4;FERT;YERL;BARRANQUILLA;288;513;795;174;444;303;420;420;420;420;ENG REFURBISHMENT;B;123;385;264;282
S4192;PC;4;FERT;YERL;BOGOTÁ;33;36;93;87;45;180;104;104;104;104;ENG REFURBISHMENT;B;19;70;48;52
S4192;PC;4;FERT;YERL;MEDELLÍN;0;18;15;0;30;84;38;38;38;38;ENG REFURBISHMENT;B;14;30;21;22
S4192;PC;4;FERT;YERL;ORIENTE;12;6;0;12;3;120;45;45;45;45;ENG REFURBISHMENT;B;6;29;20;22
S4192;PC;4;FERT;YERL;CALI;0;0;45;6;0;72;26;26;26;26;ENG REFURBISHMENT;B;5;18;12;13
S4192;PC;4;FERT;YERL;PEREIRA;3;6;60;21;15;48;28;28;28;28;ENG REFURBISHMENT;B;4;15;11;11
S3445;PC;50;FERT;NORM;ORIENTE;465;450;675;327;708;345;495;495;495;495;BUILDING FINISHING;C;150;269;497;908
S3445;PC;50;FERT;NORM;CALI;0;0;0;0;0;0;0;0;0;0;BUILDING FINISHING;C;0;15;28;52
S3445;PC;50;FERT;NORM;MEDELLÍN;0;0;0;0;0;0;0;0;0;0;BUILDING FINISHING;C;0;6;11;21
S3760;PC;10;FERT;NORM;BOGOTÁ;273;459;435;63;198;441;312;312;312;312;WATERPROOFING;C;249;288;288;0
S3760;PC;10;FERT;NORM;BARRANQUILLA;81;135;333;153;0;0;117;117;117;117;WATERPROOFING;C;110;112;112;0
S3760;PC;10;FERT;NORM;ORIENTE;234;114;261;27;0;18;109;109;109;109;WATERPROOFING;C;88;91;91;0
S3760;PC;10;FERT;NORM;CALI;27;90;63;27;0;225;84;84;84;84;WATERPROOFING;C;61;79;79;0
S3760;PC;10;FERT;NORM;MEDELLÍN;72;0;9;0;45;108;51;51;51;51;WATERPROOFING;C;40;49;49;0
S3760;PC;10;FERT;NORM;SANTANDER;0;0;0;0;0;0;0;0;0;0;WATERPROOFING;C;6;6;6;0
S446;PC;2,196;FERT;NORM;BOGOTÁ;255;288;327;252;252;438;314;314;314;314;BUILDING FINISHING;C;180;186;416;283
S446;PC;2,196;FERT;NORM;CALI;36;36;69;6;33;0;30;30;30;30;BUILDING FINISHING;C;36;11;24;16
S446;PC;2,196;FERT;NORM;ORIENTE;36;0;0;0;0;6;7;7;7;7;BUILDING FINISHING;C;36;7;15;10
S446;PC;2,196;FERT;NORM;MEDELLÍN;0;36;0;0;0;0;6;6;6;6;BUILDING FINISHING;C;36;2;4;3
S446;PC;2,196;FERT;NORM;PEREIRA;0;54;0;0;0;0;9;9;9;9;BUILDING FINISHING;C;36;3;6;4
S446;PC;2,196;FERT;NORM;BARRANQUILLA;0;0;0;0;0;0;0;0;0;0;BUILDING FINISHING;C;36;1;2;1
S1164;PC;26;FERT;NORM;BOGOTÁ;81;318;93;69;117;306;164;164;164;164;SEALING & BONDING;B;88;104;69;65
S1164;PC;26;FERT;NORM;MEDELLÍN;30;90;24;54;48;57;53;53;53;53;SEALING & BONDING;B;112;97;65;61
S1164;PC;26;FERT;NORM;ORIENTE;81;15;273;24;162;102;110;110;110;110;SEALING & BONDING;B;87;81;54;51
S1164;PC;26;FERT;NORM;CALI;231;6;63;45;3;6;59;59;59;59;SEALING & BONDING;B;105;84;56;53
S1164;PC;26;FERT;NORM;BARRANQUILLA;15;78;24;0;45;0;27;27;27;27;SEALING & BONDING;B;45;36;24;22
S1164;PC;26;FERT;NORM;PEREIRA;21;159;3;0;0;54;40;40;40;40;SEALING & BONDING;B;22;25;17;16
S1164;PC;26;FERT;NORM;SANTANDER;0;0;0;0;0;0;0;0;0;0;SEALING & BONDING;B;3;3;2;2
S4139;PC;30;FERT;NORM;MEDELLÍN;114;54;210;321;258;15;198;198;198;198;CONCRETE.;B;237;270;148;248
S4139;PC;30;FERT;NORM;ORIENTE;0;3;0;207;0;501;236;236;236;236;CONCRETE.;B;107;115;63;106
S4139;PC;30;FERT;NORM;PEREIRA;72;63;15;99;45;66;70;70;70;70;CONCRETE.;B;57;70;38;64
S4139;PC;30;FERT;NORM;CALI;0;0;45;90;177;93;120;120;120;120;CONCRETE.;B;36;48;27;45
S4139;PC;30;FERT;NORM;BOGOTÁ;69;9;33;39;9;3;27;27;27;27;CONCRETE.;B;24;31;17;28
S4139;PC;30;FERT;NORM;BARRANQUILLA;3;102;0;9;0;0;19;19;19;19;CONCRETE.;B;12;15;8;14
S4139;PC;30;FERT;NORM;SANTANDER;0;0;0;0;0;0;0;0;0;0;CONCRETE.;B;15;19;10;17
S130;PC;2;FERT;NORM;CALI;120;240;0;300;315;465;360;360;360;360;BUILDING FINISHING;C;120;0;264;883
S130;PC;2;FERT;NORM;ORIENTE;300;660;0;60;0;0;170;170;170;170;BUILDING FINISHING;C;150;0;102;340
S130;PC;2;FERT;NORM;PEREIRA;0;0;240;0;0;0;40;40;40;40;BUILDING FINISHING;C;180;0;49;163
S130;PC;2;FERT;NORM;BOGOTÁ;120;0;60;0;114;126;80;80;80;80;BUILDING FINISHING;C;0;0;40;133
S130;PC;2;FERT;NORM;BARRANQUILLA;120;0;0;0;0;180;60;60;60;60;BUILDING FINISHING;C;0;0;22;74
S3511;PC;21;FERT;NORM;BARRANQUILLA;123;225;111;42;0;48;92;92;92;92;WATERPROOFING;B;133;83;236;92
S3511;PC;21;FERT;NORM;CALI;48;126;45;0;69;126;69;69;69;69;WATERPROOFING;B;71;49;138;54
S3511;PC;21;FERT;NORM;MEDELLÍN;75;54;99;21;0;129;63;63;63;63;WATERPROOFING;B;54;35;99;39
S3511;PC;21;FERT;NORM;BOGOTÁ;36;51;24;51;54;60;55;55;55;55;WATERPROOFING;B;62;36;102;40
S3511;PC;21;FERT;NORM;ORIENTE;114;66;60;0;159;0;67;67;67;67;WATERPROOFING;B;69;40;113;44
S3511;PC;21;FERT;NORM;PEREIRA;9;0;39;0;6;27;14;14;14;14;WATERPROOFING;B;23;15;41;16
S3511;PC;21;FERT;NORM;SANTANDER;0;0;0;0;0;0;0;0;0;0;WATERPROOFING;B;14;6;16;6
S3076;PC;6;FERT;YERL;MEDELLÍN;651;3;0;0;0;0;109;109;109;109;FLOORING;A;396;69;123;191
S3076;PC;6;FERT;YERL;PEREIRA;0;0;0;0;0;-12;-2;-2;-2;-2;FLOORING;A;256;46;82;127
S3076;PC;6;FERT;YERL;CALI;3;120;0;0;0;0;21;21;21;21;FLOORING;A;128;23;41;63
S3076;PC;6;FERT;YERL;BARRANQUILLA;0;3;-3;12;15;120;49;49;49;49;FLOORING;A;15;7;12;18
S3076;PC;6;FERT;YERL;BOGOTÁ;0;30;0;0;15;0;8;8;8;8;FLOORING;A;116;21;37;57
S3076;PC;6;FERT;YERL;ORIENTE;0;0;0;0;0;0;0;0;0;0;FLOORING;A;32;6;10;16
S3076;PC;6;FERT;YERL;SANTANDER;0;0;3;0;0;0;1;1;1;1;FLOORING;A;14;3;5;7
S3837;PC;4,5;FERT;NORM;MEDELLÍN;0;0;0;0;0;252;84;84;84;84;CONCRETE.;C;2.049;2.049;2.049;1.140
S3837;PC;4,5;FERT;NORM;PEREIRA;0;0;0;0;0;252;84;84;84;84;CONCRETE.;C;564;564;564;0
S4271;PC;3;FERT;YERL;BOGOTÁ;90;132;90;180;183;45;136;136;136;136;ENG REFURBISHMENT;A;156;203;151;94
S4271;PC;3;FERT;YERL;MEDELLÍN;93;99;27;12;516;12;180;180;180;180;ENG REFURBISHMENT;A;134;144;107;67
S4271;PC;3;FERT;YERL;BARRANQUILLA;246;105;255;39;30;33;118;118;118;118;ENG REFURBISHMENT;A;82;104;78;48
S4271;PC;3;FERT;YERL;ORIENTE;12;45;15;30;126;-84;24;24;24;24;ENG REFURBISHMENT;A;50;63;47;29
S4271;PC;3;FERT;YERL;SANTANDER;0;0;0;6;0;0;2;2;2;2;ENG REFURBISHMENT;A;81;102;76;48
S4271;PC;3;FERT;YERL;CALI;24;33;63;0;0;15;23;23;23;23;ENG REFURBISHMENT;A;20;26;19;12
S4271;PC;3;FERT;YERL;PEREIRA;0;0;6;0;0;6;2;2;2;2;ENG REFURBISHMENT;A;2;3;2;1
S839;PC;0,81;FERT;NORM;BOGOTÁ;0;0;1.170;180;180;-630;150;150;150;150;INDUSTRY;C;480;480;480;0
S839;PC;0,81;FERT;NORM;PEREIRA;0;240;0;0;0;0;40;40;40;40;INDUSTRY;C;240;180;180;300
S1256;M;1,53;HAWA;NORM;ORIENTE;0;120;0;0;0;0;20;20;20;20;ROOFING;B;2;70;0;0
S1256;M;1,53;HAWA;NORM;SANTANDER;0;0;0;0;0;0;0;0;0;0;ROOFING;B;0;14;0;0
S1256;M;1,53;HAWA;NORM;CALI;0;-60;0;0;0;0;0;0;0;0;ROOFING;B;0;7;0;0
S3842;PC;5;FERT;NORM;ORIENTE;0;0;0;0;0;918;306;306;306;306;CONCRETE.;C;1.557;1.557;1.557;0
S3842;PC;5;FERT;NORM;PEREIRA;0;0;0;0;0;342;114;114;114;114;CONCRETE.;C;453;453;453;0
S3842;PC;5;FERT;NORM;MEDELLÍN;0;0;0;0;0;270;90;90;90;90;CONCRETE.;C;900;900;900;900
S1157;PC;17,034;FERT;NORM;BARRANQUILLA;120;66;72;156;57;36;85;85;85;85;INDUSTRIAL COATING;A;56;75;71;74
S1157;PC;17,034;FERT;NORM;BOGOTÁ;93;72;57;60;57;105;74;74;74;74;INDUSTRIAL COATING;A;46;60;56;59
S1157;PC;17,034;FERT;NORM;PEREIRA;66;3;36;201;60;27;96;96;96;96;INDUSTRIAL COATING;A;47;61;57;60
S1157;PC;17,034;FERT;NORM;SANTANDER;27;48;15;27;15;21;26;26;26;26;INDUSTRIAL COATING;A;30;36;34;35
S1157;PC;17,034;FERT;NORM;ORIENTE;60;30;12;45;27;42;38;38;38;38;INDUSTRIAL COATING;A;26;34;32;33
S1157;PC;17,034;FERT;NORM;CALI;15;21;18;18;21;54;31;31;31;31;INDUSTRIAL COATING;A;9;13;12;12
S1157;PC;17,034;FERT;NORM;MEDELLÍN;12;0;3;12;12;3;9;9;9;9;INDUSTRIAL COATING;A;3;3;3;4
S4164;PC;16;FERT;NORM;BARRANQUILLA;168;162;384;285;495;303;361;361;361;361;CONCRETE.;A;427;265;298;273
S4164;PC;16;FERT;NORM;CALI;33;30;30;12;24;15;24;24;24;24;CONCRETE.;A;35;21;24;22
S4164;PC;16;FERT;NORM;BOGOTÁ;18;12;54;0;33;63;32;32;32;32;CONCRETE.;A;25;20;22;20
S4164;PC;16;FERT;NORM;ORIENTE;12;0;0;12;12;42;22;22;22;22;CONCRETE.;A;24;18;20;18
S4164;PC;16;FERT;NORM;PEREIRA;0;0;18;0;0;6;4;4;4;4;CONCRETE.;A;9;6;6;6
S4164;PC;16;FERT;NORM;SANTANDER;0;3;12;0;0;0;3;3;3;3;CONCRETE.;A;11;6;6;6
S4164;PC;16;FERT;NORM;MEDELLÍN;0;0;0;0;0;0;0;0;0;0;CONCRETE.;A;4;2;2;2
S714;KG;1;FERT;YBLK;BARRANQUILLA;0;0;0;0;0;0;0;0;0;0;CONCRETE.;C;0;0;0;1.542
S714;KG;1;FERT;YBLK;BOGOTÁ;0;0;0;0;0;0;0;0;0;0;CONCRETE.;C;0;0;0;470
S435;PC;3,785;FERT;NORM;BOGOTÁ;168;144;300;171;228;396;265;265;265;265;BUILDING FINISHING;C;360;156;183;188
S435;PC;3,785;FERT;NORM;BARRANQUILLA;9;48;300;0;24;0;64;64;64;64;BUILDING FINISHING;C;15;25;30;31
S435;PC;3,785;FERT;NORM;MEDELLÍN;12;12;63;0;0;36;21;21;21;21;BUILDING FINISHING;C;60;17;20;21
S435;PC;3,785;FERT;NORM;CALI;0;0;0;0;0;0;0;0;0;0;BUILDING FINISHING;C;30;10;12;12
S435;PC;3,785;FERT;NORM;ORIENTE;12;0;0;0;0;39;13;13;13;13;BUILDING FINISHING;C;15;4;5;5
S435;PC;3,785;FERT;NORM;SANTANDER;0;0;0;0;0;0;0;0;0;0;BUILDING FINISHING;C;12;3;4;4
