SGAN;Presentación;Peso Neto (kg);Tipo;Categoría;Regional;mar-24;abr-24;may-24;jun-24;jul-24;ago-24;Septiembre;Octubre;Noviembre;Diciembre;Target Market;Tipo ABC;Septiembre;Octubre;Noviembre;Diciembre
S3796;PC;0,384;FERT;NORM;ORIENTE;0;252;0;0;360;0;120;120;120;120;INDUSTRY;A;101;119;131;112
S3796;PC;0,384;FERT;NORM;BARRANQUILLA;36;0;180;36;0;0;42;42;42;42;INDUSTRY;A;28;36;40;34
S4222;PC;18;FERT;NORM;MEDELLÍN;972;2.136;3.108;2.403;2.601;1.821;2.275;2.275;2.275;2.275;ROOFING;A;2.191;2.310;3.144;1.797
S4222;PC;18;FERT;NORM;BARRANQUILLA;1.146;894;1.851;1.122;1.782;1.839;1.581;1.581;1.581;1.581;ROOFING;A;1.581;1.662;2.261;1.292
S4222;PC;18;FERT;NORM;BOGOTÁ;909;1.023;1.281;1.083;1.470;954;1.169;1.169;1.169;1.169;ROOFING;A;1.300;1.357;1.847;1.056
S4222;PC;18;FERT;NORM;ORIENTE;429;858;966;1.575;714;930;1.073;1.073;1.073;1.073;ROOFING;A;1.056;1.055;1.435;820
S4222;PC;18;FERT;NORM;CALI;405;792;1.641;471;471;870;775;775;775;775;ROOFING;A;878;939;1.278;731
S4222;PC;18;FERT;NORM;PEREIRA;66;138;243;198;249;270;239;239;239;239;ROOFING;A;252;263;358;204
S4222;PC;18;FERT;NORM;SANTANDER;0;0;0;0;0;51;17;17;17;17;ROOFING;A;10;16;22;13
S2872;PC;4,2;FERT;NORM;BOGOTÁ;2.079;4.320;1.884;2.043;1.683;6.609;3.445;3.445;3.445;3.445;ROOFING;A;1.338;3.182;4.997;2.667
S2872;PC;4,2;FERT;NORM;CALI;663;1.875;237;663;1.032;1.104;933;933;933;933;ROOFING;A;592;1.151;1.808;965
S2872;PC;4,2;FERT;NORM;ORIENTE;711;1.110;324;762;681;696;714;714;714;714;ROOFING;A;425;895;1.405;750
S2872;PC;4,2;FERT;NORM;MEDELLÍN;234;645;555;474;1.038;1.563;1.025;1.025;1.025;1.025;ROOFING;A;269;666;1.045;558
S2872;PC;4,2;FERT;NORM;PEREIRA;156;540;480;627;516;684;609;609;609;609;ROOFING;A;300;643;1.010;539
S2872;PC;4,2;FERT;NORM;SANTANDER;0;0;0;0;0;0;0;0;0;0;ROOFING;A;19;38;59;32
S2872;PC;4,2;FERT;NORM;BARRANQUILLA;24;66;276;72;264;180;172;172;172;172;ROOFING;A;79;177;278;148
S737;PC;50;FERT;NORM;CALI;1.332;1.056;2.217;2.862;2.457;2.739;2.686;2.686;2.686;2.686;BUILDING FINISHING;A;2.758;2.791;2.654;2.231
S737;PC;50;FERT;NORM;ORIENTE;1.248;1.383;1.635;1.260;2.322;960;1.514;1.514;1.514;1.514;BUILDING FINISHING;A;1.915;1.910;1.816;1.527
S737;PC;50;FERT;NORM;MEDELLÍN;225;30;1.443;1.107;1.197;543;949;949;949;949;BUILDING FINISHING;A;1.044;962;915;769
S737;PC;50;FERT;NORM;BOGOTÁ;555;1.545;1.323;723;423;18;765;765;765;765;BUILDING FINISHING;A;791;689;655;550
S737;PC;50;FERT;NORM;PEREIRA;345;0;315;15;36;30;124;124;124;124;BUILDING FINISHING;A;368;355;337;284
S737;PC;50;FERT;NORM;SANTANDER;99;72;0;0;0;180;60;60;60;60;BUILDING FINISHING;A;143;145;138;116
S737;PC;50;FERT;NORM;BARRANQUILLA;0;15;0;0;0;0;3;3;3;3;BUILDING FINISHING;A;8;8;8;7
S3447;PC;50;FERT;NORM;ORIENTE;2.118;1.932;2.874;3.462;2.511;4.170;3.381;3.381;3.381;3.381;BUILDING FINISHING;A;2.665;4.019;3.981;2.736
S3447;PC;50;FERT;NORM;CALI;1.434;2.070;1.083;390;1.080;4.131;1.867;1.867;1.867;1.867;BUILDING FINISHING;A;1.237;2.010;1.991;1.368
S3447;PC;50;FERT;NORM;PEREIRA;300;210;744;225;138;165;297;297;297;297;BUILDING FINISHING;A;342;464;460;316
S3447;PC;50;FERT;NORM;BOGOTÁ;297;735;642;597;135;120;421;421;421;421;BUILDING FINISHING;A;224;334;331;227
S3447;PC;50;FERT;NORM;BARRANQUILLA;162;0;0;450;6;1.347;601;601;601;601;BUILDING FINISHING;A;151;372;368;253
S3447;PC;50;FERT;NORM;MEDELLÍN;0;126;0;0;18;0;24;24;24;24;BUILDING FINISHING;A;12;17;17;11
S3705;PC;40;FERT;NORM;MEDELLÍN;3.546;3.060;600;2.079;1.653;4.188;2.640;2.640;2.640;2.640;FLOORING;B;602;909;366;914
S3705;PC;40;FERT;NORM;BOGOTÁ;888;750;2.682;1.137;1.158;273;1.148;1.148;1.148;1.148;FLOORING;B;361;372;150;374
S3705;PC;40;FERT;NORM;BARRANQUILLA;1.209;6;15;1.500;0;1.500;1.000;1.000;1.000;1.000;FLOORING;B;136;213;86;214
S3705;PC;40;FERT;NORM;SANTANDER;3.180;0;0;0;0;0;530;530;530;530;FLOORING;B;123;150;60;151
S3705;PC;40;FERT;NORM;ORIENTE;0;183;390;435;282;735;484;484;484;484;FLOORING;B;205;149;60;150
S3705;PC;40;FERT;NORM;CALI;240;90;39;90;0;105;94;94;94;94;FLOORING;B;43;57;23;58
S3705;PC;40;FERT;NORM;PEREIRA;0;12;30;24;36;69;43;43;43;43;FLOORING;B;12;17;7;17
S3446;PC;25;FERT;NORM;CALI;2.580;0;0;1.200;3.198;4.536;2.978;2.978;2.978;2.978;BUILDING FINISHING;B;1.634;2.307;2.967;2.407
S3446;PC;25;FERT;NORM;BARRANQUILLA;1.530;2.901;1.560;843;576;4.500;1.985;1.985;1.985;1.985;BUILDING FINISHING;B;1.620;2.376;3.055;2.479
S3446;PC;25;FERT;NORM;ORIENTE;780;1.020;600;300;660;1.011;729;729;729;729;BUILDING FINISHING;B;967;1.186;1.525;1.237
S3446;PC;25;FERT;NORM;MEDELLÍN;75;645;300;540;300;450;430;430;430;430;BUILDING FINISHING;B;440;500;644;522
S3446;PC;25;FERT;NORM;SANTANDER;450;0;0;300;1.200;600;700;700;700;700;BUILDING FINISHING;B;280;399;514;417
S3446;PC;25;FERT;NORM;PEREIRA;0;18;0;36;366;45;149;149;149;149;BUILDING FINISHING;B;49;62;80;65
S3446;PC;25;FERT;NORM;BOGOTÁ;0;0;3;0;0;0;1;1;1;1;BUILDING FINISHING;B;3;3;4;4
S902;PC;0,428;FERT;NORM;CALI;2.097;3.150;252;1.548;720;2.016;1.631;1.631;1.631;1.631;SEALING & BONDING;B;2.243;1.573;1.369;1.841
S902;PC;0,428;FERT;NORM;BOGOTÁ;1.329;2.253;1.890;1.590;2.160;1.260;1.747;1.747;1.747;1.747;SEALING & BONDING;B;2.169;1.440;1.253;1.685
S902;PC;0,428;FERT;NORM;MEDELLÍN;630;1.119;1.224;1.260;1.083;615;989;989;989;989;SEALING & BONDING;B;1.388;844;735;988
S902;PC;0,428;FERT;NORM;ORIENTE;108;396;324;324;267;468;353;353;353;353;SEALING & BONDING;B;563;404;351;472
S902;PC;0,428;FERT;NORM;BARRANQUILLA;108;264;684;252;288;180;296;296;296;296;SEALING & BONDING;B;387;266;231;311
S902;PC;0,428;FERT;NORM;PEREIRA;288;360;0;36;216;180;180;180;180;180;SEALING & BONDING;B;299;187;163;219
S4158;PC;50;FERT;NORM;CALI;3.315;3.915;5.046;5.460;5.700;5.778;5.646;5.646;5.646;5.646;BUILDING FINISHING;A;7.667;6.681;6.825;5.460
S4158;PC;50;FERT;NORM;MEDELLÍN;624;90;828;660;1.176;786;874;874;874;874;BUILDING FINISHING;A;1.677;1.353;1.382;1.105
S4158;PC;50;FERT;NORM;SANTANDER;123;180;438;1.323;0;0;441;441;441;441;BUILDING FINISHING;A;331;273;279;223
S4158;PC;50;FERT;NORM;ORIENTE;36;117;150;150;0;186;112;112;112;112;BUILDING FINISHING;A;126;125;127;102
S4158;PC;50;FERT;NORM;PEREIRA;108;24;60;36;12;0;40;40;40;40;BUILDING FINISHING;A;124;97;99;79
S4158;PC;50;FERT;NORM;BARRANQUILLA;0;15;0;0;0;150;50;50;50;50;BUILDING FINISHING;A;2;22;22;18
S4158;PC;50;FERT;NORM;BOGOTÁ;30;0;0;0;0;0;5;5;5;5;BUILDING FINISHING;A;7;6;6;5
S2718;PC;2;FERT;NORM;ORIENTE;2.640;1.380;1.290;3.510;1.920;2.160;2.530;2.530;2.530;2.530;BUILDING FINISHING;B;2.094;2.667;3.630;2.083
S2718;PC;2;FERT;NORM;CALI;216;882;1.116;954;1.110;966;1.010;1.010;1.010;1.010;BUILDING FINISHING;B;1.054;1.264;1.720;987
S2718;PC;2;FERT;NORM;BOGOTÁ;765;540;495;630;543;540;586;586;586;586;BUILDING FINISHING;B;435;534;727;417
S2718;PC;2;FERT;NORM;MEDELLÍN;336;300;120;918;132;540;530;530;530;530;BUILDING FINISHING;B;330;394;536;307
S2718;PC;2;FERT;NORM;PEREIRA;360;60;120;360;240;240;280;280;280;280;BUILDING FINISHING;B;311;345;470;270
S2718;PC;2;FERT;NORM;BARRANQUILLA;423;162;108;210;66;261;205;205;205;205;BUILDING FINISHING;B;220;246;335;192
S2718;PC;2;FERT;NORM;SANTANDER;0;0;0;0;0;0;0;0;0;0;BUILDING FINISHING;B;24;29;40;23
S2873;PC;1;FERT;NORM;BOGOTÁ;1.872;3.276;3.612;3.390;2.778;2.190;2.853;2.853;2.853;2.853;ROOFING;B;1.639;2.183;2.467;1.593
S2873;PC;1;FERT;NORM;ORIENTE;387;951;828;1.287;720;594;867;867;867;867;ROOFING;B;578;774;875;565
S2873;PC;1;FERT;NORM;CALI;414;540;1.047;828;1.083;1.080;997;997;997;997;ROOFING;B;552;753;850;549
S2873;PC;1;FERT;NORM;MEDELLÍN;216;504;468;684;756;576;672;672;672;672;ROOFING;B;273;382;432;279
S2873;PC;1;FERT;NORM;PEREIRA;0;180;288;360;252;504;372;372;372;372;ROOFING;B;261;382;431;278
S2873;PC;1;FERT;NORM;SANTANDER;0;0;0;0;0;0;0;0;0;0;ROOFING;B;63;8;9;6
S2873;PC;1;FERT;NORM;BARRANQUILLA;36;108;120;36;36;0;56;56;56;56;ROOFING;B;34;34;39;25
S4091;PC;1,75;HAWA;NORM;BOGOTÁ;1.026;3.720;3.765;624;3.492;978;2.268;2.268;2.268;2.268;SEALING & BONDING;A;1.436;1.816;2.596;1.584
S4091;PC;1,75;HAWA;NORM;ORIENTE;468;759;576;39;1.887;732;886;886;886;886;SEALING & BONDING;A;1.081;996;1.423;868
S4091;PC;1,75;HAWA;NORM;BARRANQUILLA;837;1.164;1.074;282;2.706;480;1.156;1.156;1.156;1.156;SEALING & BONDING;A;670;859;1.228;749
S4091;PC;1,75;HAWA;NORM;CALI;327;675;465;309;915;30;454;454;454;454;SEALING & BONDING;A;548;601;859;524
S4091;PC;1,75;HAWA;NORM;PEREIRA;210;156;447;69;450;198;255;255;255;255;SEALING & BONDING;A;187;245;350;214
S4091;PC;1,75;HAWA;NORM;MEDELLÍN;90;180;12;18;96;0;66;66;66;66;SEALING & BONDING;A;28;36;52;32
S4091;PC;1,75;HAWA;NORM;SANTANDER;0;102;0;0;0;0;17;17;17;17;SEALING & BONDING;A;13;16;23;14
S3908;PC;0,429;FERT;NORM;BOGOTÁ;0;0;2.691;4.722;4.350;7.938;5.670;5.670;5.670;5.670;SEALING & BONDING;A;4.716;0;0;5.363
S3908;PC;0,429;FERT;NORM;CALI;0;0;2.166;2.844;3.774;3.438;3.352;3.352;3.352;3.352;SEALING & BONDING;A;3.522;0;0;3.327
S3908;PC;0,429;FERT;NORM;MEDELLÍN;0;0;504;1.656;1.188;2.322;1.722;1.722;1.722;1.722;SEALING & BONDING;A;1.342;0;0;1.543
S3908;PC;0,429;FERT;NORM;PEREIRA;0;0;504;1.230;1.554;1.548;1.444;1.444;1.444;1.444;SEALING & BONDING;A;1.318;0;0;1.316
S3908;PC;0,429;FERT;NORM;ORIENTE;0;0;504;1.044;843;1.008;965;965;965;965;SEALING & BONDING;A;959;0;0;925
S3908;PC;0,429;FERT;NORM;BARRANQUILLA;0;0;0;0;144;504;216;216;216;216;SEALING & BONDING;A;58;0;0;176
S689;M2;1,36;FERT;NORM;SANTANDER;0;0;22.500;0;0;0;3.750;3.750;3.750;3.750;ROOFING;A;713;246;1.467;1.217
S689;M2;1,36;FERT;NORM;BOGOTÁ;1.500;300;9.000;3.600;0;0;2.400;2.400;2.400;2.400;ROOFING;A;760;262;1.565;1.298
S689;M2;1,36;FERT;NORM;ORIENTE;0;3.900;0;300;0;0;700;700;700;700;ROOFING;A;133;46;274;227
S689;M2;1,36;FERT;NORM;MEDELLÍN;2.100;450;450;750;0;0;625;625;625;625;ROOFING;A;157;48;284;235
S689;M2;1,36;FERT;NORM;BARRANQUILLA;0;0;0;0;0;0;0;0;0;0;ROOFING;A;138;48;284;235
S689;M2;1,36;FERT;NORM;CALI;0;300;300;0;0;0;100;100;100;100;ROOFING;A;19;7;39;32
S961;PC;4,4;FERT;NORM;BOGOTÁ;2.484;4.380;4.500;3.117;4.032;2.844;3.560;3.560;3.560;3.560;ROOFING;A;3.555;4.033;3.997;2.541
S961;PC;4,4;FERT;NORM;ORIENTE;564;552;660;816;648;708;724;724;724;724;ROOFING;A;697;809;802;510
S961;PC;4,4;FERT;NORM;CALI;84;504;216;276;348;300;308;308;308;308;ROOFING;A;357;384;381;242
S961;PC;4,4;FERT;NORM;MEDELLÍN;24;144;240;231;225;216;224;224;224;224;ROOFING;A;156;188;186;119
S961;PC;4,4;FERT;NORM;PEREIRA;204;120;240;195;132;204;183;183;183;183;ROOFING;A;191;213;211;134
S961;PC;4,4;FERT;NORM;BARRANQUILLA;156;204;12;24;84;144;104;104;104;104;ROOFING;A;116;137;135;86
S961;PC;4,4;FERT;NORM;SANTANDER;0;0;0;0;0;0;0;0;0;0;ROOFING;A;9;6;6;4
S901;PC;0,406;FERT;NORM;CALI;396;2.124;684;1.332;2.460;2.166;1.986;1.986;1.986;1.986;SEALING & BONDING;B;1.046;2.758;2.179;1.389
S901;PC;0,406;FERT;NORM;BOGOTÁ;363;1.407;1.971;465;396;492;849;849;849;849;SEALING & BONDING;B;740;1.726;1.364;869
S901;PC;0,406;FERT;NORM;PEREIRA;288;576;216;1.863;1.764;216;1.281;1.281;1.281;1.281;SEALING & BONDING;B;598;1.452;1.147;731
S901;PC;0,406;FERT;NORM;MEDELLÍN;144;756;504;540;252;324;420;420;420;420;SEALING & BONDING;B;411;960;758;483
S901;PC;0,406;FERT;NORM;BARRANQUILLA;324;180;288;147;360;396;301;301;301;301;SEALING & BONDING;B;302;455;360;229
S901;PC;0,406;FERT;NORM;ORIENTE;216;684;1.338;360;180;72;475;475;475;475;SEALING & BONDING;B;271;611;483;308
S385;PC;1,75;HAWA;NORM;ORIENTE;366;885;1.260;1.812;3.168;11.157;5.379;5.379;5.379;5.379;SEALING & BONDING;A;2.410;1.503;2.359;1.276
S385;PC;1,75;HAWA;NORM;BOGOTÁ;1.521;816;720;258;540;324;697;697;697;697;SEALING & BONDING;A;631;388;609;330
S385;PC;1,75;HAWA;NORM;CALI;168;252;372;36;753;201;330;330;330;330;SEALING & BONDING;A;358;222;349;189
S385;PC;1,75;HAWA;NORM;MEDELLÍN;198;0;102;156;225;-12;123;123;123;123;SEALING & BONDING;A;117;64;101;55
S385;PC;1,75;HAWA;NORM;PEREIRA;114;156;246;246;258;279;261;261;261;261;SEALING & BONDING;A;162;104;164;89
S385;PC;1,75;HAWA;NORM;SANTANDER;150;138;0;90;0;408;166;166;166;166;SEALING & BONDING;A;74;56;87;47
S385;PC;1,75;HAWA;NORM;BARRANQUILLA;75;6;33;27;105;42;58;58;58;58;SEALING & BONDING;A;50;30;48;26
S3909;PC;0,435;FERT;NORM;BOGOTÁ;0;0;3.804;3.627;2.958;510;2.365;2.365;2.365;2.365;SEALING & BONDING;A;0;0;0;2.596
S3909;PC;0,435;FERT;NORM;ORIENTE;0;0;1.476;4.824;756;1.224;2.268;2.268;2.268;2.268;SEALING & BONDING;A;0;0;0;1.972
S3909;PC;0,435;FERT;NORM;CALI;0;0;1.116;2.340;2.466;2.151;2.319;2.319;2.319;2.319;SEALING & BONDING;A;0;0;0;1.923
S3909;PC;0,435;FERT;NORM;PEREIRA;0;0;432;2.022;1.620;1.152;1.598;1.598;1.598;1.598;SEALING & BONDING;A;0;0;0;1.245
S3909;PC;0,435;FERT;NORM;MEDELLÍN;0;0;465;1.227;900;432;853;853;853;853;SEALING & BONDING;A;0;0;0;720
S3909;PC;0,435;FERT;NORM;BARRANQUILLA;0;0;144;918;495;540;651;651;651;651;SEALING & BONDING;A;0;0;0;499
S675;PC;25;FERT;NORM;MEDELLÍN;867;1.551;1.146;792;1.038;1.485;1.147;1.147;1.147;1.147;ENG REFURBISHMENT;A;1.092;1.130;1.469;864
S675;PC;25;FERT;NORM;ORIENTE;810;903;888;408;1.008;1.251;889;889;889;889;ENG REFURBISHMENT;A;746;837;1.089;640
S675;PC;25;FERT;NORM;BOGOTÁ;519;1.125;801;750;795;618;768;768;768;768;ENG REFURBISHMENT;A;809;831;1.080;635
S675;PC;25;FERT;NORM;BARRANQUILLA;933;846;894;1.074;387;363;750;750;750;750;ENG REFURBISHMENT;A;635;665;865;508
S675;PC;25;FERT;NORM;CALI;240;390;270;360;252;447;353;353;353;353;ENG REFURBISHMENT;A;405;434;565;332
S675;PC;25;FERT;NORM;PEREIRA;315;231;249;285;426;423;378;378;378;378;ENG REFURBISHMENT;A;330;348;452;266
S4327;PC;1;FERT;NORM;MEDELLÍN;585;1.446;1.560;1.590;1.140;870;1.200;1.200;1.200;1.200;CONCRETE.;B;1.239;1.525;0;0
S4327;PC;1;FERT;NORM;BOGOTÁ;2.229;765;309;1.404;690;546;991;991;991;991;CONCRETE.;B;578;750;0;0
S4327;PC;1;FERT;NORM;ORIENTE;660;1.110;1.050;150;210;480;610;610;610;610;CONCRETE.;B;366;485;0;0
S4327;PC;1;FERT;NORM;CALI;345;306;720;120;93;1.110;449;449;449;449;CONCRETE.;B;313;0;0;0
S4327;PC;1;FERT;NORM;BARRANQUILLA;660;408;270;270;426;0;339;339;339;339;CONCRETE.;B;241;300;0;0
S4327;PC;1;FERT;NORM;PEREIRA;390;360;222;270;309;930;503;503;503;503;CONCRETE.;B;176;0;0;0
S89;PC;3,5;FERT;NORM;BARRANQUILLA;2.112;960;3.060;3.768;4.896;2.352;3.672;3.672;3.672;3.672;ROOFING;B;1.380;1.816;1.771;1.047
S89;PC;3,5;FERT;NORM;BOGOTÁ;552;1.476;1.596;1.200;696;876;1.066;1.066;1.066;1.066;ROOFING;B;643;878;856;506
S89;PC;3,5;FERT;NORM;MEDELLÍN;240;492;768;564;840;468;624;624;624;624;ROOFING;B;312;416;406;240
S89;PC;3,5;FERT;NORM;CALI;312;144;540;1.086;603;105;598;598;598;598;ROOFING;B;291;382;372;220
S89;PC;3,5;FERT;NORM;ORIENTE;132;300;264;312;168;204;230;230;230;230;ROOFING;B;160;218;212;125
S89;PC;3,5;FERT;NORM;PEREIRA;12;72;66;84;72;120;92;92;92;92;ROOFING;B;33;48;47;28
S4265;PC;2;FERT;ERLA;BARRANQUILLA;684;873;1.899;1.095;1.152;882;1.098;1.098;1.098;1.098;ENG REFURBISHMENT;A;1.200;1.103;1.331;667
S4265;PC;2;FERT;ERLA;PEREIRA;1.488;624;936;966;1.494;1.743;1.401;1.401;1.401;1.401;ENG REFURBISHMENT;A;1.276;1.301;1.569;786
S4265;PC;2;FERT;ERLA;BOGOTÁ;939;1.269;987;912;939;603;942;942;942;942;ENG REFURBISHMENT;A;1.064;1.047;1.264;633
S4265;PC;2;FERT;ERLA;CALI;777;1.002;390;1.254;819;1.023;1.032;1.032;1.032;1.032;ENG REFURBISHMENT;A;1.054;1.069;1.289;646
S4265;PC;2;FERT;ERLA;ORIENTE;180;246;288;189;180;36;187;187;187;187;ENG REFURBISHMENT;A;317;279;337;169
S4265;PC;2;FERT;ERLA;MEDELLÍN;36;36;21;12;60;24;32;32;32;32;ENG REFURBISHMENT;A;49;35;43;21
S4265;PC;2;FERT;ERLA;SANTANDER;0;0;0;0;0;0;0;0;0;0;ENG REFURBISHMENT;A;8;8;10;5
S4113;PC;4,5;FERT;NORM;MEDELLÍN;1.206;1.854;1.620;1.458;1.548;1.518;1.534;1.534;1.534;1.534;CONCRETE.;A;1.289;1.618;1.688;1.069
S4113;PC;4,5;FERT;NORM;BARRANQUILLA;1.248;1.002;810;822;507;690;847;847;847;847;CONCRETE.;A;854;1.054;1.100;697
S4113;PC;4,5;FERT;NORM;CALI;471;846;678;270;354;456;513;513;513;513;CONCRETE.;A;676;802;836;530
S4113;PC;4,5;FERT;NORM;ORIENTE;282;414;108;252;162;180;233;233;233;233;CONCRETE.;A;453;479;500;316
S4113;PC;4,5;FERT;NORM;BOGOTÁ;360;342;324;183;144;222;263;263;263;263;CONCRETE.;A;412;472;492;312
S4113;PC;4,5;FERT;NORM;PEREIRA;234;162;180;72;144;216;168;168;168;168;CONCRETE.;A;207;248;259;164
S4113;PC;4,5;FERT;NORM;SANTANDER;0;18;0;36;0;0;12;12;12;12;CONCRETE.;A;11;10;10;7
S4323;M;0,016;FERT;NORM;PEREIRA;0;0;0;0;11.895;0;3.965;3.965;3.965;3.965;SEALING & BONDING;C;447;2.390;1.701;1.431
S4323;M;0,016;FERT;NORM;BARRANQUILLA;1.554;2.331;6.216;0;-3.876;1.137;1.227;1.227;1.227;1.227;SEALING & BONDING;C;325;1.982;1.410;1.187
S4323;M;0,016;FERT;NORM;MEDELLÍN;300;0;0;7.770;0;0;2.590;2.590;2.590;2.590;SEALING & BONDING;C;349;1.967;1.400;1.177
S4323;M;0,016;FERT;NORM;BOGOTÁ;3.108;0;0;1.500;0;789;900;900;900;900;SEALING & BONDING;C;188;1.183;842;708
S4323;M;0,016;FERT;NORM;ORIENTE;0;0;0;0;1.500;777;759;759;759;759;SEALING & BONDING;C;110;749;533;448
S4323;M;0,016;FERT;NORM;CALI;0;0;0;0;0;0;0;0;0;0;SEALING & BONDING;C;167;813;579;487
S4323;M;0,016;FERT;NORM;SANTANDER;0;0;0;0;0;0;0;0;0;0;SEALING & BONDING;C;41;233;166;140
S4143;KG;1;FERT;YBLK;CALI;3.000;3.000;3.300;0;0;0;1.550;1.550;1.550;1.550;CONCRETE.;C;5.008;4.651;3.767;2.761
S4143;KG;1;FERT;YBLK;ORIENTE;15;2.100;30;0;0;0;358;358;358;358;CONCRETE.;C;1.459;1.454;1.177;863
S4143;KG;1;FERT;YBLK;BOGOTÁ;0;0;0;0;0;60;20;20;20;20;CONCRETE.;C;793;790;640;469
S4143;KG;1;FERT;YBLK;BARRANQUILLA;30;0;0;0;0;3.012;1.004;1.004;1.004;1.004;CONCRETE.;C;3;312;253;185
S4143;KG;1;FERT;YBLK;PEREIRA;0;0;0;0;0;0;0;0;0;0;CONCRETE.;C;309;308;249;183
S911;PC;25;FERT;NORM;CALI;693;1.461;1.401;564;1.797;1.779;1.380;1.380;1.380;1.380;BUILDING FINISHING;A;820;1.105;1.128;601
S911;PC;25;FERT;NORM;PEREIRA;1.911;714;135;270;177;777;664;664;664;664;BUILDING FINISHING;A;833;1.057;1.079;575
S911;PC;25;FERT;NORM;MEDELLÍN;1.056;486;546;0;912;1.080;680;680;680;680;BUILDING FINISHING;A;402;568;580;309
S911;PC;25;FERT;NORM;BOGOTÁ;666;6;1.281;678;1.431;1.758;1.289;1.289;1.289;1.289;BUILDING FINISHING;A;458;679;693;369
S911;PC;25;FERT;NORM;BARRANQUILLA;165;1.731;195;798;537;60;581;581;581;581;BUILDING FINISHING;A;378;466;476;254
S911;PC;25;FERT;NORM;ORIENTE;132;273;639;750;792;516;686;686;686;686;BUILDING FINISHING;A;299;392;400;213
S911;PC;25;FERT;NORM;SANTANDER;0;72;123;0;0;660;220;220;220;220;BUILDING FINISHING;A;29;99;101;54
S4172;PC;1,5;FERT;NORM;BOGOTÁ;468;2.016;684;1.548;1.944;1.014;1.502;1.502;1.502;1.502;BUILDING FINISHING;B;860;1.953;2.671;3.078
S4172;PC;1,5;FERT;NORM;CALI;1.140;1.080;1.800;720;1.332;1.896;1.328;1.328;1.328;1.328;BUILDING FINISHING;B;676;1.580;2.162;2.491
S4172;PC;1,5;FERT;NORM;ORIENTE;1.152;1.008;504;972;1.080;1.692;1.248;1.248;1.248;1.248;BUILDING FINISHING;B;747;1.745;2.388;2.751
S4172;PC;1,5;FERT;NORM;BARRANQUILLA;909;432;306;582;1.686;783;1.017;1.017;1.017;1.017;BUILDING FINISHING;B;460;1.052;1.439;1.657
S4172;PC;1,5;FERT;NORM;PEREIRA;324;576;216;288;468;792;516;516;516;516;BUILDING FINISHING;B;231;572;782;901
S4172;PC;1,5;FERT;NORM;MEDELLÍN;0;0;0;144;324;-288;60;60;60;60;BUILDING FINISHING;B;56;117;160;184
S4172;PC;1,5;FERT;NORM;SANTANDER;0;108;0;72;0;0;30;30;30;30;BUILDING FINISHING;B;10;21;28;32
S1166;PC;0,435;FERT;NORM;BOGOTÁ;4.599;2.169;1.998;2.271;1.242;648;2.155;2.155;2.155;2.155;SEALING & BONDING;A;5.969;2.682;2.293;2.990
S1166;PC;0,435;FERT;NORM;MEDELLÍN;396;504;828;804;498;216;541;541;541;541;SEALING & BONDING;A;917;419;358;467
S1166;PC;0,435;FERT;NORM;CALI;180;252;684;435;303;387;375;375;375;375;SEALING & BONDING;A;926;434;371;484
S1166;PC;0,435;FERT;NORM;BARRANQUILLA;447;93;252;135;129;108;194;194;194;194;SEALING & BONDING;A;753;321;274;357
S1166;PC;0,435;FERT;NORM;ORIENTE;306;264;342;516;168;0;266;266;266;266;SEALING & BONDING;A;678;282;241;315
S1166;PC;0,435;FERT;NORM;PEREIRA;36;36;360;204;144;108;152;152;152;152;SEALING & BONDING;A;394;130;111;145
S1166;PC;0,435;FERT;NORM;SANTANDER;0;0;0;0;0;0;0;0;0;0;SEALING & BONDING;A;24;11;10;12
S3757;PC;2;FERT;NORM;BOGOTÁ;4.446;2.382;3.060;2.760;1.929;1.530;2.685;2.685;2.685;2.685;WATERPROOFING;C;2.753;2.740;2.835;2.931
S3757;PC;2;FERT;NORM;BARRANQUILLA;390;780;360;420;1.200;600;740;740;740;740;WATERPROOFING;C;597;643;665;687
S3757;PC;2;FERT;NORM;MEDELLÍN;240;0;60;0;60;60;70;70;70;70;WATERPROOFING;C;90;94;97;100
S3757;PC;2;FERT;NORM;ORIENTE;360;300;120;60;240;540;280;280;280;280;WATERPROOFING;C;300;305;316;326
S3757;PC;2;FERT;NORM;CALI;120;60;120;0;60;186;91;91;91;91;WATERPROOFING;C;101;111;115;119
S3757;PC;2;FERT;NORM;PEREIRA;60;0;0;420;180;120;240;240;240;240;WATERPROOFING;C;90;100;103;107
S3757;PC;2;FERT;NORM;SANTANDER;0;120;0;0;0;0;20;20;20;20;WATERPROOFING;C;30;29;30;31
S4134;PC;0,25;FERT;NORM;BOGOTÁ;936;1.650;1.512;1.440;1.548;1.161;1.383;1.383;1.383;1.383;ENG REFURBISHMENT;B;1.469;1.650;1.909;918
S4134;PC;0,25;FERT;NORM;MEDELLÍN;1.008;1.692;1.224;1.332;1.371;1.404;1.369;1.369;1.369;1.369;ENG REFURBISHMENT;B;1.379;1.569;1.815;873
S4134;PC;0,25;FERT;NORM;CALI;648;936;666;1.338;1.008;1.080;1.142;1.142;1.142;1.142;ENG REFURBISHMENT;B;1.029;1.183;1.368;658
S4134;PC;0,25;FERT;NORM;ORIENTE;792;252;342;396;288;324;399;399;399;399;ENG REFURBISHMENT;B;465;503;582;280
