SGAN;Presentación;Peso Neto (kg);Tipo;Categoría;Regional;mar-24;abr-24;may-24;jun-24;jul-24;ago-24;Septiembre;Octubre;Noviembre;Diciembre;Target Market;Tipo ABC;Septiembre;Octubre;Noviembre;Diciembre
S681;KG;1;FERT;YBLK;BARRANQUILLA;6.000;36.300;16.800;0;8.400;6.048;12.258;12.258;12.258;12.258;CONCRETE.;A;20.753;15.598;15.598;15.598
S681;KG;1;FERT;YBLK;SANTANDER;3.000;0;6.900;3.000;3.000;3.150;3.175;3.175;3.175;3.175;CONCRETE.;A;6.494;5.997;5.997;5.997
S681;KG;1;FERT;YBLK;CALI;0;3.000;0;0;3.000;0;1.000;1.000;1.000;1.000;CONCRETE.;A;2.727;2.410;2.410;2.410
S3814;KG;1;FERT;YBLK;BOGOTÁ;78.000;93.600;98.400;100.800;108.900;112.215;107.305;107.305;107.305;107.305;CONCRETE.;A;105.000;105.000;105.000;105.000
S3814;KG;1;FERT;YBLK;BARRANQUILLA;52.950;54.120;46.770;48.750;60.330;41.760;50.780;50.780;50.780;50.780;CONCRETE.;A;63.000;63.000;63.000;63.000
S3814;KG;1;FERT;YBLK;ORIENTE;0;5.400;0;4.500;0;0;1.650;1.650;1.650;1.650;CONCRETE.;A;6.000;6.000;6.000;6.000
S3814;KG;1;FERT;YBLK;SANTANDER;0;0;9.000;0;0;13.500;4.500;4.500;4.500;4.500;CONCRETE.;A;4.500;4.500;4.500;4.500
S477;KG;1;FERT;YBLK;CALI;122.400;141.300;123.900;119.100;103.800;133.440;123.990;123.990;123.990;123.990;CONCRETE.;A;105.000;75.000;37.500;19.500
S477;KG;1;FERT;YBLK;PEREIRA;53.100;39.300;30.900;25.800;38.700;34.800;37.100;37.100;37.100;37.100;CONCRETE.;A;36.000;36.000;18.000;9.000
S791;KG;1;FERT;YBLK;MEDELLÍN;66.000;28.500;82.500;154.500;130.500;135.000;140.000;140.000;140.000;140.000;CONCRETE.;A;141.000;141.000;141.000;141.000
S791;KG;1;FERT;YBLK;ORIENTE;54.000;90.000;78.000;54.000;54.000;48.000;63.000;63.000;63.000;63.000;CONCRETE.;A;54.000;54.000;48.000;48.000
S3604;KG;1;FERT;YBLK;BARRANQUILLA;161.310;159.000;152.250;135.900;130.530;192.000;155.165;155.165;155.165;155.165;CONCRETE.;A;120.000;120.000;15.000;0
S3661;KG;1;FERT;YBLK;BARRANQUILLA;131.820;141.180;130.170;102.030;112.620;163.020;130.140;130.140;130.140;130.140;CONCRETE.;A;126.000;90.000;18.000;0
S86;PC;50;FERT;NORM;ORIENTE;76.833;57.597;54.552;74.442;80.148;83.883;79.491;79.491;79.491;79.491;BUILDING FINISHING;A;77.599;83.711;84.658;75.090
S86;PC;50;FERT;NORM;CALI;21.390;28.722;27.435;31.470;30.597;32.343;31.470;31.470;31.470;31.470;BUILDING FINISHING;A;37.011;38.672;39.109;34.689
S86;PC;50;FERT;NORM;BARRANQUILLA;7.074;11.829;12.789;14.802;10.926;9.387;11.705;11.705;11.705;11.705;BUILDING FINISHING;A;13.294;13.585;13.738;12.186
S86;PC;50;FERT;NORM;PEREIRA;5.721;8.829;9.438;7.149;5.850;8.883;7.645;7.645;7.645;7.645;BUILDING FINISHING;A;10.647;6.000;6.000;6.000
S86;PC;50;FERT;NORM;BOGOTÁ;3.387;7.401;6.942;7.665;7.419;11.016;8.700;8.700;8.700;8.700;BUILDING FINISHING;A;6.714;7.765;7.852;6.965
S86;PC;50;FERT;NORM;SANTANDER;1.377;4.500;6.777;5.550;6.207;4.080;5.279;5.279;5.279;5.279;BUILDING FINISHING;A;6.062;5.990;6.057;5.373
S86;PC;50;FERT;NORM;MEDELLÍN;1.140;3.189;1.662;1.185;333;744;1.376;1.376;1.376;1.376;BUILDING FINISHING;A;1.783;1.605;1.623;1.440
S2858;PC;25;FERT;NORM;BARRANQUILLA;25.296;34.764;20.688;42.444;38.016;38.022;39.494;39.494;39.494;39.494;BUILDING FINISHING;A;35.984;44.859;46.467;48.075
S2858;PC;25;FERT;NORM;BOGOTÁ;28.557;32.811;39.171;34.194;50.841;56.016;47.017;47.017;47.017;47.017;BUILDING FINISHING;A;30.227;40.722;42.182;43.642
S2858;PC;25;FERT;NORM;SANTANDER;26.880;32.880;12.240;24.930;35.280;22.380;27.530;27.530;27.530;27.530;BUILDING FINISHING;A;27.571;33.155;34.344;35.532
S2858;PC;25;FERT;NORM;MEDELLÍN;13.050;15.840;17.130;11.622;15.387;20.832;15.947;15.947;15.947;15.947;BUILDING FINISHING;A;13.013;16.938;17.545;18.153
S2858;PC;25;FERT;NORM;ORIENTE;8.310;7.956;5.430;9.000;9.570;11.670;10.080;10.080;10.080;10.080;BUILDING FINISHING;A;9.656;11.417;11.827;12.236
S2858;PC;25;FERT;NORM;CALI;8.166;2.895;9.960;4.650;4.860;7.695;6.371;6.371;6.371;6.371;BUILDING FINISHING;A;6.591;8.652;8.962;9.272
S2858;PC;25;FERT;NORM;PEREIRA;177;555;180;90;2.595;420;1.035;1.035;1.035;1.035;BUILDING FINISHING;A;1.197;1.372;1.421;1.470
S3237;KG;1;FERT;YBLK;MEDELLÍN;82.500;135.000;94.500;113.100;141.900;114.000;123.000;123.000;123.000;123.000;CONCRETE.;A;150.000;150.000;150.000;150.000
S3237;KG;1;FERT;YBLK;PEREIRA;0;20.520;6.000;9.000;19.500;9.000;12.500;12.500;12.500;12.500;CONCRETE.;A;19.500;19.500;19.500;19.500
S3237;KG;1;FERT;YBLK;CALI;0;0;180;0;3.000;0;1.000;1.000;1.000;1.000;CONCRETE.;A;30.000;60.000;90.000;105.000
S3237;KG;1;FERT;YBLK;BOGOTÁ;0;0;0;0;0;0;0;0;0;0;CONCRETE.;A;8;6;7;7
S3019;KG;1;FERT;YBLK;BOGOTÁ;113.700;35.100;4.500;7.500;2.100;5.400;28.050;28.050;28.050;28.050;CONCRETE.;A;1.743;4.501;4.352;4.208
S3019;KG;1;FERT;YBLK;ORIENTE;9.000;28.500;0;9.000;0;0;7.750;7.750;7.750;7.750;CONCRETE.;A;224;548;530;512
S3742;KG;1;FERT;YBLK;SANTANDER;30.000;54.300;51.000;63.000;75.000;69.900;69.300;69.300;69.300;69.300;CONCRETE.;A;60.000;60.000;60.000;60.000
S3742;KG;1;FERT;YBLK;PEREIRA;18.000;27.000;9.000;22.500;7.500;10.500;15.750;15.750;15.750;15.750;CONCRETE.;A;21.000;21.000;21.000;21.000
S3742;KG;1;FERT;YBLK;ORIENTE;4.515;9.210;15.030;9.000;12.300;22.560;14.620;14.620;14.620;14.620;CONCRETE.;A;18.000;18.000;18.000;9.000
S3742;KG;1;FERT;YBLK;MEDELLÍN;6.075;16.500;31.710;7.740;6.000;22.500;15.088;15.088;15.088;15.088;CONCRETE.;A;21.000;21.000;21.000;21.000
S3742;KG;1;FERT;YBLK;BOGOTÁ;0;30;210;9.000;165;3.330;4.165;4.165;4.165;4.165;CONCRETE.;A;15.000;15.000;15.000;7.500
S3742;KG;1;FERT;YBLK;BARRANQUILLA;0;180;0;0;6.000;6.000;4.000;4.000;4.000;4.000;CONCRETE.;A;6.000;6.000;6.000;6.000
S4321;M;0,005;FERT;NORM;BARRANQUILLA;57.669;24.606;6.582;32.703;11.697;17.955;25.202;25.202;25.202;25.202;SEALING & BONDING;B;38.818;44.369;23.472;32.066
S4321;M;0,005;FERT;NORM;ORIENTE;32.910;92.148;0;32.946;11.202;3.591;28.800;28.800;28.800;28.800;SEALING & BONDING;B;24.951;29.638;15.679;21.419
S4321;M;0,005;FERT;NORM;BOGOTÁ;14.493;15.204;19.305;10.554;45.858;13.395;23.269;23.269;23.269;23.269;SEALING & BONDING;B;17.970;22.420;11.861;16.203
S4321;M;0,005;FERT;NORM;MEDELLÍN;16.455;3.291;13.056;1.050;3.000;0;6.142;6.142;6.142;6.142;SEALING & BONDING;B;18.517;21.445;11.345;15.499
S4321;M;0,005;FERT;NORM;CALI;9.561;0;6.582;28.473;2.766;7.566;12.935;12.935;12.935;12.935;SEALING & BONDING;B;9.518;12.125;6.414;8.763
S4321;M;0,005;FERT;NORM;PEREIRA;0;3.291;0;300;240;3.291;1.277;1.277;1.277;1.277;SEALING & BONDING;B;4.370;5.559;2.941;4.018
S4321;M;0,005;FERT;NORM;SANTANDER;0;90;0;0;0;0;15;15;15;15;SEALING & BONDING;B;380;450;238;326
S3499;KG;1;FERT;YBLK;BARRANQUILLA;22.020;34.980;39.810;49.020;37.320;35.760;40.700;40.700;40.700;40.700;CONCRETE.;A;45.581;40.134;35.766;30.997
S3499;KG;1;FERT;YBLK;CALI;36.600;40.800;39.300;19.500;27.600;18.600;30.400;30.400;30.400;30.400;CONCRETE.;A;43.325;35.080;31.262;27.094
S3499;KG;1;FERT;YBLK;PEREIRA;11.400;12.000;9.000;3.300;9.600;6.900;8.700;8.700;8.700;8.700;CONCRETE.;A;5.625;5.118;4.561;3.953
S947;PC;0,471;FERT;NORM;BOGOTÁ;58.572;64.572;75.012;77.400;76.656;46.191;66.749;66.749;66.749;66.749;SEALING & BONDING;A;80.012;51.734;41.283;70.151
S947;PC;0,471;FERT;NORM;ORIENTE;11.487;17.028;14.622;24.228;18.792;14.292;19.104;19.104;19.104;19.104;SEALING & BONDING;A;21.040;14.381;11.476;19.501
S947;PC;0,471;FERT;NORM;CALI;9.528;12.837;4.608;11.916;12.930;14.181;13.009;13.009;13.009;13.009;SEALING & BONDING;A;11.743;8.674;6.921;11.761
S947;PC;0,471;FERT;NORM;PEREIRA;8.685;6.192;8.505;13.752;11.772;15.300;13.608;13.608;13.608;13.608;SEALING & BONDING;A;13.486;9.867;7.873;13.379
S947;PC;0,471;FERT;NORM;MEDELLÍN;1.260;2.364;2.982;4.392;3.603;3.672;3.889;3.889;3.889;3.889;SEALING & BONDING;A;3.286;2.343;1.870;3.177
S947;PC;0,471;FERT;NORM;BARRANQUILLA;1.602;2.253;2.373;2.763;2.778;1.848;2.463;2.463;2.463;2.463;SEALING & BONDING;A;2.499;1.727;1.378;2.341
S947;PC;0,471;FERT;NORM;SANTANDER;0;0;0;0;0;0;0;0;0;0;SEALING & BONDING;A;9;6;5;8
S3652;KG;1;FERT;YBLK;MEDELLÍN;43.515;39.000;49.500;49.710;31.500;36.000;41.538;41.538;41.538;41.538;CONCRETE.;A;45.000;45.000;45.000;45.000
S3652;KG;1;FERT;YBLK;SANTANDER;30.000;38.100;24.000;39.000;25.500;36.000;33.500;33.500;33.500;33.500;CONCRETE.;A;30.000;30.000;30.000;30.000
S3652;KG;1;FERT;YBLK;PEREIRA;9.000;15.000;3.000;16.500;7.500;13.500;12.500;12.500;12.500;12.500;CONCRETE.;A;9.000;9.000;9.000;9.000
S3652;KG;1;FERT;YBLK;CALI;6.000;3.000;6.000;4.500;15.465;13.500;11.155;11.155;11.155;11.155;CONCRETE.;A;15.000;15.000;15.000;15.000
S3652;KG;1;FERT;YBLK;ORIENTE;8.415;4.710;3.000;9.000;4.500;7.500;7.000;7.000;7.000;7.000;CONCRETE.;A;6.000;6.000;6.000;6.000
S3652;KG;1;FERT;YBLK;BARRANQUILLA;15;0;0;0;0;0;3;3;3;3;CONCRETE.;A;1;2;2;2
S1285;PC;0,288;HAWA;NORM;BARRANQUILLA;13.644;22.176;36.108;18.504;26.280;28.080;24.288;24.288;24.288;24.288;INDUSTRY;A;19.070;25.348;21.611;18.822
S1285;PC;0,288;HAWA;NORM;MEDELLÍN;18.072;18.972;9.072;17.784;30.384;8.136;18.768;18.768;18.768;18.768;INDUSTRY;A;12.506;15.956;13.604;11.849
S1285;PC;0,288;HAWA;NORM;BOGOTÁ;3.852;16.596;13.707;6.084;7.128;11.412;9.797;9.797;9.797;9.797;INDUSTRY;A;7.433;10.306;8.787;7.653
S1285;PC;0,288;HAWA;NORM;CALI;13.293;8.937;8.208;10.620;12.492;9.015;10.709;10.709;10.709;10.709;INDUSTRY;A;9.283;10.881;9.277;8.080
S1285;PC;0,288;HAWA;NORM;ORIENTE;0;2.448;4.140;3.564;144;4.536;2.748;2.748;2.748;2.748;INDUSTRY;A;2.208;3.005;2.562;2.232
S1285;PC;0,288;HAWA;NORM;SANTANDER;0;0;0;0;0;0;0;0;0;0;INDUSTRY;A;233;305;260;227
S1285;PC;0,288;HAWA;NORM;PEREIRA;36;72;0;1.224;0;1.944;1.056;1.056;1.056;1.056;INDUSTRY;A;456;360;360;360
S3071;KG;1;FERT;YBLK;BARRANQUILLA;66.009;81.630;59.520;56.640;40.380;66.270;61.742;61.742;61.742;61.742;CONCRETE.;A;74.839;67.251;37.117;47.648
S3071;KG;1;FERT;YBLK;BOGOTÁ;3.000;4.800;0;60;4.800;4.800;3.220;3.220;3.220;3.220;CONCRETE.;A;4.500;4.500;4.500;4.500
S3071;KG;1;FERT;YBLK;ORIENTE;0;0;0;0;0;0;0;0;0;0;CONCRETE.;A;3.300;3.300;3.300;3.300
S3071;KG;1;FERT;YBLK;CALI;0;3.000;0;0;15.594;2.100;5.898;5.898;5.898;5.898;CONCRETE.;A;3.300;3.300;3.300;3.300
S3071;KG;1;FERT;YBLK;PEREIRA;0;3.000;3.000;3.300;3.300;0;2.200;2.200;2.200;2.200;CONCRETE.;A;3.000;3.000;3.300;3.000
S954;PC;0,471;FERT;NORM;BOGOTÁ;46.197;51.918;41.460;70.965;57.102;34.380;54.149;54.149;54.149;54.149;SEALING & BONDING;A;54.383;46.547;65.826;42.438
S954;PC;0,471;FERT;NORM;PEREIRA;6.696;4.788;4.608;13.680;10.332;13.545;12.519;12.519;12.519;12.519;SEALING & BONDING;A;10.509;10.473;14.811;9.549
S954;PC;0,471;FERT;NORM;CALI;5.565;9.117;9.183;6.486;16.248;13.806;12.180;12.180;12.180;12.180;SEALING & BONDING;A;8.950;9.000;12.728;8.206
S954;PC;0,471;FERT;NORM;ORIENTE;6.879;8.280;8.196;10.452;9.336;5.652;8.480;8.480;8.480;8.480;SEALING & BONDING;A;9.874;8.805;12.452;8.028
S954;PC;0,471;FERT;NORM;MEDELLÍN;1.368;2.784;1.977;6.087;4.053;3.888;4.676;4.676;4.676;4.676;SEALING & BONDING;A;3.329;3.146;4.449;2.869
S954;PC;0,471;FERT;NORM;BARRANQUILLA;39;396;144;231;174;360;255;255;255;255;SEALING & BONDING;A;295;270;382;246
S954;PC;0,471;FERT;NORM;SANTANDER;0;108;-36;0;0;0;12;12;12;12;SEALING & BONDING;A;12;11;15;10
S852;KG;1;FERT;YBLK;MEDELLÍN;46.800;61.500;66.000;46.500;51.000;51.900;53.950;53.950;53.950;53.950;CONCRETE.;A;69.419;87.026;59.878;57.216
S852;KG;1;FERT;YBLK;CALI;15.600;10.302;18.000;25.500;39.186;66.600;43.762;43.762;43.762;43.762;CONCRETE.;A;14.873;26.843;18.469;17.648
S852;KG;1;FERT;YBLK;PEREIRA;3.000;6.000;0;0;3.300;0;2.050;2.050;2.050;2.050;CONCRETE.;A;6.000;3.515;2.418;2.311
S87;PC;25;FERT;NORM;SANTANDER;40.800;53.040;44.940;61.560;40.920;40.800;47.760;47.760;47.760;47.760;BUILDING FINISHING;A;48.278;60.544;53.752;42.834
S87;PC;25;FERT;NORM;ORIENTE;6.210;4.398;4.431;11.619;6.216;7.815;8.550;8.550;8.550;8.550;BUILDING FINISHING;A;7.224;9.427;8.369;6.669
S87;PC;25;FERT;NORM;CALI;6.942;5.526;7.353;3.069;5.637;5.457;5.664;5.664;5.664;5.664;BUILDING FINISHING;A;5.280;6.842;6.075;4.841
S87;PC;25;FERT;NORM;MEDELLÍN;2.181;2.745;1.983;2.220;2.220;2.070;2.237;2.237;2.237;2.237;BUILDING FINISHING;A;2.223;2.690;2.388;1.903
S87;PC;25;FERT;NORM;PEREIRA;2.166;1.287;324;1.311;1.248;2.256;1.605;1.605;1.605;1.605;BUILDING FINISHING;A;1.484;1.986;1.763;1.405
S87;PC;25;FERT;NORM;BARRANQUILLA;198;408;1.476;126;654;36;483;483;483;483;BUILDING FINISHING;A;635;809;718;572
S87;PC;25;FERT;NORM;BOGOTÁ;186;18;237;0;39;369;142;142;142;142;BUILDING FINISHING;A;278;347;308;246
S4324;M;0,001;FERT;NORM;BARRANQUILLA;4.950;21.675;11.700;16.065;24.225;16.380;18.890;18.890;18.890;18.890;SEALING & BONDING;B;19.854;29.000;21.657;32.197
S4324;M;0,001;FERT;NORM;BOGOTÁ;3.000;12.150;6.522;6.555;32.400;11.100;16.685;16.685;16.685;16.685;SEALING & BONDING;B;12.497;19.254;14.379;21.378
S4324;M;0,001;FERT;NORM;CALI;32.598;5.136;11.865;5.100;5.100;13.200;12.167;12.167;12.167;12.167;SEALING & BONDING;B;10.223;16.509;12.329;18.330
S4324;M;0,001;FERT;NORM;ORIENTE;13.200;0;0;21.600;10.200;9.450;13.750;13.750;13.750;13.750;SEALING & BONDING;B;11.428;17.815;13.304;19.779
S4324;M;0,001;FERT;NORM;PEREIRA;0;0;0;10.200;5.100;5.100;6.800;6.800;6.800;6.800;SEALING & BONDING;B;4.241;6.306;4.709;7.001
S4324;M;0,001;FERT;NORM;SANTANDER;0;0;0;15.300;0;0;5.100;5.100;5.100;5.100;SEALING & BONDING;B;1.196;1.778;1.328;1.974
S4324;M;0,001;FERT;NORM;MEDELLÍN;0;0;0;0;0;0;0;0;0;0;SEALING & BONDING;B;97;144;108;160
S615;PC;27;FERT;NORM;BARRANQUILLA;42.480;49.275;18.348;15.750;105;0;20.993;20.993;20.993;20.993;BUILDING FINISHING;A;15.679;0;0;0
S615;PC;27;FERT;NORM;ORIENTE;17.478;16.293;12.207;2.910;0;0;8.148;8.148;8.148;8.148;BUILDING FINISHING;A;5.787;0;0;0
S615;PC;27;FERT;NORM;SANTANDER;17.775;14.730;17.910;3.300;0;0;8.953;8.953;8.953;8.953;BUILDING FINISHING;A;5.311;0;0;0
S615;PC;27;FERT;NORM;PEREIRA;11.700;7.299;16.521;153;0;0;5.946;5.946;5.946;5.946;BUILDING FINISHING;A;5.379;0;0;0
S615;PC;27;FERT;NORM;CALI;3.354;6.468;3.219;879;285;-72;2.356;2.356;2.356;2.356;BUILDING FINISHING;A;1.843;0;0;0
S615;PC;27;FERT;NORM;BOGOTÁ;3.381;6.264;786;465;3;0;1.817;1.817;1.817;1.817;BUILDING FINISHING;A;1.236;0;0;0
S615;PC;27;FERT;NORM;MEDELLÍN;942;1.341;729;888;0;0;650;650;650;650;BUILDING FINISHING;A;454;0;0;0
S3651;KG;1;FERT;YBLK;MEDELLÍN;49.500;24.000;38.400;31.500;67.500;27.000;42.000;42.000;42.000;42.000;CONCRETE.;A;51.747;72.217;61.358;66.653
S3651;KG;1;FERT;YBLK;CALI;28.620;12.885;18.000;25.500;46.140;89.100;53.580;53.580;53.580;53.580;CONCRETE.;A;23.188;46.613;39.604;43.021
S3830;PC;1;FERT;NORM;BARRANQUILLA;31.191;22.155;27.018;35.679;48.573;34.620;39.624;39.624;39.624;39.624;WATERPROOFING;A;50.177;27.630;27.630;27.630
S3830;PC;1;FERT;NORM;BOGOTÁ;9.228;12.660;11.940;10.962;14.175;9.996;11.711;11.711;11.711;11.711;WATERPROOFING;A;18.674;9.960;9.960;9.960
S3830;PC;1;FERT;NORM;MEDELLÍN;1.260;5.700;5.160;7.695;4.944;5.580;6.073;6.073;6.073;6.073;WATERPROOFING;A;8.351;4.578;4.578;4.578
S3830;PC;1;FERT;NORM;ORIENTE;2.703;2.280;1.920;3.156;3.156;2.496;2.936;2.936;2.936;2.936;WATERPROOFING;A;5.527;2.896;2.896;2.896
S3830;PC;1;FERT;NORM;CALI;3.300;4.056;2.700;3.000;4.944;5.400;4.448;4.448;4.448;4.448;WATERPROOFING;A;5.496;3.206;3.206;3.206
S3830;PC;1;FERT;NORM;PEREIRA;1.554;420;480;1.140;972;1.440;1.184;1.184;1.184;1.184;WATERPROOFING;A;1.974;1.096;1.096;1.096
S3830;PC;1;FERT;NORM;SANTANDER;0;660;360;120;0;60;200;200;200;200;WATERPROOFING;A;270;134;134;134
S2857;PC;50;FERT;NORM;CALI;30.540;51.516;33.000;47.475;47.145;43.785;46.135;46.135;46.135;46.135;BUILDING FINISHING;A;51.433;59.343;56.388;60.141
S2857;PC;50;FERT;NORM;BOGOTÁ;6.276;5.826;10.041;7.419;12.114;11.577;10.370;10.370;10.370;10.370;BUILDING FINISHING;A;11.058;12.171;11.565;12.335
S2857;PC;50;FERT;NORM;SANTANDER;600;1.593;600;2.280;2.100;2.100;2.160;2.160;2.160;2.160;BUILDING FINISHING;A;1.265;1.595;1.516;1.617
S2857;PC;50;FERT;NORM;ORIENTE;195;624;510;150;489;222;365;365;365;365;BUILDING FINISHING;A;2.074;2.118;2.013;2.147
S2857;PC;50;FERT;NORM;BARRANQUILLA;489;1.158;0;2.799;1.539;147;1.495;1.495;1.495;1.495;BUILDING FINISHING;A;1.226;1.360;1.293;1.379
S2857;PC;50;FERT;NORM;PEREIRA;1.314;60;570;195;1.020;270;572;572;572;572;BUILDING FINISHING;A;1.173;1.089;1.035;1.104
S4103;KG;1;FERT;YBLK;BARRANQUILLA;0;83.550;68.820;33.000;68.490;44.910;49.795;49.795;49.795;49.795;CONCRETE.;A;150.000;150.000;150.000;150.000
S1226;KG;1;FERT;YBLK;CALI;24.000;29.700;18.900;15.600;15.825;33.300;22.888;22.888;22.888;22.888;CONCRETE.;A;18.000;18.000;18.000;18.000
S1226;KG;1;FERT;YBLK;BOGOTÁ;24.000;30.000;21.000;0;24.300;15.060;19.060;19.060;19.060;19.060;CONCRETE.;A;24.000;24.000;24.000;24.000
S1226;KG;1;FERT;YBLK;PEREIRA;9.000;7.200;5.400;3.000;3.000;3.000;5.100;5.100;5.100;5.100;CONCRETE.;A;3.000;3.000;3.000;3.000
S1226;KG;1;FERT;YBLK;MEDELLÍN;0;15;0;0;0;0;3;3;3;3;CONCRETE.;A;1;3;3;3
S3624;KG;1;FERT;YBLK;ORIENTE;108.000;0;15.000;0;15.000;0;23.000;23.000;23.000;23.000;CONCRETE.;B;0;9.000;9.000;9.000
S302;PC;0,375;FERT;NORM;BOGOTÁ;5.331;18.504;19.836;10.044;12.168;16.128;13.669;13.669;13.669;13.669;INDUSTRY;A;15.323;14.058;14.058;14.058
S302;PC;0,375;FERT;NORM;BARRANQUILLA;10.656;7.209;9.396;12.132;9.792;4.392;8.930;8.930;8.930;8.930;INDUSTRY;A;10.613;9.475;9.475;9.475
S302;PC;0,375;FERT;NORM;CALI;6.912;5.832;6.552;4.248;8.280;3.288;5.852;5.852;5.852;5.852;INDUSTRY;A;6.879;6.390;6.390;6.390
S302;PC;0,375;FERT;NORM;MEDELLÍN;1.548;5.940;4.464;6.624;4.824;5.940;5.796;5.796;5.796;5.796;INDUSTRY;A;4.998;4.851;4.851;4.851
S302;PC;0,375;FERT;NORM;ORIENTE;504;4.899;2.268;684;3.990;2.592;2.490;2.490;2.490;2.490;INDUSTRY;A;3.403;2.977;2.977;2.977
