Local_Target_Market_Name_CO;Application_Field_Name;SubApplication_Field_Name;Product_Hierarchy;Agua
Sealing & Bonding;Pretreatments,Access;Tapes, foils and mat;020516050000000098;0
Waterproofing;Bituminous sheet mem;Bituminous WP membra;020725201000000010;Si
Waterproofing;Bituminous sheet mem;Bituminous WP membra;020725201000000007;Si
Waterproofing;Bituminous sheet mem;Primers for bitumen;020725601100000010;Si
Waterproofing;Injections (Waterpro;Accessories for inje;020707300020000004;0
Waterproofing;Injections (Waterpro;Accessories for inje;020707300010000001;No
Waterproofing;Injections (Waterpro;Acrylate injections;020707020030000001;No
Waterproofing;Injections (Waterpro;Equipment;020707200010000007;0
Waterproofing;Injections (Waterpro;Equipment for inject;020707200020000001;0
Waterproofing;Injections (Waterpro;Injection hoses;020707100010000001;No
Waterproofing;Injections (Waterpro;Polyurethane injecti;020707010010000059;No
Waterproofing;Injections (Waterpro;Polyurethane injecti;020707010010000001;No
Waterproofing;Injections (Waterpro;Polyurethane injecti;020707010020000054;0
Waterproofing;Injections (Waterpro;Polyurethane injecti;020707010020000060;0
Waterproofing;Injections (Waterpro;Polyurethane injecti;020707010010000067;0
Waterproofing;Injections (Waterpro;PU based;020707010010000001;No
Waterproofing;Injections (Waterpro;Silicate injections;020707070010000006;No
Waterproofing;Joint waterproofing;Adhered Tapes;020703157000000001;Si
Waterproofing;Joint waterproofing;Adhered Tapes;020703150200000007;0
Waterproofing;Joint waterproofing;Adhered Tapes;020703151000000001;0
Waterproofing;Joint waterproofing;N/A (joint waterproo;020703000000002015;Si
Waterproofing;Joint waterproofing;N/A (joint waterproo;020703000060002003;0
Waterproofing;Joint waterproofing;Swellable Joint Seal;020703300110000001;?
Waterproofing;Joint waterproofing;Waterbars/Waterstops;020703100100000312;0
Waterproofing;Joint waterproofing;Waterbars/Waterstops;020703100100000107;0
Waterproofing;Joint waterproofing;Waterbars/Waterstops;020703100100000113;0
Waterproofing;Joint waterproofing;Waterbars/Waterstops;020703106000000119;0
Waterproofing;Joint waterproofing;Waterbars/Waterstops;020703100100000330;0
Waterproofing;Joint waterproofing;Waterbars/Waterstops;020703100100000231;0
Waterproofing;Joint waterproofing;Waterbars/Waterstops;020703100100000264;No
Waterproofing;Joint waterproofing;Waterbars/Waterstops;020703100100000003;No
Waterproofing;Joint waterproofing;Waterbars/Waterstops;020703100100000004;No
Waterproofing;Joint waterproofing;Waterstops;020703109000000107;0
Waterproofing;Joint waterproofing;Waterstops;020703100100000348;No
Waterproofing;Joint waterproofing;Waterstops;020703100100000349;No
Waterproofing;Joint waterproofing;Waterstops;020703100100000350;No
Waterproofing;Joint waterproofing;Waterstops;020703100100000002;No
Waterproofing;Joint waterproofing;Waterstops;020703100100000003;No
Waterproofing;Joint waterproofing;Waterstops;020703100100000004;No
Waterproofing;Liquid applied water;Acrylic LAM waterpro;020706010010000037;No
Waterproofing;Liquid applied water;Acrylic LAM waterpro;020706010010000036;No
Waterproofing;Liquid applied water;Bitumen LAM waterpro;020706301000000016;No
Waterproofing;Liquid applied water;Bitumen LAM waterpro;020706301000000011;0
Waterproofing;Liquid applied water;Bitumen LAM waterpro;020706301000000071;No
Waterproofing;Liquid applied water;Bitumen LAM waterpro;020706301000000010;No
Waterproofing;Liquid applied water;Bitumen LAM waterpro;020706301000000153;No
Waterproofing;Liquid applied water;N/A (liquid applied;020706000000002002;0
Waterproofing;Liquid applied water;Polyurethane 2-part;020706201000000021;Si
Waterproofing;Liquid applied water;Polyurethane 2-part;020706201000000093;Si
Waterproofing;Liquid applied water;Polyurethane 2-part;020706201000000043;Si
Waterproofing;Liquid applied water;Polyurethane 2-part;020706201000000082;Si
Waterproofing;Polymeric sheet memb;Bonded waterproofing;020720301100000002;Si
Waterproofing;Polymeric sheet memb;Bonded waterproofing;020720301100000007;Si
Waterproofing;Polymeric sheet memb;Bonded waterproofing;020720301000000003;Si
Waterproofing;Polymeric sheet memb;Bonded waterproofing;020720301000000008;Si
Waterproofing;Polymeric sheet memb;Bonded waterproofing;020720308000000002;Si
Waterproofing;Polymeric sheet memb;Bonded waterproofing;020720308000000004;Si
Waterproofing;Polymeric sheet memb;Bonded waterproofing;020720308000000006;Si
Waterproofing;Polymeric sheet memb;Drainage and protect;020720701000000049;0
Waterproofing;Polymeric sheet memb;Drainage and protect;020720702000000003;No
Waterproofing;Polymeric sheet memb;PVC waterproofing me;020720101000000097;Si
Waterproofing;Polymeric sheet memb;PVC waterproofing me;020720101000000020;Si
Waterproofing;Polymeric sheet memb;PVC waterproofing me;020720101000000095;Si
Waterproofing;Polymeric sheet memb;PVC waterproofing me;020720103000000005;Si
Waterproofing;Polymeric sheet memb;PVC waterproofing me;020720101000000094;Si
Waterproofing;Polymeric sheet memb;PVC waterproofing me;020720101000000129;Si
Waterproofing;Polymeric sheet memb;Waterprofing membran;020720801000000081;Si
Waterproofing;Polymeric sheet memb;Waterprofing membran;020720802000000021;0
Waterproofing;Waterproofing admixt;Waterproofing admixt;020705040010000001;Si
Waterproofing;Waterproofing admixt;Waterproofing admixt;020705040010000034;Si
Waterproofing;Waterproofing admixt;Waterproofing admixt;020705040010000075;Si
Waterproofing;Waterproofing admixt;Waterproofing admixt;020705040020000001;No
Waterproofing;Waterproofing mortar;N/A (waterproofing m;020701000000002007;No
Waterproofing;Waterproofing mortar;N/A (waterproofing m;020701000000002028;No
Waterproofing;Waterproofing mortar;Ready to use waterpr;020701010030000099;No
Waterproofing;Waterproofing mortar;Ready to use waterpr;020701010050000011;No
Waterproofing;Waterproofing mortar;Ready to use waterpr;020701010010000362;No
Waterproofing;Waterproofing mortar;Ready to use waterpr;020701010010000287;No
Waterproofing;Waterproofing mortar;Ready to use waterpr;020701010010000331;No
Waterproofing;Waterproofing mortar;Ready to use waterpr;020701010010000247;No
Waterproofing;Waterproofing mortar;Ready to use waterpr;020701010010000399;No
Waterproofing;Waterproofing mortar;Ready to use waterpr;020701010010000277;No
Waterproofing;Waterproofing mortar;Ready to use waterpr;020701010010000278;No
Waterproofing;Waterproofing mortar;Ready to use waterpr;020701010010000332;Si
Waterproofing;Waterproofing mortar;Ready to use waterpr;020701010010000180;Si
Waterproofing;Waterproofing mortar;Ready to use waterpr;020701010010000387;Si
Waterproofing;Waterproofing mortar;Ready to use waterpr;020701010020000001;No
Waterproofing;Waterproofing mortar;Ready to use waterpr;020701010020000215;No
Waterproofing;Waterproofing mortar;Ready to use waterpr;020701010020000163;No
Waterproofing;Waterproofing mortar;Ready to use waterpr;020701010010000256;No
